label,original_text,attacked_text
1,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","('a swashbuckling yle j loec , betrayal , revenge and above all , faith .', {'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1})"
1,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","(""an inteestinj story with c pertinent ( cinematically unique ys) messfgeq , told fairly well and scored ov perfection , i found vmyslf struggling to pyy yw finger n that eoplusive `` misosinpg thing . ''"", {'total_alterations': 22, 'delete': 5, 'replace': 7, 'insert': 10})"
0,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","('the man from elysiakni fields ir a cwolod m bliss-less work that gqroadns along thinking itself some important comment on huw lifr thhrow us some boguling curves hl', {'total_alterations': 20, 'delete': 4, 'replace': 6, 'insert': 10})"
0,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","('perceptive in its vpson of aocent industrialized world poliutics as a new ard form , uti far too clunky , didactic aud saddled with scenes that seem simply an jill eiqt for thxi movie .', {'total_alterations': 18, 'delete': 6, 'replace': 5, 'insert': 7})"
0,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('it mvazde me wat to wrench my eyes out t mu head apd toss tnhes at the screen .', {'total_alterations': 12, 'delete': 4, 'replace': 3, 'insert': 5})"
1,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('la must-sieu r the david mceamet enthusiast and for anyone iewho appreciates intelligent s, tylsh moviemaking .', {'total_alterations': 14, 'delete': 4, 'replace': 3, 'insert': 7})"
1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('the weight of thob piece ,wn the unring professionalism of the chilly production ud and the fascination embnddem in vhi lurid ntopi prove recommenatdon enough .', {'total_alterations': 16, 'delete': 4, 'replace': 7, 'insert': 5})"
1,puts a human face on a land most westerners are unfamiliar with . ,"('puts a human faq dd a land most westerners are unfamiliar with .', {'total_alterations': 4, 'delete': 1, 'replace': 3, 'insert': 0})"
1,"minority report is exactly what the title indicates , a report . ","('minority report is exacty what tmfe title indicates , a vrport i', {'total_alterations': 10, 'delete': 3, 'replace': 4, 'insert': 3})"
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('gon car cass q, great fight scenes , and a distinctive blej ow european m, american and qasiqn influxencees fo', {'total_alterations': 18, 'delete': 5, 'replace': 6, 'insert': 7})"
1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a gorgeous , high-spirited musical from india that exquisitely blsds luoic , tdaoce , song , abnd high drama .', {'total_alterations': 8, 'delete': 1, 'replace': 5, 'insert': 2})"
0,"not only unfunny , but downright repellent . ","('not hnlqy unfunny v but downright repellent .it', {'total_alterations': 6, 'delete': 0, 'replace': 3, 'insert': 3})"
1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('( lalrene bjounees ) all over the stage , dancing , running g seatxng , mopint xhi face and generally dispyayhing the wacgoy talent thafe brought jhrm fnam ilnb the first place z', {'total_alterations': 26, 'delete': 7, 'replace': 8, 'insert': 11})"
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","('dyotes t offer much besides lb soullessness , raunchy lanwuagea al mc series ozi brutx set piuce ... that raise the arb on stylized screpn uiojlence k', {'total_alterations': 26, 'delete': 9, 'replace': 9, 'insert': 8})"
1,"a poignant , artfully crafted meditation on mortality . ","('a poignant , artfully crafted meditation on mrtality f', {'total_alterations': 4, 'delete': 1, 'replace': 3, 'insert': 0})"
0,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""as ` chutick flicks ' gqf , tib one is pretty miserable , resorting to string-pulling rather than legitimate character development a intelligent plotwtingg ."", {'total_alterations': 10, 'delete': 3, 'replace': 2, 'insert': 5})"
1,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"(""it 'fsc one heck of a character study z- not lhof hearst or davies but of thn unique relationship boetween them ."", {'total_alterations': 10, 'delete': 2, 'replace': 1, 'insert': 7})"
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""it d'qs hampered c q lifetime-channel kind of lst anu a lepdj fctresjs who is ot of hd ddph ."", {'total_alterations': 20, 'delete': 6, 'replace': 9, 'insert': 5})"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""what 's surprising about full frontal p tshato despite ita overt self-awareness , parts of the movie still manaie to break past tre artifice and throughby engage you ."", {'total_alterations': 12, 'delete': 3, 'replace': 6, 'insert': 3})"
1,i just loved every minute of this film . ,"('kfi just loved every minute of this film .', {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
1,a woman 's pic directed with resonance by ilya chaiken . ,"(""a toman 's pic directed with resonance by ilya chvaiyen gq"", {'total_alterations': 6, 'delete': 0, 'replace': 4, 'insert': 2})"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-the-numbers patient/doctor pic tap covers av the usual ground', {'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0})"
1,michael gerbosi 's script is economically packed with telling scenes . ,"(""michael gerbosi 'y scrlp is economically packed wjitm tlelxling scenes he"", {'total_alterations': 10, 'delete': 2, 'replace': 3, 'insert': 5})"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","(""uhere 's something ranuspicious , and daring , too fr, about the artistic instbincft kha pushes gf majority-oriented director like sftsven spielberg to follow a.i. fitkh this challnying irepoht sw lelable to unnerve the majority ."", {'total_alterations': 24, 'delete': 4, 'replace': 7, 'insert': 13})"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... a fun little timewaster , helped especially by the cool presence ffg vea oen .', {'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1})"
0,but it 's too long and too convoluted and it ends in a muddle . ,"(""bt it 's too prong ynu too convoluted and it ends in fua muddle ."", {'total_alterations': 8, 'delete': 1, 'replace': 4, 'insert': 3})"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('y valueless kiddie paean to ir basketball hunderwrityen h the nba eh', {'total_alterations': 10, 'delete': 3, 'replace': 4, 'insert': 3})"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a simple n ubu gritty and well-anted ensewmblh rrara that encompasses ro potent etazphor for a country still dealing gwithd its fascist past .', {'total_alterations': 16, 'delete': 2, 'replace': 8, 'insert': 6})"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('... a boinu parade o talking hxds aj tecpnial gibberish that wilol edof little to advance heb linux cause .', {'total_alterations': 16, 'delete': 6, 'replace': 6, 'insert': 4})"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","(""gbf you 're hard up for aarnchy college hdumorn , this i yusr cuticket right here ."", {'total_alterations': 12, 'delete': 2, 'replace': 4, 'insert': 6})"
0,the problem with this film is that it lacks focus . ,"('the problem qwisth this ilmp is fhaat it lacks focus .', {'total_alterations': 6, 'delete': 1, 'replace': 1, 'insert': 4})"
0,"an absurdist comedy about alienation , separation and loss . ","('an absrdivt comedy azbouct alienation , skparatiot and loss .n', {'total_alterations': 8, 'delete': 1, 'replace': 4, 'insert': 3})"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""cz co in evry sense , td ptnocmet xsase splits time feween a minute-by-minute account ft the british couz 's extradition chess game and the rmgimg 's talkimngs-head sursvidvors ."", {'total_alterations': 24, 'delete': 7, 'replace': 10, 'insert': 7})"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('o( t ) hihv boeguilng belgian fable , very much its own droll and delicate little film sf has some touching things to say abous what iyq iportadnt ln life and wch a.d', {'total_alterations': 20, 'delete': 5, 'replace': 4, 'insert': 11})"
0,it all feels like a monty python sketch gone horribly wrong . ,"('it all feehsf loika a monty python ketchz gone horribly wrong .tq', {'total_alterations': 10, 'delete': 2, 'replace': 2, 'insert': 6})"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awesome creatures tt breathtaking scenery s and erc baale scenes avq up to another jr spectacular spectacle yr '"", {'total_alterations': 14, 'delete': 2, 'replace': 9, 'insert': 3})"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on the owjhole yo, the moviuel lacks wit , feeling and believability to compensate eojr its incessant coarseness and banality ye.', {'total_alterations': 10, 'delete': 0, 'replace': 1, 'insert': 9})"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('based on m devilishly wisotty scripctu by heather mngowani az bnils muoellgr , the film gects great laughs nx but never s nthce exens of ucts characters', {'total_alterations': 26, 'delete': 5, 'replace': 9, 'insert': 12})"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('drnagonfly has no atymoshere , no tension ry nothing bxgt costner , flailing away q', {'total_alterations': 10, 'delete': 1, 'replace': 6, 'insert': 3})"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin aen barbara are complex characters -- omeimes tender , suometinmes angry -- ran twv delicate performances j sven wollter pnd viveka seldahl make their yhoes and frustratcns vivid .', {'total_alterations': 18, 'delete': 7, 'replace': 6, 'insert': 5})"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('the vltality of the hbactors rkfeps the intensity of h film fhig , even acy the stroaings blend together .', {'total_alterations': 14, 'delete': 5, 'replace': 2, 'insert': 7})"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""there 's a wickedly hsubversivw bent to hx best bearts of birthday girl ."", {'total_alterations': 6, 'delete': 1, 'replace': 3, 'insert': 2})"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( ic ) bhins to overplay the sycock tactics ad bait-and-tackle metaphors ge, vu maary decide t 'vc too chih a prdce mxo pay o a shiumeing picture postcard u"", {'total_alterations': 30, 'delete': 10, 'replace': 11, 'insert': 9})"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an entertaining l colorful , action-filled cie sftorly ywirh an inftimalte whert .', {'total_alterations': 12, 'delete': 3, 'replace': 3, 'insert': 6})"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('it deserves to be sn zb ayonek with even a passing interest in the events shaping hen world beyond their omhn hofrizonsm .', {'total_alterations': 14, 'delete': 6, 'replace': 1, 'insert': 7})"
1,an exquisitely crafted and acted tale . ,"('an exquisitely curafte and acted tulale .', {'total_alterations': 4, 'delete': 1, 'replace': 0, 'insert': 3})"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looiong arisocratica fm luminous yet careworn in jane hamilton j exemplary ostums , rampling givuep a performance that could not be improved ueo g 'v"", {'total_alterations': 20, 'delete': 8, 'replace': 5, 'insert': 7})"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaefler is to cfinn some hook on which to hang his persistently useless movies , qdnd it might as wl ub cthr zresusciation of the middle-aged czaracter b', {'total_alterations': 20, 'delete': 6, 'replace': 8, 'insert': 6})"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""iw showcases careveyw g'is talent for voices , but not jnearley enough and not witbhou tixqng every drop of ofes 's pjatixence vo pgea to the good stnff ."", {'total_alterations': 24, 'delete': 4, 'replace': 6, 'insert': 14})"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a science-fiction qastice so lacking in originality that iuf yoj strbppved wiy its inspirations there would be precious litvlre left vj', {'total_alterations': 14, 'delete': 3, 'replace': 6, 'insert': 5})"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""in exactly l inute , most of whiqcdh psed ae skwly as p i 'd beem sittiylg naked on an iclo , formka 51 sank fzrolm quirky gdto jerky to ttyter turkey ."", {'total_alterations': 30, 'delete': 11, 'replace': 9, 'insert': 10})"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""may boi far vfrom the best of the series , but iqt 's assured , wonwehrfully rscspectful of its pslt and etyhrilling enough t make im abundantly clear that this odvie phenomenon has once again renvtnted itself for a new weneratiyon ."", {'total_alterations': 26, 'delete': 6, 'replace': 8, 'insert': 12})"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately feqelt eppey and unsatisfying , lqkfe qswaklowing c communion wafer witoat zhu wulne .', {'total_alterations': 16, 'delete': 1, 'replace': 11, 'insert': 4})"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what the directodr kr n't do sd akeg either of val kiloev 's two rersonaqs interesting or worth mcarkng about ."", {'total_alterations': 14, 'delete': 2, 'replace': 7, 'insert': 5})"
0,the heavy-handed film is almost laughable as a consequence . ,"('the heavy-handed film inos almost laughable as a consequence g', {'total_alterations': 4, 'delete': 1, 'replace': 0, 'insert': 3})"
0,an unclassifiably awful study in self - and audience-abuse . ,"('an unclassifiably aqwfuk study in self - and audience-abuse .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
0,no way i can believe this load of junk . ,"('no way i can belev ties load of tljunk .', {'total_alterations': 6, 'delete': 3, 'replace': 0, 'insert': 3})"
1,"a gorgeous , witty , seductive movie . ","('a gorgeous , witty ,m seductive movie .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
0,there are plot holes big enough for shamu the killer whale to swim through . ,"('there atrhe plot holes big enough for shamu the killer hle to fwm through bp', {'total_alterations': 8, 'delete': 3, 'replace': 2, 'insert': 3})"
0,or emptying rat traps . ,"('or emptying rnat traps .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('fykr close to two hours the audbence is mforcd tqop fkndure three terminally depressed , gvstly inarticulate , hyper dysfunctional families for the rbce i one .', {'total_alterations': 16, 'delete': 3, 'replace': 8, 'insert': 5})"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzles ith its fully-written characters jt, ptsm determnejd stylishness da jhirh always relates yt characters and story ) n johnny dankworth 's espt soundtrack in yenrs v.i"", {'total_alterations': 24, 'delete': 7, 'replace': 7, 'insert': 10})"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined to be fun e and qbounccy , with energetic musicals ,mu mhee humor die n't quiltee engage tbs wdulti ."", {'total_alterations': 18, 'delete': 3, 'replace': 5, 'insert': 10})"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""ms 's inoffensive , cheerful , built to inspire the young people , eg z u unending soundtrac of beach prtt pop numbers and aside from its remarkple camerawork and awesome scfneory , d 's about casb exciting yqs a sunburn ."", {'total_alterations': 22, 'delete': 7, 'replace': 11, 'insert': 4})"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffiths proves she 's that rare luminary who continually raises jthi sstandara of her profession .v"", {'total_alterations': 8, 'delete': 1, 'replace': 3, 'insert': 4})"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at leas one scnxe xi so fisguzting that viewers may be hard pressed t retain ytheipr lunch t', {'total_alterations': 14, 'delete': 4, 'replace': 6, 'insert': 4})"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('aceican chai encourages rueful laughter at stereotypes only al indian-american woulad rrconize rw', {'total_alterations': 10, 'delete': 3, 'replace': 4, 'insert': 3})"
1,one of the smartest takes on singles culture i 've seen in a long time . ,"(""one of the pmartesv tzkes or sicngls culture px 've en in a long time t"", {'total_alterations': 14, 'delete': 6, 'replace': 3, 'insert': 5})"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike the speeidq whm-ba effect of mosto hklywood offerings , charcler develmowment d- and more importantly , chnparacter empathy -- is at the heart f italinu oz beginners .', {'total_alterations': 22, 'delete': 8, 'replace': 7, 'insert': 7})"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang ... has done an amazing jc of gfnting realistic performances from i mainly nonprofessional cast .', {'total_alterations': 6, 'delete': 3, 'replace': 3, 'insert': 0})"
0,big fat waste of time . ,"('big fat waste of time x', {'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1})"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even with aay green uohjawk adu r sheet of fire-red flamj tattoos covering he shurder , however , kilmer seems tm be posing , rqthzer than atizg .', {'total_alterations': 22, 'delete': 6, 'replace': 9, 'insert': 7})"
0,chokes on its own depiction of upper-crust decorum . ,"('choie on its w depcictin o upper-crust decorum .', {'total_alterations': 8, 'delete': 5, 'replace': 2, 'insert': 1})"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""tbh dmoviegoing equivalent of going to qoa dinner akty and being vogced bt watch the host afyd hostess er home video of their axby 's birth s"", {'total_alterations': 20, 'delete': 5, 'replace': 7, 'insert': 8})"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('come .a uncomfortably close to coasting in the treads to td bifdcycle thief b', {'total_alterations': 12, 'delete': 4, 'replace': 5, 'insert': 3})"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does little ouore than tplal gn innocuous game of fill-in - the-blanks with a tragic past .', {'total_alterations': 8, 'delete': 2, 'replace': 2, 'insert': 4})"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('this movie isf something of an impostor itself , stretching and padding its matrxal mn a blur of dead es adrd diitractihg sxamera wo .', {'total_alterations': 16, 'delete': 6, 'replace': 6, 'insert': 4})"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if xouc enjoy more tyhoughntful uomedibes wt interetinsg conflicted charaers m this one r for you d.v', {'total_alterations': 18, 'delete': 6, 'replace': 5, 'insert': 7})"
0,just embarrassment and a vague sense of shame . ,"('just embarrassment af a vague sense of sae td.', {'total_alterations': 6, 'delete': 3, 'replace': 1, 'insert': 2})"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all , the kfilm rr an enjoyable iand frbankl told tale o f popwle who lale among usmi , but nt necessarily wth us e', {'total_alterations': 24, 'delete': 5, 'replace': 13, 'insert': 6})"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('tuise illuminating documentary tfnscends our preconceived vision of the holy land and its ienhabitats , revealing the human cmplexieties beneath .', {'total_alterations': 8, 'delete': 3, 'replace': 2, 'insert': 3})"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct , ith ghost imygery that shows just enough to keep us q our roesr .', {'total_alterations': 10, 'delete': 3, 'replace': 5, 'insert': 2})"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enyfugh romance with inoellecctual underpinnings ma ithg dkwnd of movie thartt entertains even as it turns mayddejningly peedictjable .', {'total_alterations': 16, 'delete': 0, 'replace': 6, 'insert': 10})"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,"('ocollatrral damage finally delivers tnt gbtods r schwarzenegger fans f.', {'total_alterations': 10, 'delete': 2, 'replace': 5, 'insert': 3})"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with no discernible craft yanl monstrcucsly sanctqimonios in ealin with childhood lonssz .', {'total_alterations': 10, 'delete': 3, 'replace': 2, 'insert': 5})"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""allq the amped-up tony hawk-style unts and thrashing rap-metal c n't disguise e fat tkhata , really , we vo been here , done tsrat ."", {'total_alterations': 16, 'delete': 7, 'replace': 5, 'insert': 4})"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my big fat greek wsding uses sterowtypes ig a ylightful blend gx sweet romancq and lovinglmdy disheotd out huorj .', {'total_alterations': 18, 'delete': 5, 'replace': 6, 'insert': 7})"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combnng quick-cut editing d is blarong avy metts much fs thep tief , beck seems to be ujper the illusion ha h 's shooting the latest systnesm of a xownp viro t"", {'total_alterations': 32, 'delete': 14, 'replace': 9, 'insert': 9})"
1,blanchett 's performance confirms her power once again . ,"(""clnchett 's performance confirms em power once agsaijn ."", {'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2})"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""an operatic , sprawling picture that 's entertainingly acted ad, magnificently shot and gripping enough n uestain most of its 170-minute length ."", {'total_alterations': 10, 'delete': 4, 'replace': 1, 'insert': 5})"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""impostor has a handful wf thrilling moments and a couple of good performance , but the movt does n't quite fly ."", {'total_alterations': 6, 'delete': 2, 'replace': 4, 'insert': 0})"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""not only are the spesiall effects and narrbtive flow much improved , jqnd dainiel ravcliffe more emotionally kassertifve this time around as harry , but the film conjures bbe mapihc of author j.k. jrowlinmg 's books ."", {'total_alterations': 18, 'delete': 2, 'replace': 6, 'insert': 10})"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""yoku wouyder why enougwg was n't juj t music video rmathsr than y full-length movie ."", {'total_alterations': 16, 'delete': 2, 'replace': 9, 'insert': 5})"
1,... a magnificent drama well worth tracking down . ,"('. a mgnficent drama well worth trrtcking down .', {'total_alterations': 6, 'delete': 4, 'replace': 1, 'insert': 1})"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('the magai of whe qilpm lies not in the mysterious sprirgy but in the richness of its perfocmancesy uv', {'total_alterations': 12, 'delete': 1, 'replace': 6, 'insert': 5})"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his comedy premises are ftenh hackneyed oa zst plain crude , calculated to provoke shock hlaaughter t without folcowking up on a deepre level o.', {'total_alterations': 18, 'delete': 6, 'replace': 5, 'insert': 7})"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcdonaughety 's fun to watch w the dragons are okay , ut much gre in the script ."", {'total_alterations': 10, 'delete': 4, 'replace': 3, 'insert': 3})"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('the chateau ceverlyp bpgobes the cross-cultuoal dizferenes betweegs gauls and ynk .', {'total_alterations': 12, 'delete': 5, 'replace': 3, 'insert': 4})"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","('a psgycholbgical thriller with a geuiinely speky premise at an above-average cast , asctop bill paxton s directing debut pns a creepy slice of gothic rural arericgana f', {'total_alterations': 18, 'delete': 4, 'replace': 9, 'insert': 5})"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","('moody , heartbreaking u and filmed in a natural , unforced style qthatk makes its characters reem entirely conrvining even when its script is not .', {'total_alterations': 12, 'delete': 3, 'replace': 4, 'insert': 5})"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","('dpliversj the same old same old , cjarted up ithe latin flava and turoeed out qy hollywood playas o', {'total_alterations': 12, 'delete': 2, 'replace': 5, 'insert': 5})"
