id,label,result_original,result_attacked,original_text,attacked_text
46,1,positive,negative,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('hn net tf dis bqgiling belggiaon ale ps ury muccy pts don drl undj deicate lttlge firmlm g,z zhds sowem tuchng thingd tb si aot ehat wik itmortant igun loe ayny w ef.', {'total_alterations': 66, 'delete': 23, 'replace': 14, 'insert': 29})"
47,0,negative,negative,it all feels like a monty python sketch gone horribly wrong . ,"('pi llm fxls kiki o jont pytgn xsketc ginwe horrrbld rng k', {'total_alterations': 24, 'delete': 8, 'replace': 12, 'insert': 4})"
48,1,positive,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""akesome creatures ,d breeahtaking seneryl e man cic mbaptle scenes aa pl wtxo aothcer `mt spectbaculari sppectacte qv g'o"", {'total_alterations': 36, 'delete': 9, 'replace': 8, 'insert': 19})"
49,0,negative,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('kn th wolz ,wy tht movii lafkb wwi r eling n bexienvability b compensate fnor itozs ifnccessant coargsenesvs and jadality f', {'total_alterations': 38, 'delete': 11, 'replace': 13, 'insert': 14})"
50,1,positive,positive,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('bsedm fn aub devilishlf wity sxipt db xather mcgowra nbd ieln mweller t,w gthze milx gt great laug , but novr am th xpensep ot iho ctaracxers', {'total_alterations': 54, 'delete': 20, 'replace': 18, 'insert': 16})"
51,0,negative,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('daragonflxy s uo atmosphelr h nocl teonsio u- nothig cua cztner t flfailng aah wl', {'total_alterations': 30, 'delete': 10, 'replace': 10, 'insert': 10})"
52,1,positive,negative,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('qarin ajndj arbarz re ompcex chayracterk v-e sometqgimes tezer , mometimbes andy h- ndu to mdelicata performances mb sven weller ndg rvieka seldoahx miakie peir ihopes vqand fruvstratins yvid h', {'total_alterations': 54, 'delete': 16, 'replace': 18, 'insert': 20})"
53,1,positive,positive,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('gte fitalty xo e itors kes tgem tnensity yf te film highuj v eovenx apn hhje sthafing wlend toiether w', {'total_alterations': 38, 'delete': 14, 'replace': 12, 'insert': 12})"
54,1,positive,negative,there 's a wickedly subversive bent to the best parts of birthday girl . ,"('thkr n y wicekly subverfive qentv wt tye met arks fa birttdfy gqr kv.', {'total_alterations': 28, 'delete': 10, 'replace': 11, 'insert': 7})"
55,0,negative,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","('onj qt vkim rp begs q dsverplay yhey sck tcticj anji bait-and-ackleq ltaphors t youj mda cecide iitm gc tmo hddh a phric vth zpayi qfmor md gshimmeqing picdtue vostxcard op', {'total_alterations': 60, 'delete': 13, 'replace': 24, 'insert': 23})"
56,1,positive,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('zjn entertamininz i olorfxl qm ation-sfilled qime story wmh g acntimate hqrt .', {'total_alterations': 26, 'delete': 8, 'replace': 11, 'insert': 7})"
57,1,positive,negative,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('izs dservesz to et se cyp anyone dzith evfen b rpassijg ikterest e obe evns shapg tej werhd eyood their n hmrzons u.z', {'total_alterations': 44, 'delete': 17, 'replace': 14, 'insert': 13})"
58,1,positive,negative,an exquisitely crafted and acted tale . ,"('ka exqzisihtely crrafged anav ctjd xalk .j', {'total_alterations': 14, 'delete': 2, 'replace': 7, 'insert': 5})"
59,1,positive,negative,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","('cooaing aristrcraic em, lumjnoux zye carewprn b lanme hamiftoy o exjmalary ctostumej ,ce ramaplrng gve x perfrmane thwxt culds ox be imrovd upon . s', {'total_alterations': 46, 'delete': 14, 'replace': 20, 'insert': 12})"
60,0,negative,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaefea izs oc vinds omew hoof oy hih yoa hang ihs pversistently quseless jocvies vo and ic mighbpt sz wfl hbe t rsuscmtation of h middlle-agxed charact f', {'total_alterations': 54, 'delete': 18, 'replace': 18, 'insert': 18})"
61,0,negative,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""iq showcasosh carvree n aent forww vkoice th hbuts nodtt wneayrly enough n nv withouto taxing wyvery drou af jnn 'q pntiene to get oi thke goodc stuff ka."", {'total_alterations': 52, 'delete': 13, 'replace': 16, 'insert': 23})"
62,0,negative,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('zv sienc-fiction lpaptiche op lackil ir origdinaliy jhhat if lyou srippe oawa htxs inspiwrationo hre wculd l prwcious lpitzle lftk .kp', {'total_alterations': 42, 'delete': 16, 'replace': 9, 'insert': 17})"
63,0,negative,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""ij euactlzy yr9 mminukes eh osto j whchi tassed fs srloply cs z c 'jw bpen sbittqng nkeg obun d ipgfoo az sforula z1 saj om quirky w jcerzy tuco usyer tuhrkei y"", {'total_alterations': 64, 'delete': 18, 'replace': 21, 'insert': 25})"
64,1,positive,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""mys hb fdbar frzp thw best of fh semiesm n btl tm 'sj assurd n wonderfuol respeczfl e vius as tna ithrillng enugh tjx mse e abudantly cgeap uhaet thss mqofie phenojnon has nc aaein reinvgented tsel fbr l numw gneratizon e"", {'total_alterations': 82, 'delete': 29, 'replace': 30, 'insert': 23})"
65,0,negative,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultiajely fes exmpxty hatd unsatisfyinj ,s vikxe sallowing i communion yafe wiwthouq ths wibe qq.', {'total_alterations': 28, 'delete': 7, 'replace': 11, 'insert': 10})"
66,0,negative,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""vat xhe fdiaector xa yt h o mce eitr of vhalj filfmer 'ces rtw perronasf ineerestzing omr wrxh carinw aou dc"", {'total_alterations': 40, 'delete': 12, 'replace': 16, 'insert': 12})"
67,0,negative,negative,the heavy-handed film is almost laughable as a consequence . ,"('vthe heavy-handed fxlam o rlost laugably w w conseymquence .', {'total_alterations': 16, 'delete': 4, 'replace': 8, 'insert': 4})"
68,0,negative,negative,an unclassifiably awful study in self - and audience-abuse . ,"('an uclasspifiably wfu study lr el oy ard audience-abunsfe al', {'total_alterations': 18, 'delete': 7, 'replace': 4, 'insert': 7})"
69,0,negative,negative,no way i can believe this load of junk . ,"('znop katy ij cp belve this lolid ejf jurnk jh', {'total_alterations': 20, 'delete': 4, 'replace': 7, 'insert': 9})"
70,1,positive,negative,"a gorgeous , witty , seductive movie . ","('mt grgeou ,pa wixtdy tg eductve ooxie i', {'total_alterations': 16, 'delete': 4, 'replace': 7, 'insert': 5})"
71,0,negative,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('thnee ue poy holes ng nouugh fu hmu qh killer whvfle to sgil tasrough ns', {'total_alterations': 28, 'delete': 11, 'replace': 10, 'insert': 7})"
72,0,negative,negative,or emptying rat traps . ,"('cr emptying a trs b.', {'total_alterations': 8, 'delete': 4, 'replace': 3, 'insert': 1})"
73,0,negative,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for csloe bt ewo hoxrs whge agudiencp e fyred vtx kgndure hrene erminaly epxessed , moslc inrthculate k hopr dysfunactional amilie r nie prilcfe j e d.j', {'total_alterations': 50, 'delete': 19, 'replace': 18, 'insert': 13})"
74,1,positive,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","('dazules wigtg ys fully-wititen kcharatters c ts ddtermtined stylishnassc xe whinc aliaysq lelates tl characters hnbd tory k adh ohnnyn dvnkwort s bstg soundtrhaxk c cyjars qr.', {'total_alterations': 52, 'delete': 15, 'replace': 17, 'insert': 20})"
75,0,negative,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""dptermied ko s rflun xm anidt bjounczy ,l woth enrzetic busicals , the haumr ried n' quifme enbageq phs addut ."", {'total_alterations': 38, 'delete': 10, 'replace': 12, 'insert': 16})"
76,0,negative,positive,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","('wlt h inofensve n cheerfi ep cbult qo inspnirle tp spoung people hn e ok anu unedndinmg soucfdtrack ojnf beaseh pfty p numbetr ann asidrse fronmf ita remaakaole camerwoqk zd awestmye sseenery n ty dss eout sp excitinz pabs ae subur k.', {'total_alterations': 84, 'delete': 25, 'replace': 25, 'insert': 34})"
77,1,positive,negative,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffmidths rovs s 'l tag rare lunary wth cvntinully aiseso h saaindard of e profession xx"", {'total_alterations': 30, 'delete': 17, 'replace': 4, 'insert': 9})"
78,0,negative,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('iat lucast nex senge jks sv disgvsing hath viewhras ray btf hjajrd preed tno retaic pheeir ljunjch ru', {'total_alterations': 36, 'delete': 9, 'replace': 9, 'insert': 18})"
79,0,positive,negative,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('americno casi enczourares rfeeful ulaugnhter kt strleotypes fony vpn indian-amfericsan equld rcgnize .', {'total_alterations': 26, 'delete': 7, 'replace': 7, 'insert': 12})"
80,1,positive,negative,one of the smartest takes on singles culture i 've seen in a long time . ,"(""one g tp lartest takhws naon sinugls cultburek t 'ive seen an w loi gtie sc"", {'total_alterations': 28, 'delete': 7, 'replace': 11, 'insert': 10})"
81,1,positive,negative,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('ublike hz spedp whit-bam dffaect og mdhst hollybod fferings hj choaractfr devmelocment s-i nr ome importannlyg e chapcter emfkathy o is nqt fhe heawrte om dtualian o becinwners o', {'total_alterations': 56, 'delete': 14, 'replace': 25, 'insert': 17})"
82,1,positive,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zangc v..q hlqas udione f amazoing mobd op gettyig realstipc perfomanes wfhrom hvq mntainly nohnprofeszional cztast f', {'total_alterations': 34, 'delete': 6, 'replace': 11, 'insert': 17})"
83,0,negative,negative,big fat waste of time . ,"('qi ate wantme fl rme .', {'total_alterations': 12, 'delete': 5, 'replace': 3, 'insert': 4})"
84,0,negative,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('vev th i green mohaxw ypnd a shet fg firer-reed fae taetoos coveurinzg hd sholer x,j hpowevei ,yf klmr ems p jb poig o ratheii an fctig .x', {'total_alterations': 54, 'delete': 24, 'replace': 13, 'insert': 17})"
85,0,negative,negative,chokes on its own depiction of upper-crust decorum . ,"('chwies n lt ozwd depicin vomf urpper-crust dtaecorum c', {'total_alterations': 18, 'delete': 5, 'replace': 6, 'insert': 7})"
86,0,negative,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""ktye moviegoxig quivalekt obfu gjuing tio oa dner patyt a belngg ozced ou wctc te hoy kad hstes 's hor vidueoe of the ab xc's bsth q"", {'total_alterations': 50, 'delete': 20, 'replace': 16, 'insert': 14})"
87,0,negative,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comt ..e uncomfortably iloe htio coastig ii thri trocads w thx bicpcl thivqf a.x', {'total_alterations': 28, 'delete': 8, 'replace': 10, 'insert': 10})"
88,0,negative,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('oeos glitte msqe qxhan plliy g inoauous kae oref fillp-tin -f the-blaqnksj ithp a trawuc past vp', {'total_alterations': 32, 'delete': 7, 'replace': 11, 'insert': 14})"
89,0,negative,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('qnhis movvin q sommethinwg k p imposho isqelf s tretchingc agndu paddnxg uitn mfateriax ibno u bgu r deado enru kni distryating camyrj wxrf .', {'total_alterations': 48, 'delete': 11, 'replace': 21, 'insert': 16})"
90,1,positive,negative,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('vi youci enjy more thoghctful comedies wihl interstixng conflictpd chmraters zv; hs oe is cob o dj', {'total_alterations': 30, 'delete': 12, 'replace': 8, 'insert': 10})"
91,0,negative,negative,just embarrassment and a vague sense of shame . ,"('js embarrassmvnn a h vade shene psof ham yw', {'total_alterations': 18, 'delete': 8, 'replace': 6, 'insert': 4})"
92,1,positive,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('albl-inall pd tx tild is oy enajoyablev obd fraely tob alie oy q peoly ho lvove hamxng ux ,yw bzg int necesharigy wwth iusr i.', {'total_alterations': 50, 'delete': 12, 'replace': 21, 'insert': 17})"
93,1,positive,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('tmi illmuminatinl dolumentary transecendsb r precoceivet visvn orfh ztce ly kand ad ivsk cinhabtants g revealitz tohe rumana comzlexties beneothp hr', {'total_alterations': 42, 'delete': 12, 'replace': 16, 'insert': 14})"
94,1,positive,negative,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exmcting and dirrec ow qwiath giosbt idmaoery thactv ssow kjus engugnh lt kceps hs un o toes j', {'total_alterations': 34, 'delete': 10, 'replace': 8, 'insert': 16})"
95,1,positive,negative,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('n pleansanr enogulgh fromane doth inxellictual underpkipnings vc e kugd df msvfe thakk eterains vqn ov zi tdurnw addeningy pbedictble .l', {'total_alterations': 42, 'delete': 11, 'replace': 20, 'insert': 11})"
96,1,positive,negative,collateral damage finally delivers the goods for schwarzenegger fans . ,"('chlateral dafageu fijnaly deliyverms hze gocodds foqx srchwarzenevger fahn zd', {'total_alterations': 20, 'delete': 4, 'replace': 5, 'insert': 11})"
97,0,negative,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('avde ivth nfq diiscerynible ucrjaft am unstrously sanctimoncous yw demaing wtit cildhooc lios sc', {'total_alterations': 28, 'delete': 8, 'replace': 9, 'insert': 11})"
