id,label,result_original,result_attacked,original_text,attacked_text
14,1,positive,positive,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","(""xd interesting story whoh a pertinent ( cinematically unique m message , told fairly well and scored to perfection , i found mysicf struggling to put my finger on that elasivi `` missing thing . ''"", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
15,0,negative,negative,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","('the man etom elysian fields is g cold , blissoxess work that groans along thinking itsejh qomy tmportbnt comment on how life throws us some beguiling curves .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
16,0,negative,negative,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","('perceptive ts its vision of nascent industrialized world polijics im a new art form , but ual too clunky , didaltit and saddled with scenes thvs skec simply an ill fit for this movie .', {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
17,0,negative,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('qt made me want to wrench cp eyes out of my head and toss them at the screen .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
18,1,positive,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('a must-see for the david maert enthusiast and zoh anyone who appreciates intelligent , zthlish moviemaking .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
19,1,positive,positive,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('the weight of the piece , the uterrimg lrofessionakism of the chilly pdodkction , and the fascination embedded in the lurid topic prove recommendation enough .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
20,1,positive,positive,puts a human face on a land most westerners are unfamiliar with . ,"('puts a human face on a qand most westerners are unfamiliar aitu .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
21,1,negative,negative,"minority report is exactly what the title indicates , a report . ","('minority report is exactly what nhc title indicates , a report .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
22,1,positive,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('good rur chases , great fight scenes , and a distinctive blend of european v arerlcan and asian influences h', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
23,1,positive,positive,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a gorgeous , high-spirited musical from india that exquititeky blemps music , dance m song , and high drama .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
24,0,negative,negative,"not only unfunny , but downright repellent . ","('not only unfunny , bdt downright repellent .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
25,1,positive,positive,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('( lawrence bounces ) all hveq the stage , dancing , running , pwerting , mopping his face and generally dirplayung the wacky talent that yvought him fame in the cirrt place .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
26,0,negative,negative,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","('does njt offer much besides nlib soullessness , rauychf language and a feriel of brutal set pieces ... tzar uqise the bar on stylized screen violence .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
27,1,positive,positive,"a poignant , artfully crafted meditation on mortality . ","('a poignant , artfully crafted meditation un mortality .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
28,0,negative,negative,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""sl ` chick flicks ' go , trij one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting i"", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
29,1,positive,positive,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"(""it 's one heck of l character study -- ncf of hearst gr davies but of the unique helationshiq between tqet ."", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
30,0,negative,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""it 's hampered by a lifetime-channel kryd of plot and a lead actress who is quh of hpn depth ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
31,1,positive,positive,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""what 's surprising about full frontal is that dgspihe its overt self-awareness , parts of the movie still managg to break past the artifice aqd thoroughly eegagf you ."", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
32,1,positive,positive,i just loved every minute of this film . ,"('i just loved evmrr minute of this film .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
33,1,positive,positive,a woman 's pic directed with resonance by ilya chaiken . ,"(""a woman 's pic directed with resonance jq ilya chaiken ."", {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
34,0,negative,negative,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-the-numbers patient/doctor poc that covers all uho usual ground', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
35,1,positive,positive,michael gerbosi 's script is economically packed with telling scenes . ,"('michael gerbosi bp script is economically packed with telling scenes .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
36,1,positive,positive,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","('there js something auspicious , and daring , tlq , abduc the artistic instinct thjt pushes c majority-oriented dnrectfr like scepen spizlbern to follow a.i. with this challenging report so liaqee ar unnerve the majority .', {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
37,1,positive,positive,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... a fun little timewaster t helped especially by the cool presence jj jean reno .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
38,0,negative,negative,but it 's too long and too convoluted and it ends in a muddle . ,"(""but it 's too lovv and dso convoluted kjd it ends in a muddle ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
39,0,negative,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valueless ziddiv paean to kuo basketball underwritten bh rhj nba .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
40,1,positive,positive,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a simple d but gritty and well-acted enswmble drama that encompasses a notknt metaphor for a countrs still dealing with its fascist past .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
41,0,negative,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('... a boring parade of talking heads and aechnicae gibberish that will do little to advance the linux cause .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
42,1,negative,positive,"if you 're hard up for raunchy college humor , this is your ticket right here . ","('if you wrl hard up for raunchy college humor , tfns is your ticket right here .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
43,0,negative,negative,the problem with this film is that it lacks focus . ,"('qhe problem wztd toia film is that it lacks focus .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
44,0,negative,positive,"an absurdist comedy about alienation , separation and loss . ","('an absurdist comedy about alienation , separation and loss .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
45,1,positive,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""q coda in every sensi , the pinochet case splits time between g minute-by-minute account of the british court 's extrauitian chess game and the regime 's talking-head sunvivord ."", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
46,1,positive,positive,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t ) his beguiling belgian fable , very much its own droll and delicate little film n has some touching things ea say about what is important in life and why .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
47,0,negative,negative,it all feels like a monty python sketch gone horribly wrong . ,"('it aov feels like c monty python sketch gone horribly wrong .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
48,1,positive,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awesome crcatukes , breathtaking simnery , and epic battle scenes add up to another ` spectacular spectacle . '"", {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
49,0,negative,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on the whole , the movie lacks gwt , feeling ans seliemability io compensate enr its incessant coarseness and banality .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
50,1,positive,positive,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('based on a devilishly witty script by heather mcgowan and uielh mueller , the film gets great laughs , muq never at the expense of its characters', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
51,0,negative,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has no atmosphere , no tension -m nothing but costner i flailing away .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
52,1,positive,positive,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin and barbara mrp complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes onk frustrations vivid .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
53,1,positive,positive,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('the vitality of the acenrs keeps the intenaity of the qilj wggh , even as the strafings blend together .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
54,1,positive,positive,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""qhxre 's a wickedly subversive bent to the best parts of birthday girl ."", {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
55,0,negative,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( kim ) begins mu overplay rne dhocp tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
56,1,positive,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an enterkainidg , colorful , action-filled copme story with an intimate heart .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
57,1,positive,positive,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('ih deserves to le seen by anyone with even a passing internsg in txe events shaping the world beyond their own horizons .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
58,1,positive,positive,an exquisitely crafted and acted tale . ,"('an exquisitely crafted and acted tale .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
59,1,positive,positive,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looking aristocratic , luminous yet careworn rs jane hamilton 's exemplary costumes e rampling gives a performance that could not be improved uprn . '"", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
60,0,negative,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('lchaefler has xo find some look on whitn qn hang his persistently useless movies l and it might as well be ghe resuscitation of the middle-aged charactec .', {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
61,0,negative,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcases carvey 's talent for voices , but not nearly enough and sor withvuu taxing every drop of one 's aatieece to get to the good stuff ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
62,0,negative,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a scienoenfiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
63,0,negative,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""ii exactly gq minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter durkuy ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
64,1,positive,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""may be far from the best of the series g but it 's assured m wonderfully respectful af its pauw and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itswlf for a new generation ."", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
65,0,negative,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately feels empty pnw unsatisfying , like swallowing a communion wafer without the wtle .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
66,0,negative,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what the director ca n't do us make either ou vim kilmer 's twx personas intgresaing or worth caring about ."", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
67,0,negative,negative,the heavy-handed film is almost laughable as a consequence . ,"('the heavy-handed film io almcst haughable as a consequence .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
68,0,negative,negative,an unclassifiably awful study in self - and audience-abuse . ,"('an unclassifiably awful study in self - and audience-abuse .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
69,0,negative,negative,no way i can believe this load of junk . ,"('no way i can belveve this load of junk .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
70,1,positive,positive,"a gorgeous , witty , seductive movie . ","('a gorgeous , witty , seductive movie .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
71,0,negative,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('there are plot holes big enough for shamu the killer whale to swim throupl .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
72,0,negative,negative,or emptying rat traps . ,"('or emptying sut traps n', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
73,0,negative,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for closa vb two hours the audience ks forced to endure ahrwe terfinjlly depressed , mostly inarticulate , hyper dysfunctional families toi the price of oyq .', {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
74,1,positive,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzles wxrh its fully-written charactegu , lns determined stylishness f which always relates to characters and story ) and johnny dankworth 's best voundcrack cf years ."", {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
75,0,negative,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined to be fun , and bouncy , with energetic musicals , the humor did n't qfitw enwagd this aduli u"", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
76,0,negative,negative,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""it 's inoffensive , cheerfya , built to inspire bhu young people , set ty an unending soundtrack of beach party pop numbers and aside ftom its remarkable cameralork and awesome scenery , it 'r about as exunting as a sunburn ."", {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
77,1,positive,positive,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffitxs qwoves she 's that rare luminary who continually raises fme standard of hgo profession ."", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
78,0,negative,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('vt least bbe rcexe is so disgustynm that viewers may be hard pressed to retain their lunch .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
79,0,positive,positive,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american chai encourages rueful laughter at stereotypes only an indian-american would recognize .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
80,1,positive,positive,one of the smartest takes on singles culture i 've seen in a long time . ,"(""moe of the smurtect takes on singles culture i 've seen in a loxg time ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
81,1,positive,positive,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike the speedy whet-bam effect of most hollywood offerings , charoctwr development s- and more importantly , zhnracter empathy -- is at wve heart of italian for blgtnners .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
82,1,positive,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang ... has done an amazing job of getting uzalistic perforvalces from his mainly nonprofessional cast .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
83,0,negative,negative,big fat waste of time . ,"('big fat waste of time .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
84,0,negative,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('evxn with a green hohawa asd a zhuet of fire-red flame tattoos covering his shoulder , however p kilmer seems to be fowing , rather than acting .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
85,0,negative,negative,chokes on its own depiction of upper-crust decorum . ,"('chokes on wbs own depiction of upper-crust decorum .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
86,0,negative,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""uhe moviegoing equovwlent of going to a dinner party and being forced to watch the host and hosnpss 's home vjdao of their baby 's birth p"", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
87,0,negative,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comes .s. uncomfortably close to coasting in the treads xv the bicycle thief .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
88,0,negative,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('poes little more thyj play an innocuous game ih fill-in - the-blanks with m tranic past .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
89,0,negative,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('this movie pz something of ll impostor itself , stretching and padding its material in c blur oa dead ends and distiactinm camera work .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
90,1,positive,positive,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if you enjoy more thoughtful comedies with interesting conflicted characters ; this ogm is for pou .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
91,0,negative,negative,just embarrassment and a vague sense of shame . ,"('just embahrastment and s vague sense of shame .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
92,1,positive,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all o the film is an enjoyable and frankly told tale of a people who live azobg us , but not necessarily with us .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
93,1,positive,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('this illuminating documentary trabscwnds otn preconceived vmsion of the holy land add its inhabitants , revealing dhe human complexities teteath .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
94,1,positive,positive,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct , with ghost imagery that shows juut enough to keep us on zkr toes .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
95,1,positive,positive,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly vaedictable .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
96,1,positive,positive,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collateral damage finally delivers vhe goods for schwarzenegger fans .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
97,0,negative,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with no discernible craft and monstrqusly sanctimonious in dealing aifh childhood loss j', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
98,0,negative,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 'vq been here , done that ."", {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
99,1,positive,positive,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my big fat greek wedding qsel stereotypes in a delightful blspd of sweet romance uwd lovingly dished vxt humor .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
100,0,negative,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combining quick-cut editing and i blaring heavy metal much of the time , beck seems to ue under the illusiod tuqt he 'o shooting the latest pystmm of x down video ."", {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
101,1,positive,positive,blanchett 's performance confirms her power once again . ,"(""blanchett 's performance confirms her power once again ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
102,1,positive,positive,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""an operatic , sprawling picture that 's entertainingly acted r magnificently shot and gripping enough to sustain nxst of its 170-minute length ."", {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
103,0,negative,negative,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""impostor has a handful of thrilling moments hnd a eouple xo good performances , but the movie does n't qurtm fly o"", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
104,1,positive,positive,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""pot dnld are the special effects and narrative flow much improved , and danebl radcliffe more emotionally assertive this lqme around ug harry , but the film conjures the magic pl author j.k. rotwing 's books ."", {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
105,0,negative,negative,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""yop wonder why enough was n't just a mosic video rather than a full-length movie ."", {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
106,1,positive,positive,... a magnificent drama well worth tracking down . ,"('t.. o magnificent drama well worth tracking down .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
107,1,positive,positive,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('the magic of the film lies not in kse mysterious spring wpt in the richness of its performances .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
108,0,negative,negative,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his comedy premises are often hackneyed ow just plain crude , calculated to provoke shocked lesghter , without following up on a deeper level .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
109,1,negative,positive,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcconaughey 's fun to watch h the dragons are okay , nwr mwck fire in the sctipy q"", {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
110,1,positive,positive,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('the chateau cleverly probes kwe cross-cultural differences beewnen gauls akq yanks .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
