id,label,result_original,result_attacked,original_text,attacked_text
12,0,done in other file,negative,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","(""t 's not original , and , robe f the element o surprise , it es n't have any ge augs n its story of irrespoible cops who love to la pank ."", {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
13,1,done in other file,negative,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","('a swashbuckling tale of love , beraya , rvege d abe all , aih .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
14,1,done in other file,positive,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","(""n interesting story with a pertiet ( cinematically unique ) message , td fairly well and scored to perfection , i fun msef struggling t u my finger on that elusive `` mssin thing . '"", {'total_alterations': 15, 'delete': 15, 'replace': 0, 'insert': 0})"
15,0,done in other file,negative,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","('the man rm elysian fields is a cold , blss-les work that groans along thinkn itself sm impotan cment on how life tows us some beguiling curves .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
16,0,done in other file,negative,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","('perceptive in its visi of nascent iustrialized world politics s a n art form , u far too clunky , didctc a saddled with scenes ht se simply an ill i for this mov .', {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
17,0,done in other file,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('it made me want to wrench my ey out f my head and toss them at e sree .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
18,1,done in other file,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('a must-see for the david met enthusiast and for anyone who appreciates intelient , stylish moviemakn .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
19,1,done in other file,negative,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('the weight of the piece , the uerrig professionalism of the chilly production , and the fascination embedded i the lurid toc roe recommendation enou .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
20,1,done in other file,negative,puts a human face on a land most westerners are unfamiliar with . ,"('puts a hum face n a land ot westerners are nfamilir wi .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
21,1,done in other file,negative,"minority report is exactly what the title indicates , a report . ","('minority report is xctly what t title ndiates , a report .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
22,1,done in other file,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('good c chases , great fig scenes , a a distinctive blend of european , american and sia influences .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
23,1,done in other file,positive,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a rgeous , high-spirited musical ro india ta exquisitely blends music , dance , og , and high daa .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
24,0,done in other file,negative,"not only unfunny , but downright repellent . ","('t on unfunny , but downright reelent .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
25,1,done in other file,positive,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('( lawrence bounces ) all over the stage , dancing , rning , swetig , mopping his face and geerlly displaying the acy talent ta brought him fame in t fis ace .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
26,0,done in other file,negative,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","(""does n't ffr much besides gi soullessness , aunhy language a a seie of bral s pieces ... ha rie the bar on stylized screen violence ."", {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
27,1,done in other file,positive,"a poignant , artfully crafted meditation on mortality . ","('a ponant , arfuly crfed medtaton on mortality .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
28,0,done in other file,negative,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""s ` chick flicks ' g , this n is prty miserable , resorting to strin-pullig rthr than leiimate character deelpment and intelligent ltting ."", {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
29,1,done in other file,positive,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"(""it 's one heck of a chaactr study -- not of hers or davies but o e unie relatnship between tm ."", {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
30,0,done in other file,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""i 's hamerd by a lifetime-channel kind of plot and a lead ctess who is out of her depth ."", {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
31,1,done in other file,positive,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""what ' surpisig about full ontal s that despite its overt sef-awareess , parts of the moe stl manage t break past the artifice and thoroughly engage you ."", {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
32,1,done in other file,positive,i just loved every minute of this film . ,"('i ju loved every minute of this fi .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
33,1,done in other file,positive,a woman 's pic directed with resonance by ilya chaiken . ,"(""a woman 's c directed with resnace by la chaiken ."", {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
34,0,done in other file,negative,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-the-numbers patient/doctor i ta covers l e usual ground', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
35,1,done in other file,positive,michael gerbosi 's script is economically packed with telling scenes . ,"('michael gerbosi s scrp is coomically packed th telling scenes .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
36,1,done in other file,negative,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","('there s something auspicious , and drig , too , about the artsic instinct ha uses a majority-oriented drecto lk steven spielberg to follow a.i. with this challenging rept s lial to unnerve the majority .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
37,1,done in other file,positive,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... a fun ltle timewaster , help espcilly y e ol presence of jean reno .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
38,0,done in other file,negative,but it 's too long and too convoluted and it ends in a muddle . ,"(""b it 's too long and too convoluted n t ds i a mdde ."", {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
39,0,done in other file,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valueless kiddie aen to pro basketball underwritten b h nba .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
40,1,done in other file,positive,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a simple , but gritty and wel-cted ensemble drama that encompass a potn metpor r a country still ealng wi s fascist pa .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
41,0,done in other file,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('... a boin parade of talking heads and technical gibberish that will do litl o advae the linux cause .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
42,1,done in other file,negative,"if you 're hard up for raunchy college humor , this is your ticket right here . ","('i you r hard up r raunchy ollge umo , this is your ticket right er .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
43,0,done in other file,negative,the problem with this film is that it lacks focus . ,"('the problem wi this fl s that t lacks focus .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
44,0,done in other file,negative,"an absurdist comedy about alienation , separation and loss . ","('an absurdist comedy about alienation , separation and os .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
45,1,done in other file,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""a coda n eve sense , the pinochet ae slit time btwen a minute-by-minute acout of e briti court 's exadition ces game and the regime 's talking-head urivors ."", {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
46,1,done in other file,positive,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t ) his begilin elian fle , er much s o dol and delicate little film , a some toucig things t say about wt i imporan in life d why .', {'total_alterations': 26, 'delete': 26, 'replace': 0, 'insert': 0})"
47,0,done in other file,negative,it all feels like a monty python sketch gone horribly wrong . ,"('it all feels like a monty ythn etch gone orribl won .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
48,1,done in other file,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""aesom creatures , breathtaking scenery , and epic bate scenes d u t anher ` spectacular spectacle . '"", {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
49,0,done in other file,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on t whole , the movie lacks wit , feeling n believability o compensate f s incessant coarseness and banality .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
50,1,done in other file,positive,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('bae on a devlishy wiy script by hathe mcgowan and niels mueller , the film ts great laughs , but nee at the expense of s caracter', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
51,0,done in other file,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has no atosphee , o tenin -- nothing but cster , flailing wy .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
52,1,done in other file,positive,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin d barbara are mplex charters - somtmes tender , sometimes angry -- and the delicate prformance by sn wollter and veka seldahl make eir pes a frustrations vii .', {'total_alterations': 23, 'delete': 23, 'replace': 0, 'insert': 0})"
53,1,done in other file,positive,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('the vitality o the actors keeps the intnity f t film high , ve as the safings ble together .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
54,1,done in other file,positive,there 's a wickedly subversive bent to the best parts of birthday girl . ,"('the s a wickedly subversive bent to the best pat of birthday girl .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
55,0,done in other file,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( kim ) egns to overpl the shock tactics and bait-and-tackle metphrs , y may decide it ' o high a price to pay for a shimmering ictur postcard ."", {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
56,1,done in other file,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an entertaining , colorful , action-filled crime ory wi an intimate heart .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
57,1,done in other file,positive,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('it serves to e seen by anyo it even a passing intere i the events shain the wld beyond hir w horizons .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
58,1,done in other file,negative,an exquisitely crafted and acted tale . ,"('a exuistely crfte a ctd le .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
59,1,done in other file,positive,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looking arisocratc , luminous yet careworn i jane hamilton s exemplary cotmes , rmling gives a performance that could not be improved on . '"", {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
60,0,done in other file,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('scaeffr has to find some ho on hic o hang h persistently useless oies , n it might as well be the resuscitation o the middle-aged character .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
61,0,done in other file,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcases carvey s talent for voices , u not nearly enug and not without taxing every ro of one ' paiece to g to the od stuff ."", {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
62,0,done in other file,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a science-fiction astich so lacki in originality th if you stripped away its inspirations there oul e precious litt left .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
63,0,done in other file,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""in xctly 8 minutes , mt of which passed a slowly s if i 'd been sitting naked on an igloo , forul 51 sn from quirky to jerky o utter turkey ."", {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
64,1,done in other file,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""may be a from the be of the series , but it 's assue , wondfully rspectfu of its pa and thrilling ough to ae it abundantly clear that this mie phenomenon has once again einvened itself for a n generation ."", {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
65,0,done in other file,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately feels empty d unsatisfying , like salloing a communion afe without t wine .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
66,0,done in other file,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what t director c ' do is ke eter of v kime 's two personas interesting r oth caring about ."", {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
67,0,done in other file,negative,the heavy-handed film is almost laughable as a consequence . ,"('h heavy-handed film is alot laughable a a consequence .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
68,0,done in other file,negative,an unclassifiably awful study in self - and audience-abuse . ,"('an nclssifiably aul study in self - a audience-abuse .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
69,0,done in other file,negative,no way i can believe this load of junk . ,"('no way i can believe this load f junk .', {'total_alterations': 1, 'delete': 1, 'replace': 0, 'insert': 0})"
70,1,done in other file,positive,"a gorgeous , witty , seductive movie . ","('a gorgos , witty , sdutive mvi .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
71,0,done in other file,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('there e plot ols big enog for shamu the killer whale o swim through .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
72,0,done in other file,negative,or emptying rat traps . ,"('r emptying rat traps .', {'total_alterations': 1, 'delete': 1, 'replace': 0, 'insert': 0})"
73,0,done in other file,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for close t w hours e audene is focd t endure three terminally depressed , mostly naticulate , hyper dysfunctional families for e ice of e .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
74,1,done in other file,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzles with its fulywritten characters , its determined stylishness ( hch always reate to chaactrs and story ) n jony dankworth 's best soundtrack n years ."", {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
75,0,done in other file,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined to be u , a bonc , with energetic muicls , the hur did n't quite engage this adult ."", {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
76,0,done in other file,negative,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""t 's inoffensive , cheerful , built to inspire the yug pope , t to a unending sundtack f beach party pop numbers n aside from i remarkable camerawork and awesome scenery , i 's about a exciting as a sunburn ."", {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
77,1,done in other file,positive,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""giffits proves she ' th rare luminary who continually rass the standard of h profession ."", {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
78,0,done in other file,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at least one sce is so disgusting th iwers may be ad preed t retain their lunch .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
79,0,done in other file,positive,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american ch encourages rueful aughte at stereotypes only an inian-ameican would recognize .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
80,1,done in other file,positive,one of the smartest takes on singles culture i 've seen in a long time . ,"(""e o the smatst tak on siles cltur i 've seen n a long time ."", {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
81,1,done in other file,positive,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike h spey wham-b effect o most hollywood offerings , charact devlopmet - and more importaly , chrcter empathy - is t the heart of italian o beginners .', {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
82,1,done in other file,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang ... has done a amazing b f getng realistic performances rm his mainly oprofessional cast .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
83,0,done in other file,negative,big fat waste of time . ,"('g fat waste of ie .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
84,0,done in other file,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even with a green moak d a sheet f fre-re fla tattoos covering his shoulder , however , kilmer ees o be pong , rather ha ctin .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
85,0,done in other file,negative,chokes on its own depiction of upper-crust decorum . ,"('chokes n its own depiction f upper-crust decou .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
86,0,done in other file,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""the ovigoing equivalent of going to a dnne party and being forc o watch the ho and otess s he deo o hei bb 's birth ."", {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
87,0,done in other file,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comes . uncomfortably close to coatng in the treads f the icyle thief .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
88,0,done in other file,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does little oe than pa an innocuous game of fill-in - the-blanks with a tragic past .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
89,0,done in other file,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('this mie s somthig of an impostor itself , stretching a padding its material in a lr of da ends and distracting camera work .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
90,1,done in other file,positive,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if you enjoy oe thoughtful comedies with interesting conflict characters ; this one i for you .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
91,0,done in other file,negative,just embarrassment and a vague sense of shame . ,"('just embarrassment and a vague sense of shame .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
92,1,done in other file,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('alin-all , t im is an enjoyable and frankly tl tale f a popl who live among us , b o necessarily wi us .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
93,1,done in other file,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('this illumiting documentary transcends our preconceived vision of the holy land and t inhabitants , reeaing the uma omplexiies beath .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
94,1,done in other file,positive,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and drct , with ghost imagr ta ows just enough to keep us o our toes .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
95,1,done in other file,positive,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance with intllectal underpinnings , t kd of moe that entertains en as t trs maddenngl predictable .', {'total_alterations': 15, 'delete': 15, 'replace': 0, 'insert': 0})"
96,1,done in other file,positive,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collateral damage fnaly delivs the goods for schwarzenegger fans .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
97,0,done in other file,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('ad with no discernible rft and monstroul sanctimonious in dealing wi childhood loss .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
98,0,done in other file,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all the mpedup tn hawk-style tuts and thrashing rp-mtal ca t disguise the ac ta , really , e 've been hr , done that ."", {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
99,1,done in other file,positive,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my g fat greek wedng uses serotypes in a delightful blend of sweet romance a lovingly ishe out humor .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
100,0,done in other file,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","('combining quick-t ditng d a blaring heavy metal much of the ti , beck seems t e uer the illusion th he s shooting the atst yste o a down veo .', {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
101,1,done in other file,positive,blanchett 's performance confirms her power once again . ,"(""blanchett 's erfrmance cfirms her power on again ."", {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
102,1,done in other file,positive,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""n pratic , sprawling picture that 's entertainingly acted , magnifcntly shot and gripping nogh to sstai st f its 170-mite length ."", {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
103,0,done in other file,negative,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""imptor has a handful of thrilling moments and a couple of od perfrances , t h movie does n't qte fly ."", {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
104,1,done in other file,positive,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""not ol are e secil efecs a nrrativ lw ch improved , d daniel radcliffe mo emotially asertve this time aoud as harry , but the film conjures e gic o author jk rowling 's books ."", {'total_alterations': 33, 'delete': 33, 'replace': 0, 'insert': 0})"
105,0,done in other file,negative,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""u wonder why eouh was n't just a mui video rather than a full-lenh movie ."", {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
106,1,done in other file,positive,... a magnificent drama well worth tracking down . ,"('. a magnificent drama well wrh tacing down .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
107,1,done in other file,positive,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('the magic of the im li not n t ysterous spring but in the richness of i performances .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
108,0,done in other file,negative,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his comedy remiss r fte hackneyed r st plain rue , clcuated to provoke shocked laughe , wthou fllowig up on a deeper level .', {'total_alterations': 19, 'delete': 19, 'replace': 0, 'insert': 0})"
109,1,done in other file,positive,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcconaughey 's fun to watch , the dragons are okay , n uc ie in the scip ."", {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
110,1,done in other file,negative,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('h chateau clevel probes the ross-cutural differences between gul and yanks .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
