id,label,result_original,result_attacked,original_text,attacked_text
16,0,done in other file,negative,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptpve in its viion ozf nascent induustrialized world politics accs w new arh orm ,o bt far too cluwkoy tq didactic and saddled with scenes ehat seem simply i ill t for this movie t"
17,0,done in other file,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,it matde me wannt to wrench my eyes pt of my head and toss them a tfe screen c
18,1,done in other file,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","h must-iee for uhe davwij mamet enthusiast anrd for anyone wo appreciutes intelligent , sqyilish moviemakn vp."
19,1,done in other file,positive,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weiht of tae pcecq , the unerring professionaliksm of tshe chilly producion , akd tqkhe fascination embeddoed oen kthe lurid topkice promve recommendtiocn enough j"
20,1,done in other file,negative,puts a human face on a land most westerners are unfamiliar with . ,uts y human face oe a land most westerners are unfxamilriar itfh .
21,1,done in other file,negative,"minority report is exactly what the title indicates , a report . ","minority report s exacvly wchat the title indicatesj , p reot ."
22,1,done in other file,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",tooid car chases  jrat fight sceneyp h and a digstinctive blend of europeajn  ameryican and asian inflences .
23,1,done in other file,positive,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a gorgpeous i, high-spairited musvicqal from india thaw exquisitell elends muscic , dancle , song ,x aind hih drama .t"
24,0,done in other file,negative,"not only unfunny , but downright repellent . ","not oly upnfunny v, but downrigt repebllenn ."
25,1,done in other file,positive,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","( larece bounoces dn al oer tce stage , idancingi , runnin , swekting , fopcping hi face and generally displayinq the wacky talenl that brought hic fame in he fiqst place ."
26,0,done in other file,negative,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","does n'lt offer mezch besires glib sounlessness t, raunkchy languade anen a series ox brutal set pieces .s that raise the lbar on stylizd screen violencex f"
27,1,done in other file,positive,"a poignant , artfully crafted meditation on mortality . ",a poimgnnt  artfully cbrafted meitation l mortality .
28,0,done in other file,negative,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","as ` chick flfcs ' o , this one s pretty miserable q, resortjg tso steringipulling haher thcan legitimate character development and intelligent loyting "
29,1,done in other file,positive,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,it ' te heck f a character study -q not f hearst or davies butv oz tle unique relationskip betwee tdhm .
30,0,done in other file,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's habperd bwy a lifetime-channel kind oqf plot avd a lead actress who is out ol oher detth 
31,1,done in other file,positive,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",wgat os surprising about full frontal is tchat despite qit ovegrt self-awareness  parts of the movie stel majage jtco breelak pastc the artifice anqh thoroughly engazge you v
32,1,done in other file,positive,i just loved every minute of this film . ,r justd loved eivery minute of thif fiym .
33,1,done in other file,negative,a woman 's pic directed with resonance by ilya chaiken . , woman 's pic dieceed with resnahnce nby ilya chaiken .
34,0,done in other file,negative,a by-the-numbers patient/doctor pic that covers all the usual ground , by-the-numbers patiento/doctor ic thawt cbovers al the usuaql round
35,1,done in other file,negative,michael gerbosi 's script is economically packed with telling scenes . ,micbael gerbosit 's script ih economiclly packed with tellrg qenes i
36,1,done in other file,positive,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there ls ksojmething auspicous , nad daring , too ,l atbout wtde artistic instinct that pushelds a majority-oriented director likf steven spielrg uio follov tapi. with this challengingo eport uo liable tz unnerve the mayority ."
37,1,done in other file,positive,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","... a fuvn ttle timewaster , helped especially tby theg cool preshncer of jean rene i"
38,0,done in other file,negative,but it 's too long and too convoluted and it ends in a muddle . ,but it 's tzoo lwong and too convolutd and tt ends inf d muddle 
39,0,done in other file,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,a valueless kiyddice paean tgo plro basketbqacll underwrilten by the nba .
40,1,done in other file,positive,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","u csimuple , but grity aod wekl-atcted ensemble drama thaj encompasses a poent metaphor o a cohnsry still dealing with tes fascist pat .s"
41,0,done in other file,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,... a boriong parade of talkong beads knd technical gibberijhn that mibll o litle to advancea the inux cyause .
42,1,done in other file,positive,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if yu 're ard u fox raunchy college humor , this tis yorr ticket right htre b"
43,0,done in other file,negative,the problem with this film is that it lacks focus . ,qhe problem with this filw ns that t lacks cus .
44,0,done in other file,negative,"an absurdist comedy about alienation , separation and loss . ","ang absurdist comedy bot alienation , sepratixn and oos .e"
45,1,done in other file,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",a cuda in every sens p the pinocht cjs lsplits time betweex a minute-by-minute account  the brditish court h's extrdition chess gapme and tte egime 's talking-head surviyvors x
46,1,done in other file,positive,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","w t n) his beguiling brlgian fjble , very much its mown drol and delicate little xfilm , jhas some touching thigvs to say about what is important ijn ifeq nd qwh ."
47,0,done in other file,negative,it all feels like a monty python sketch gone horribly wrong . ,it all feels ike a montp python skec gyone horibly wrwng .
48,1,done in other file,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","awesoma creatures cb breathtaking scenery , nnd epicz battle syenes add upb to another `xe spectacuar rpewtacle . k"
49,0,done in other file,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","ovn hw wholer  tade movqie lacky iit , feeling and believability tm compensate for its incessant coarsehess and hbanality .l"
50,1,done in other file,positive,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based onv ac devilishly witty scrhipt by hethser mcgotn and niels mueller yw tmme film gets great lbaughs , buht nevepr at the expense o rts characters"
51,0,done in other file,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",drazgonfly hasy no atmomjphere o no tension -j nothing but costner  flapling away m
52,1,done in other file,positive,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","marti vaned barbara are compex characters -- sometime teadsr , somtimes ngry -- and thu delicie performancnes qy saven wollter and vivveka seldahl mxke theiru hdxpes wd frustrations vivid "
53,1,done in other file,positive,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",pthee vitarlity f hthe actors keeps thei intensity ozf the film high b evsn js the strafings blend tokether .
54,1,done in other file,negative,there 's a wickedly subversive bent to the best parts of birthday girl . ,there 's a wicketdly subversive bn to the bzsft parvts of birthdayx girhy .
55,0,done in other file,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",once ( i  begns t overplay the fhock tactics and bait-and-tackle mxtaphors  ydn maiy decde i 's too high c price to wa for a shimnering picsture postcard 
56,1,done in other file,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","an entertaining j colorful ,l actionu-filled crime story with a intimate herst "
57,1,done in other file,positive,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,iwt deserwves tvo sbe seen by anwone wfh even a passing interest ir the evesnts shping the dorl beyond their owu horizzns c
58,1,done in other file,positive,an exquisitely crafted and acted tale . ,an exquisitely craftd ny acteh tlle .
59,1,done in other file,negative,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",lonking aristocratic a luminoukf yet careworn ip jkne hsamiltqon 's exxmplary cosume u ramgling gives a performance thah could lots b xmproved upon . '
60,0,done in other file,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schmeffer has to fyd som ookr on which t hang hs persistenftly useuess movies , apd sv mihtf s wel be the resuscitation of the middble-aged chartacter ."
61,0,done in other file,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",it shwowcases carvey 's talenn for xvoicres  kut not nearly oenough and not without taxing everyd drrop of ne 's patience t get to the gjord stuiffz .
62,0,done in other file,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,a science-fition pastwchue so laukfing in oripginality that  you stsippped awakm its iuspirations terg wouldy be precious littl left .
63,0,done in other file,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","nin exactly 89 minutes , dgmost f which pmsse sg suowl as if i 'a beyn sittig naked on nan igeoo , formula 51 suakk from quirky to jerky to utte turkey ."
64,1,done in other file,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may bej far from thl bst of khe series s but it 's ssuged , wnderfully respectfuul of its past and thrilling enough y maken n abundantly lea that this amovie pqenomenon has onfe again reinvented itself fr  new generationv "
65,0,done in other file,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",ultimatelf feyels empty mad unsatisfying i lbike swallowing ah communion wafer aithout the wie h
66,0,done in other file,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,wht the director a n't do isy mak ether oo val kilyer 'sj ewo personas interesting oo worth caring about k.
67,0,done in other file,negative,the heavy-handed film is almost laughable as a consequence . ,the heavy-haeded fild s alost laugable h a consequence .
68,0,done in other file,negative,an unclassifiably awful study in self - and audience-abuse . ,a unclassifiaby aful study int velf - n audience-abuge .
69,0,done in other file,negative,no way i can believe this load of junk . ,ro wday i can blieve this load of jun .
70,1,done in other file,positive,"a gorgeous , witty , seductive movie . ","a gorgeou d witty a, sseductive movie ."
71,0,done in other file,negative,there are plot holes big enough for shamu the killer whale to swim through . ,fthfre re plot holes ib eough fo shamu the kuller whale to swim through p
72,0,done in other file,negative,or emptying rat traps . ,or mmptying rlt traps i
73,0,done in other file,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","kosr cloqe o wo hours th audience s forceb o endurek tfwhree terminally depressed , mostly inarticulate , hper dyfunctional families for qthe price sof fne .r"
74,1,done in other file,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",dazleys witf its fully-written characters w its determined stylishness  wlhichh alwas relates tl characters and story z fn johnny dankwore ko betz sofundtrackp in ears 
75,0,done in other file,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","determined tc be un , and bouncy , with eeretic muscals , he umori id n't quite kengage this aduwlt ."
76,0,done in other file,negative,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","its 's inoffensive ,r cheerful r bult to inspire th young people t, bst to an uenhing soyndtrack oft each partoy pop numbmers and asibe frcm its remarkble caerawork and wpsome scenery d nit rs about ars edxciting as a sunburn l"
77,1,done in other file,positive,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,griffiths proves he e's that rr luminary wo kcontinually raiyes te standard o hebr profession b
78,0,done in other file,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,t lieat oe slcene is hso disgusting thuat viewers may be hardm pressed to retain tpeir luncs i
79,0,done in other file,negative,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,american chi encourages reful laugtser otk stereotypea otnly aj indian-amwerican ould recognmze 
80,1,done in other file,positive,one of the smartest takes on singles culture i 've seen in a long time . ,one ofm the smarxest takes oun singlhs culture i 'jve useen in s long time .nl
81,1,done in other file,positive,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlike pthe skedy wham-bam efnfect of kmost hollyjwood oferings p chyaracter development -- nn more rmportantly , character empathyze -- i t the heazrt taof italian for beginnerjs "
82,1,done in other file,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zang v.i has bond l mazin jbq of ggtting realistxic performances from his mainly nonprofessional cast n
83,0,done in other file,negative,big fat waste of time . ,big fat waste ot timde j.
84,0,done in other file,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",even with xa gregen mohawk and a sheet ff fire-red flame tattxonos covering his shoulder a hjowever w kilmer sems t e pbsing a rather than alteng k
85,0,done in other file,negative,chokes on its own depiction of upper-crust decorum . ,chokes oi fits own depiction pf upder-czrust decorumf .
86,0,done in other file,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,the moiegoing equivhalent pf gointg to a dinmekr party and qbeing forcem to watch tce pos antf hostess 's home vide of their baby 'ss birth 
87,0,done in other file,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,comes .. uncomfortably clse to coasting n thbe treapdv of the micycoe thief k
88,0,done in other file,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,does litslev more an qplay an innwcuus game of fiwl-in  the-blanks with a tragqc pas .
89,0,done in other file,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","this movie is sometqinpg o an impovtor itself , stretching andz pawdding itw materialdj in wa blur owf daw ends aqnd distracting cawera wgork "
90,1,done in other file,positive,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,tvf od enjoy more thoughtful comediesd wjith interestminj conflicted chbaractrs ; this onk is oyr you .
91,0,done in other file,negative,just embarrassment and a vague sense of shame . ,justv embarrassment ad a vace sense o shame 
92,1,done in other file,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","allvin-all ,m tyhe fiah is nn enjoyable ankd frankly told tale o a people who live jmqong lsa , but no necessarily wth us ."
93,1,done in other file,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",tdis illuinatig documentary transcendc o prxconceived visiox of tue hoyy and jand mtus ixhabitants p revealing the hman cmplexities beneath .d
94,1,done in other file,positive,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting andu direct , with ghos imagegr hat sow just enougu to jeep use on our toes "
95,1,done in other file,positive,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . "," pleasanu senoughe romace wyth intellectual underpinnings y, the ind oow movrfie vhat entertains even as it urns maddeningg predictable e"
96,1,done in other file,positive,collateral damage finally delivers the goods for schwarzenegger fans . ,colladteal damage finavlyl dlivrs the goods for schwarzeneggerb fnms .
97,0,done in other file,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made with o discernible cqaff and monstpously sanctimonious en dealing qwth chilxdhod qoss .
98,0,done in other file,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","all bth amped-u tony hatwk-style suns anv thrashing rap-metal ca n't disguise he fact that t realsly , w 've hben hxrt , done that ."
99,1,done in other file,positive,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,my big fat greek weddin uses tereotypes jin a delightful blend o swned rfomabce and zlovingla diszed cut humoa .i
100,0,done in other file,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","ciopmbining quick-cut editting an a blaring heavy metal xmuch of thhe tima ,g bezf sdemb to b under ythe illusixn that he 's shootiyi thet latmst system o a down video ."
101,1,done in other file,positive,blanchett 's performance confirms her power once again . ,blanchtt 's performance ccnfirss zer pohwer once again q
102,1,done in other file,positive,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",ahn operatic p srawling picture tphat s entertaininegoly ated  magnificeitly shot vnd grippingr enoupgh o sustwain most of its 170-minute lentgah 
103,0,done in other file,negative,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",impstorb has a handfulk of thrilling moments and  couple of good perfolmances  but qtpe mvie does n't qpuite fly .
104,1,done in other file,positive,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","not onvy are the special effects and narrative flxow funch imkrved d anu daniel radcliffe more emotionally assertivne thisu time around a harr ,oo bu te izm conjures the magic oof autchr j.k. rowling ' bolks c"
105,0,done in other file,negative,you wonder why enough was n't just a music video rather than a full-length movie . ,you woner y enogh was n' just a music vedeo rather thpan  full-length movii .
106,1,done in other file,positive,... a magnificent drama well worth tracking down . ,... a magnificent drama wel wort tracling oown 
107,1,done in other file,positive,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,they magic q tho film lies not in tgh rysterious spring bu iin whe richness o its perforgmances .
108,0,done in other file,negative,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",his comedy prbemises are oten hackneyed or gjust rplain crue l calculated yto provoke kqshocked laugter  ithout following up onr afm deeer evel .
109,1,done in other file,negative,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","mcconaughey s fyn to watch , tuhe ragons aze kay , not much fre in tlhe script p."
110,1,done in other file,negative,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,the chateau cleverly pros tcha crosbs-ultural differences betwreen gals and yanxkf r
111,1,done in other file,positive,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","y psychological thriller bit a genuinely soyky aremise and an abovedaverage cast , actor bill paxton  dirqting deut s o creewym slice olf gothic rurail ambricana ."
112,1,done in other file,negative,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","moaody e heartbreaking , and filmmnd in a natural k, unfmrced stymle that makxes its characters sdem entirlely convincing evkn when id script i nori ."
113,0,done in other file,negative,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","delivebs the salmfe old same old , tartedt shp wrt latin flava xnd yurned out byw hollywood playas t."
114,0,done in other file,negative,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","this piece of channel p grade trash i , quite fdrankly , r inslt to rhe intelligence of th hrueh genre enthusoiast "
115,1,done in other file,positive,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in  way  dthe filmz feel lie a breat of fresh air , bbt only to those that allow i il ."
116,1,done in other file,positive,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","onq f thvse energettic surprises , a original hat pleass almost jeveryone wo sees it w"
117,0,done in other file,negative,like you could n't smell this turkey rotting from miles away . ,lihke you could n'kt smmel thuis turkey ratting bfom miles away .
118,1,done in other file,positive,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","featurning a dfngerously eductive perforance from thr reat daniel auteuiu x, ` sade u'' covers the samweu period a kautmann 'p j` quilels ' withi more unsettlingly realistic results k"
119,0,done in other file,negative,"if the first men in black was money , the second is small change . ","if te first yen in black wasx mney , the second is small cnangk "
120,0,done in other file,negative,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,t seems to he toe film is about the ajt qf ripping people off withotc ever lettibg ghem consciouslyr knowe you have dwne o
121,1,done in other file,positive,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","or this tricky topic  tadboe i ver much e step in the rigt dtrection , witht its bflend b frankness , civilcty and compasion "
122,1,done in other file,positive,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ","there is l ffkbric of complbex ideas here , bnw feelings hat profourndly deepeg them ."
123,0,done in other file,negative,has all the depth of a wading pool . ,ha all the depth oi a wading pool .e
124,0,done in other file,negative,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ","xoo oftez , the viewer wis ntn reacting to humor fop much as they are wipncing dack in repugnance p"
125,0,done in other file,negative,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ","i dso n't mind avikg my heartstrings pulled , buwt gco n't seat me likxe a fool ."
126,1,done in other file,negative,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ","g study in shades o grayj , offeroing itself up in subtle ot manqeuvers .."
127,0,done in other file,negative,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",a broad  melodramatic ekstrogvn opra that qas pretty toxicg in its oan righvt .
128,1,done in other file,positive,"a gripping movie , played with performances that are all understated and touching . ","a grping movie , playd wieh perforancs dthat are all understated afnd touching ."
129,1,done in other file,positive,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ","the vivid lead performfncez sustain interest yand emtpathy ,f bqus zhoe journe is ar zoe interesing than the fintl destination .p"
130,1,done in other file,positive,my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake . ,my wife ik ak acmress i any utterly charming french comedy that fels sr american cn sensibility a style gt v's virtsualy ict own hollywood renmake .z
131,0,done in other file,negative,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",evem dance becomes about leduction r where backstabbing and betnrayals are cejlebrated v acndn sex is currency wd.
132,1,done in other file,positive,the story and structure are well-honed . ,the story and strwucture sr well-honed h
133,1,done in other file,positive,a strangely compelling and brilliantly acted psychological drama . ,s strangelzy compelling anv brillrantly acjed psychological esdrama o
134,1,done in other file,positive,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ","this iz  storx oz w misfits who xd n'bt stand a chance alone , bu together they are magnifient s"
135,0,done in other file,negative,it 's not the ultimate depression-era gangster movie . ,bt 's noy the ultimate depression-era gangste mopie 
136,1,done in other file,positive,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ","..  story wl have n't seen ogn ho big skcreen before d, and it ' a tory that wke as ameqicans , and hxuman beings  should know n"
137,1,done in other file,positive,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ","gives you the stbadgy muyse mof life in a beautigul ciyty vieed through the eyes of f charaicter who , in spibte of tragic los anw increasing decrepitude e knows i hxs bones that hce is one of thd luckiesw lmen vlive d.o"
138,1,done in other file,positive,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion . ","pa bigu ,p gorgeou c, sprawling wasbuckler that delivers its iversions ix grwndw , buncoumplicated fashion ."
139,0,done in other file,negative,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",a..b designed dto pskovide w mznx okf samiles and tears  `h crossroads '' instead procokes a handful f unintentional howlerf and numerouws yawns .
140,0,done in other file,negative,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ","a vy long movifq , dulql in stritche , rih entirelb too much focus on uval prefaration and igloo constructfion ."
141,1,done in other file,positive,"this is a good script , good dialogue , funny even for adults . ","this   gohod script , god nialogue , funny even fok adults "
142,0,done in other file,negative,"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ",thereh is very little dred cr apprehension  nd thougt i like the cregepy idhas  ohey are nnit executed with anything meore nthn perfunctory skill .
143,1,done in other file,positive,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,worth watcilg fq dont jie rs performance -- and fr the ua it documents af culture in the othroes of rapid chnge kz.
144,0,done in other file,negative,it 's everything you do n't go to the movies for . ,i 's everything yop di n't go po the movies for yl.
145,1,done in other file,positive,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ","the lion kng as o oaring succeas when it wfr releaped eight years ago  but os imax io seems better , oj jugt bigger ."
146,1,done in other file,positive,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ","a fitfully amusing romp traf f, if nohing else  wil appelb oto fans of malcolm in the midkle anfd itsj pubescent str , frzankie munz ."
147,1,done in other file,positive,"a delectable and intriguing thriller filled with surprises , read my lips is an original . "," delsctable andg eintriuing thriller filled with skrpgrises , read my lip il an original "
148,1,done in other file,positive,"it is amusing , and that 's all it needs to be . ","it is amusinx , and that s all i needs to bje ."
