id,label,result_original,result_attacked,original_text,attacked_text
17,0,done in other file,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('it aqe gg nt to wxrenc oh elye out of gqy head ar toss them to the nsoreen mh', {'total_alterations': 24, 'delete': 7, 'replace': 11, 'insert': 6})"
18,1,done in other file,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('z muyst-stee r tjhed pavi mamet entwusast an mfor anyone wizo appreciatx intelligent uw sylsh movemjaking i', {'total_alterations': 28, 'delete': 11, 'replace': 7, 'insert': 10})"
19,1,done in other file,positive,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('zthe weighokt of thic riece f the uneirng professionalism of tael cibly production l nk the facinarion embewddegd in hc lurid topic prove recommendation enough d.', {'total_alterations': 28, 'delete': 6, 'replace': 13, 'insert': 9})"
20,1,done in other file,negative,puts a human face on a land most westerners are unfamiliar with . ,"('puts a hurzn face jox os lynd most dwesferners alrej unfamiliar qieh .', {'total_alterations': 14, 'delete': 0, 'replace': 9, 'insert': 5})"
21,1,done in other file,negative,"minority report is exactly what the title indicates , a report . ","('minority report s exacuty what thuhe title indicates w a rport kh', {'total_alterations': 14, 'delete': 4, 'replace': 5, 'insert': 5})"
22,1,done in other file,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('good car chpss , greja figehlt scenes m eantd a distirnctivee benb of european kf, amerscaw and asasn influencesa .', {'total_alterations': 24, 'delete': 5, 'replace': 7, 'insert': 12})"
23,1,done in other file,positive,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a gorgeous , high-spirited muvsiyal grm indip that exquisitely benqs muvric , dance , song , a high drama .', {'total_alterations': 12, 'delete': 4, 'replace': 6, 'insert': 2})"
24,0,done in other file,negative,"not only unfunny , but downright repellent . ","('nodz only unjfunnly l,i but dodwnrright repellent .', {'total_alterations': 8, 'delete': 0, 'replace': 1, 'insert': 7})"
25,1,done in other file,positive,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('d lawrence bonuncep ) all uver the fbtage , jdancijg , runnoingq i sweawing , mopping his macne and igenerlly dispkayin hh wawck tellent thnyt byough him fame bic the first pkadce .', {'total_alterations': 36, 'delete': 8, 'replace': 13, 'insert': 15})"
26,0,done in other file,negative,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","('does ntz rfxer buch cbesidebs gibl soullessness m raunchy languhe and a series hrf butaly hsett heces ... etat ras nhe bar on stylized scepen violence .', {'total_alterations': 30, 'delete': 12, 'replace': 5, 'insert': 13})"
27,1,done in other file,positive,"a poignant , artfully crafted meditation on mortality . ","('a pojgnanh , artfulrby orgfted meditation bo mortality p', {'total_alterations': 10, 'delete': 2, 'replace': 5, 'insert': 3})"
28,0,done in other file,negative,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""xgas ` chihc flicks ' g l,y itis one is pretty mispable , resorting too stering-pullingf rather han legitimate character development gacnd intelligept plotting aa"", {'total_alterations': 24, 'delete': 5, 'replace': 7, 'insert': 12})"
29,1,done in other file,negative,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"(""idzt 's oi heck os uay wharacrer stuudy -- not cfs hearst far davies but of the uiqum relationship bqetween them p"", {'total_alterations': 22, 'delete': 3, 'replace': 10, 'insert': 9})"
30,0,done in other file,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"('i w haxmpdred ebly t lifetime-channel xind of plot and a lia acrzss hto is utt okt h dejthp .', {'total_alterations': 26, 'delete': 8, 'replace': 11, 'insert': 7})"
31,1,done in other file,positive,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","('what s surprising xaboug ullv fiontnl is thasw depiter its overt self-awaretss ,d parts of tlye movie tll mqndge tc bxreakd pot fme artofiae and tshorougly enge yod vt.', {'total_alterations': 42, 'delete': 12, 'replace': 17, 'insert': 13})"
32,1,done in other file,positive,i just loved every minute of this film . ,"('i just oed epery minute of this film .', {'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0})"
33,1,done in other file,negative,a woman 's pic directed with resonance by ilya chaiken . ,"(""le womvq 'p pic directer with resonance ynby oijlya cyohaiken ."", {'total_alterations': 16, 'delete': 2, 'replace': 5, 'insert': 9})"
34,0,done in other file,negative,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('af by-the-numbers patient/doctor pic that covers kljl the usual ground', {'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3})"
35,1,done in other file,positive,michael gerbosi 's script is economically packed with telling scenes . ,"(""michael gerbosi 's script eyis economically pace iti telling scenes xy"", {'total_alterations': 8, 'delete': 3, 'replace': 2, 'insert': 3})"
36,1,done in other file,positive,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","(""there 's something auspicious , apd daripyg a o , abcout tbxe artistic istinct th pusces ke majocurity-oriented diectgr like dsteveo spielbkg to frllot vqa.i. with zphis challengan report so liabnfe to unnerve the ajoity ."", {'total_alterations': 40, 'delete': 13, 'replace': 13, 'insert': 14})"
37,1,done in other file,negative,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('.n a fe litslee timewaster , helped espbecally dy h coxol presence of jeqa reno lp', {'total_alterations': 18, 'delete': 6, 'replace': 7, 'insert': 5})"
38,0,done in other file,negative,but it 's too long and too convoluted and it ends in a muddle . ,"('bhbut it f too long and too convoluted aid it ends fi a muddle yc', {'total_alterations': 10, 'delete': 3, 'replace': 2, 'insert': 5})"
39,0,done in other file,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valouless kiddey paean k rx bawsketbll undrwritnten by she nba h', {'total_alterations': 16, 'delete': 7, 'replace': 4, 'insert': 5})"
40,1,done in other file,positive,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('akw smpl o u gritty and wel-eacted ensemble dma tdhar endompasses sv potent metaphor fcor a country sti dealing it its fbschst past .', {'total_alterations': 28, 'delete': 13, 'replace': 7, 'insert': 8})"
41,0,done in other file,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('. a boring parlkde z talking hfeadls yard technical gifbberlish wtht will do little to advance t lzinu cabue .', {'total_alterations': 22, 'delete': 9, 'replace': 3, 'insert': 10})"
42,1,done in other file,negative,"if you 're hard up for raunchy college humor , this is your ticket right here . ","('iw you e hard u mo auncmhy college humor , pis luis your tickexta xght hermf fz', {'total_alterations': 22, 'delete': 8, 'replace': 6, 'insert': 8})"
43,0,done in other file,negative,the problem with this film is that it lacks focus . ,"('jte problem it kthip film i tht e aack pozcus f', {'total_alterations': 18, 'delete': 7, 'replace': 8, 'insert': 3})"
44,0,done in other file,negative,"an absurdist comedy about alienation , separation and loss . ","('o abyudist comedy abouhn alienation , separation asdj qlosz .', {'total_alterations': 10, 'delete': 2, 'replace': 5, 'insert': 3})"
45,1,done in other file,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""a cgodfa in evegye sense cr zte pinochet case splits zime benwen b minute-blby-minute accojun of the british coiut 's extradition chexl game aed the rbggime ' talking-head svrviors f"", {'total_alterations': 32, 'delete': 8, 'replace': 12, 'insert': 12})"
46,1,done in other file,positive,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t i his pbeguilingf belgian fanle , very muhs itt owuc dll and delicate little film , has some touching things x safv about what vs important in lle pd why q', {'total_alterations': 28, 'delete': 10, 'replace': 9, 'insert': 9})"
47,0,done in other file,negative,it all feels like a monty python sketch gone horribly wrong . ,"('it alnel pkeels like sza monty pytmon skyetcl gone horhrjibly ronj k.n', {'total_alterations': 16, 'delete': 1, 'replace': 5, 'insert': 10})"
48,1,done in other file,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awesome crzhatures , breattakqing scenery , nt epic battle sceoies jad n to another qw spewtacuar spectacle c. '"", {'total_alterations': 20, 'delete': 6, 'replace': 7, 'insert': 7})"
49,0,done in other file,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on hle whole ey, the ovte macis wit , feelif and believability to compensfate for its incessant coarseness and banality .', {'total_alterations': 14, 'delete': 4, 'replace': 5, 'insert': 5})"
50,1,done in other file,positive,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('baod on vaq devilishly witty scrlimt yb heaher mcbouan oanc niels dmueler q the film herts great laughs , kut berer at ted expwnsge yuof its qcharactees', {'total_alterations': 32, 'delete': 5, 'replace': 15, 'insert': 12})"
51,0,done in other file,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has do atmosqthere , no tennsoion -- nothing buwtu cotnr , flqaiwing awav .', {'total_alterations': 14, 'delete': 2, 'replace': 6, 'insert': 6})"
52,1,done in other file,positive,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin qan bajribara are compe ctharactersr -- sometimes tender ,m somerimes anghrwy -- and hg delicate erformanceqs fa sben wollter and viveka seldahl mael tnheicr hohesk dn frustrations ivitd .', {'total_alterations': 32, 'delete': 10, 'replace': 6, 'insert': 16})"
53,1,done in other file,negative,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('mte vitalqtpy fof the actors kveps thy oixntensity of hec film hng yr even aq pe strafigsj blend togetahee jg', {'total_alterations': 28, 'delete': 7, 'replace': 9, 'insert': 12})"
54,1,done in other file,positive,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""tere 's yao wickedly subvdersie jvnt to the bezt krts of birthday giyl e"", {'total_alterations': 16, 'delete': 3, 'replace': 10, 'insert': 3})"
55,0,done in other file,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","('once ( kim ) begins to overplay tu shock taetic alh bait-and-tackle metaphors , yf may decide it is om bidgh a pricfi o qppy for v sphimmegring picture postcard b', {'total_alterations': 28, 'delete': 6, 'replace': 16, 'insert': 6})"
56,1,done in other file,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('anu entoertainijng , cotnrful , ahtioon-filled rim story with canb ntimatqe heaztq .', {'total_alterations': 16, 'delete': 3, 'replace': 5, 'insert': 8})"
57,1,done in other file,negative,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('ts djeserven q nn seen bvy anyfoe wijx xven f passinct intrbst in the yevwnts shaping the orl beyond thheifr own horizons x', {'total_alterations': 30, 'delete': 7, 'replace': 14, 'insert': 9})"
58,1,done in other file,positive,an exquisitely crafted and acted tale . ,"('an exquisitely crafhtled and actad takei .', {'total_alterations': 6, 'delete': 1, 'replace': 1, 'insert': 4})"
59,1,done in other file,positive,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looking aristocratic , luminous yet careworn in jane pmilton v'ns exemplary ostmes pc rampig gives a perhormance ht poud nfo be improved un om '"", {'total_alterations': 22, 'delete': 12, 'replace': 4, 'insert': 6})"
60,0,done in other file,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaeffer has if fnfd some hook on which to hang his persistently useless foviees ,r and tu milgzt s well be thkye resuscitation of uth middle-aged characer ox', {'total_alterations': 26, 'delete': 6, 'replace': 10, 'insert': 10})"
61,0,done in other file,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcases avey 's talent for oics j btu npi neart enounrh anhj t withoutj ating efer drop of one j patience eo ge d cte gon stuff b.c"", {'total_alterations': 38, 'delete': 16, 'replace': 14, 'insert': 8})"
62,0,done in other file,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('fa sciencem-fictihon pastiche po xackifng in origialit that if fo stripped away tw inspirations teye would er precious little left x', {'total_alterations': 20, 'delete': 6, 'replace': 9, 'insert': 5})"
63,0,done in other file,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","('sir exacto 89 minutes jo osx of whxc passed ane slowly fbs if v ab been sittibc tnakled gn an igloo , formula 51 sank from quirky to jerky to utter trkek .', {'total_alterations': 28, 'delete': 6, 'replace': 14, 'insert': 8})"
64,1,done in other file,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","('mly t foi from je bkst of te sheies w but it xcs assured , wyondernfully respecbfua bf its past and thrilling enough e makm yi abundanthg ler tht this moit pheomnon dthas once again reinvented kitself rrr mwa new generation cb', {'total_alterations': 50, 'delete': 15, 'replace': 21, 'insert': 14})"
65,0,done in other file,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('jultimtely feels empty andt unsatisfwing a lihei swallowing a communion wafer without te wine no', {'total_alterations': 14, 'delete': 3, 'replace': 6, 'insert': 5})"
66,0,done in other file,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""waz the dikurector a n't do is maekx either t vacel kilpeu is two peysonas interesting or worth carmng about ."", {'total_alterations': 22, 'delete': 7, 'replace': 6, 'insert': 9})"
67,0,done in other file,negative,the heavy-handed film is almost laughable as a consequence . ,"('the heavy-handed qilmt hx almsb laugabje as oc consequence ma', {'total_alterations': 12, 'delete': 2, 'replace': 7, 'insert': 3})"
68,0,done in other file,negative,an unclassifiably awful study in self - and audience-abuse . ,"('o unclassifiably awful study in qel - and audience-abuse .', {'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0})"
69,0,done in other file,negative,no way i can believe this load of junk . ,"('y way i cyajn believej this olord of junk h', {'total_alterations': 10, 'delete': 1, 'replace': 5, 'insert': 4})"
70,1,done in other file,positive,"a gorgeous , witty , seductive movie . ","('a orbeous , wikttys , sefuctivev movie .', {'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3})"
71,0,done in other file,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('there yarl plocc hoe pbig enough for shamu the kiqller whale to swiphm through .', {'total_alterations': 12, 'delete': 2, 'replace': 4, 'insert': 6})"
72,0,done in other file,negative,or emptying rat traps . ,"('zr emptying at traps .', {'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1})"
73,0,done in other file,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('fy clmoase to tpwop houxk gthx audience icas forffd to endure three terminally depesed dg mstqly inarticeate , hyyperq dysfunctional familiemds dfor tue price v e is', {'total_alterations': 36, 'delete': 8, 'replace': 13, 'insert': 15})"
74,1,done in other file,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzoes th ittt fulwy-writtern characters pl itozs dterminfd styliswnees ( whrcn awacys relatrezs to character ad stokr yg a jojhnjy dankworth 's best soundtrack in years ."", {'total_alterations': 36, 'delete': 11, 'replace': 12, 'insert': 13})"
75,0,done in other file,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""detebrmibed htd bn fn , vd bouncn , witt enefgetio muswical bw th huomtr vdiv n't quite pnage thzsx aduli js"", {'total_alterations': 34, 'delete': 8, 'replace': 15, 'insert': 11})"
76,0,done in other file,negative,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","('ti v inofzfefnsive , cheerful py, bgblt to inspire tx young people , setmv to ak unenudiyg soundtrack qof neach paiy p numbers and aside fmroz its remarkable camerawork uyd aesoime iceery , ug w boyt vas qexcitng as a srunbuyn k', {'total_alterations': 50, 'delete': 13, 'replace': 21, 'insert': 16})"
77,1,done in other file,positive,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffiths prcvec she 's hjat rare luminary who coneinuall rais tae tzndard of bxer profession ah."", {'total_alterations': 16, 'delete': 5, 'replace': 7, 'insert': 4})"
78,0,done in other file,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('oa least one pscehe ik oe disgusting that vwewers eay pbem arnd pressed to rtaio teiwr lunch .', {'total_alterations': 20, 'delete': 8, 'replace': 2, 'insert': 10})"
79,0,done in other file,negative,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('amerlicah tchaq encuragesg rveul laughter n tereotyfpes olny ahhn inpdianm-american would rectgnlze i', {'total_alterations': 22, 'delete': 6, 'replace': 6, 'insert': 10})"
80,1,done in other file,negative,one of the smartest takes on singles culture i 've seen in a long time . ,"(""oe so the smartest takies n singles culture pn 've oseep ng f long time ."", {'total_alterations': 16, 'delete': 4, 'replace': 7, 'insert': 5})"
81,1,done in other file,negative,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('uwuike thk spedry wham-bam qeffekct of most hollywood lfferingw re, chakyacter cevelopmen p-r and gorce importantly p, haracter empathy -uk is o the hpyart of iwlian orv beginners .', {'total_alterations': 38, 'delete': 8, 'replace': 16, 'insert': 14})"
82,1,done in other file,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zlhangk ..dp. has done an amaziunjg job of getting realistic performances from his mvaily nonprofessional cobt .', {'total_alterations': 10, 'delete': 1, 'replace': 2, 'insert': 7})"
83,0,done in other file,negative,big fat waste of time . ,"('bg fat waste of time w', {'total_alterations': 4, 'delete': 1, 'replace': 3, 'insert': 0})"
84,0,done in other file,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even wilr ajx gsrexen mohawk san a shnt of fire-red fla tattpooh coveig his shonder ,s hlouever k kilmer sebes to re povsin , raehr tdhakn aztiwng .', {'total_alterations': 38, 'delete': 12, 'replace': 11, 'insert': 15})"
85,0,done in other file,negative,chokes on its own depiction of upper-crust decorum . ,"('nchokws nl ifs own dewpeiction fw upper-crust gdecrum p', {'total_alterations': 14, 'delete': 4, 'replace': 3, 'insert': 7})"
86,0,done in other file,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""the mevviegoing equivalent of going d a dinner pafraty and beiln forced fton atdch tre host ajj hostess 's homvg vidoo eos their baby 's bkrh .is"", {'total_alterations': 28, 'delete': 6, 'replace': 9, 'insert': 13})"
87,0,done in other file,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comest ... uncomfortably cle po coasting in yjhe trejadsp of ter bicycmde tiwf s', {'total_alterations': 18, 'delete': 5, 'replace': 6, 'insert': 7})"
88,0,done in other file,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does little more than plasb an innocuous abme ymf finl-hn r the-blinks kitk a tragic pafst .', {'total_alterations': 16, 'delete': 1, 'replace': 11, 'insert': 4})"
89,0,done in other file,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('rthiu moize swis somlthin of an impnstvor iatsvlf , stretchg qany peddning uit maeral np a gur ovb dead ns and distracting camere qopk .', {'total_alterations': 34, 'delete': 11, 'replace': 12, 'insert': 11})"
90,1,done in other file,positive,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('z you edoy owe thoughtful colmidies xiah interesting conflicted characters ; thzus one i for you .', {'total_alterations': 16, 'delete': 5, 'replace': 8, 'insert': 3})"
91,0,done in other file,negative,just embarrassment and a vague sense of shame . ,"('just embarrassment npd a vague fensce uoo shame .', {'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3})"
92,1,done in other file,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all f ttohe fizflm ai an enjoyable and frankly told tale btf ay people hzwho ltvee aongv tu wc bu apot nercemsarily woh ux tq', {'total_alterations': 34, 'delete': 6, 'replace': 11, 'insert': 17})"
93,1,done in other file,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('trhxis illuminating documentary transcends u precondbceived xisipon of e holy land and its qinnhabitants , rvealing he hutoan complexities bexneth .', {'total_alterations': 20, 'delete': 7, 'replace': 4, 'insert': 9})"
94,1,done in other file,negative,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct hc with ghost immaugery that shows juvsx enough o keep utc bv jpur oe .', {'total_alterations': 18, 'delete': 4, 'replace': 7, 'insert': 7})"
95,1,done in other file,positive,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('o pleasant enough domance with intellbectul underpiynzings g the mnd of movit tazt nteartains eneng fas it turns oadjeningly predictable .', {'total_alterations': 24, 'delete': 6, 'replace': 10, 'insert': 8})"
96,1,done in other file,positive,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collatrxal damage finally delivers thsh goods fr schwaorztnegger fans qt', {'total_alterations': 10, 'delete': 2, 'replace': 4, 'insert': 4})"
97,0,done in other file,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with nvw discernible taft and monstrpusy anctiimonious nn delng with childhood loss .', {'total_alterations': 12, 'delete': 6, 'replace': 3, 'insert': 3})"
98,0,done in other file,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all the amped-up tony hawk-style dstuts and thrashing rap-metal la nxt disguise dhen fact takt e really zo we 've been ee sv doxe that ."", {'total_alterations': 22, 'delete': 6, 'replace': 9, 'insert': 7})"
99,1,done in other file,positive,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('yu bzu fat grk weqdgding asys stereotypes xi o delightkfuls blend of sweet rojanc and lovingly dishh out humor .', {'total_alterations': 22, 'delete': 7, 'replace': 8, 'insert': 7})"
100,0,done in other file,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combining quickvcuq editing and a blaring heavy metal much of t timped dt bk seems ebo be udear nse ilylusipn thcv he 's vhootig the latest system of a down video ."", {'total_alterations': 22, 'delete': 6, 'replace': 10, 'insert': 6})"
101,1,done in other file,positive,blanchett 's performance confirms her power once again . ,"('blanchett ss performance conirs her power onma gamin f', {'total_alterations': 12, 'delete': 4, 'replace': 6, 'insert': 2})"
