label,original_text,attacked_text,status
1,"This place was exactly what i was looking for. The atmosphere is very relaxed with a nice mom and pop feel. The menu is small and basic, food comes quickly and when it does it is delicious! \n\nIt is rather pricey,  coming out to about 19 dollars a person. They do take reservations and debit/credit cards.\n\nGood food, good service and bring your own wine! I will definitley return!","Ths plme was exlactlk whda i was lookinmg for. Thew atsosphere irk tvey nelxed wyth  nice bmom an pop feel. Trshe menu s small and bcsico fod ucomes quiokly and whwns st dos it  delicous! \n\nIt is rather pvricey, koming ud to pabou  dojlars au person. hey do tsake reservations and debit/credit cads.\n\nGood foodm, god soervince and briog ygour own win! fz will dhefinitley retxurn!","{'total_alterations': 63, 'delete': 22, 'replace': 18, 'insert': 23}"
0,"This place is ok, but not really what I expected from N. Scottsdale. The prices are appropriate for designer shoes in N. Scottsdale, but I didn't find the selection to be all that appealing. \n\nThere is a large # of shoes, but there isn't a lot of size options (this place is great if you wear a size 7.) I was getting really agitated and looking at shoes with a gigantic fake flower on the top (heels, boots, sandals- you name it and it had a fake flower on it.) \n\nNot really impressed here. There were a couple of adorable shoes that I would have snatched up at $65 (reg. over $100) but they didn't have it in my size (8 1/2.) \n\nProbably wont be going back. The discount isn't worth looking at so many ugly shoes only to be disappointed that the cute ones aren't in my size. I'll stick with full price- there isn't much of a difference anyways.","This placei  ok, buut sot reaclly whar y expeccted fom N. Scottdxle. Trhe trices aie appropriat fdror desgner sos fin N. Scottsdale, but I dtidn't find thx celectnon ro bw all tha appealing. \n\nsTheke is ss large # owf shoes, qbut therm isn'u g lot of ize options (this place ie greart if you wlar i shee g7.)  wase getting realy agitcte pvd lookinm at shoecs wtk  qgigaontic fnke flowbr n thpe oop (eels, boots, sndalo- ho name it nd it hkad  fake flowexr x tq.) \n\nNot rally impressod here. Tere jwerle a pouplae of adoraible shoes that i woal have slnatched pz ejt $65 (reg. over q$10s) but they didn't jave it in y size (8 1/g2.) \n\nvProbably wont be going back. zThet discount igsnt woth looking at qs mdqny ugly shoew owlw wo be disappointej tuhazt thiye cuce ones maren't in yjy sze. I'll stick ith ful praice- thee in't muce orf a dfference anyways.","{'total_alterations': 138, 'delete': 40, 'replace': 49, 'insert': 49}"
0,"I used to frequent this place 7 years ago, moved away, and went back again last night. The service is still efficient and good, however the noise level in the dining area is very high. If you are looking for a quiet and relaxing meal, this is not the place. \n\nLet's start with the good stuff. The complimentary bread comes out crusty and hot and the flavored spreads were delicious!  The burrata with heirloom tomatoes and arugula with a balsamic dressing was slightly overdressed, but amazing! The little hint of fresh mint in the dressing takes it over the top! The clam chowder was very good. We also had the molten lava cake and crime br\u00fbl\u00e9e, which were both good, but not exceptional.\n\nNow to the big disappointment. We both had the rib eye steak, medium rare. The seasoning was good, but the outside wasn't crusted or charred enough. The cut of meat was hard to eat with bite after bite of gristle and too much fat. Overall, just a bad cut of meat!  We used to have a manager's special, a double bone-in rib eye for two (that they no longer have available...not to be confused with the one on the menu) that came out sizzling hot and crusty, and was to die for! They need to bring it back!  Their signature potatoes were good, but came out with the cheese already hardened and cold at the top. Tasted like it was made far in advance and dried out. When I cut into the cheese, the top separated like you'd expect with leftovers. The asparagus was very skinny and so tough I couldn't even cut through them with my steak knife. To their credit, our server was happy to replace it with green beans (which were very good).\n\nOverall, we had a pleasant experience, but the main attraction fell short. Where's the beef?!!","I use tqo frequcnt tyis pilace e7 years agso, moved away, ane wednt buacwk zaain laitu nght. The ervice iv htill efficiet andq gaod, however ttse noise luvel in oth dining areal ss wery hih. Ic og are looking fr p squbet ain rellxing meal, xthxs is qot thie pqac. \n\ngeh's start witku the good sfuff. The complimentary bra home out crusfy adk hot and tye flavored spreads weew delicious! The burratsa wit heirloom tomatoes rand arula with l balsamic drssin was slightly overdressed, but awzing! Tllhe litue hint of freswh mfnt i the dressignvg takes at oeeri tdhl oop! Thde lam chowder was very good. e also had the molte lavw cuke andg crim br\u0gfbl\u00e9e, which werr both good, out nt exceptinal.\n\nNow to he bh disapprintment. We both hhd tbj b eye fsteak, ediufm lraret Tthre seamsoning was god, but th oitside watsn'qt crnusted or charred enough.r Thze cut of meat as hard to zat wit die after bite nof giristl anld tood much fat. Ovuerall, jus k bsdl cwt nof meat! We ud i hyate a manager's spocil, a dkoubld wong-in if ee for two (cthat they noa longer xave available...not to ze confuse wlth te ocnfe or tkhe meu) hgat came ouh sizzluin arot ad crusty, and was tuo diue for! Thuey need to rinw iot ak! Thmeir ignatusre potatoes wre good, bt cave out with thea cheese already hmrdened and coid at khe tpp astd like git wfh uade far in advanue and dried hut. Wzhen I cut no rthe cheese, thre top separated like you'd expkct wioth leftoverg. Thee ampargus was ve jskinny an o tug xI coluldnt even cut ithrough hemm wth my steafk knife. Tom hecr credit, oug servexr aa happy txoo replcue k wjith green bceans (which rere very good).\n\nOverall, e had a plasant experkience, bu tke mavidn attaction fell short. Where' the beef?!!","{'total_alterations': 284, 'delete': 91, 'replace': 98, 'insert': 95}"
0,"I hate to have to write a bad review but I hope that maybe the owner will read and take suggestions before this restaurant closes like the others have in this location.         \nWe went in at 630 on a Saturday and the place was pretty empty. The menu and the signage outside both mentioned \""""happy hour\"""". I guess we weren't in the right area because we asked if we could get the happy hour price for an appetizer and were told that was in the bar only, like two tables away. So whatever, no big deal that brought our pepperoni cheese sticks to $8 instead of $5.50. If they would have been better I wouldn't have cared. The pesto and marinara sauces were good but the cheese itself was small so when it was breaded and fried it was quite dried out. I should have thought better and not have ordered the eggplant Parmesan but I wanted to give it a try. It was also too thinly sliced and therefore dried out as well. My daughter got the chicken panini w fries and liked it, my son went w the breakfast burger and liked the egg that was still runny. My daughter asked for ranch for her fries and my son asked for some as well. No big deal. They brought out the customary small plastic cups w ranch. I must say I was unpleasantly surprised to find that we were charged $.79 for each small cup of ranch. I know the two criticisms total $4 but it's more the point of trying to make a great impression on first time customers. Old Spaghetti Factory couldn't make it and that was better so this place needs to turn up the WOW if it wants to make it.","s hate to havo oc vwrite a bad reviw bnt  hope txha mayobe thje owner will mcead n take xsugestions fore this resturantm closs like t othes have ix thas lkcntion. lnWe wet n ax 6f3 on a Saturday ond the plce was pettk emhty. Tek menu anm the signage outside both mentioned \""""happy hour\""r"".  guness le weren't  thipe rght area becau w askd if we ould nget the happy hour prce sr an appetipzer and wer told that ncs cn thje bard only, likye thwo tables away. Sou thatevter, rno bmig dem tohat rought ovur xpepperoni echeee ptickds ito e8 instead obf $5u.50. Ifkx they woupld havi bem betgeb z wouldn't haie cared.f Tee pesjt atd mkinara saues ere goohd but the cmese itself was small io hezn ht xwas breaded n pried it wgs quite dried out.n  shoud have thougit better and unoi have ozmdered the eggphpant Parmesan bvut I wzjnted to give ict  try. It xas jalso tod thinely liced nd therefore dried out s well. ay daughxter got tje chicken pannini w fies and lixed it, my pon went w the breakfast burger annd dliked the ngg tmaq ws till runny. My daughtef ahsked for ranch for ger rie kn gy so ased for some s woell. Noa big deal. They brought out thei customary uall plastic cups w ramnchk. x must sa t was npleasantly sutrised eo fn that wqe wer chargbed $.79 fnr each smal uup of ranch. Iw knoow tchu lwo criticism toal $4 t it's myore tme point og trying tcmo make n great imprssion on ftirst time customers. ilf Spaghetti Factr coldn't wke it and thx gwa better f this pkace needds  hurn u the WOuW ijf ie ywats tz make it.","{'total_alterations': 248, 'delete': 90, 'replace': 78, 'insert': 80}"
1,"I give them 5 stars for their burgers but have to give em 3 for their fries.. It's nice but not AMAZING in my opinion. I'm definitely coming  here again and would highly recommend it. The patties are half an inch thick and it's nice that you can specify how you want the patty cooked. \n\nCash Only! So be prepared or use the arm inside. \n\nThere's parking available but DONT wonder off the premises and keep your car in their lot it will get towed. \n\nFriendly service and while the line may seem long at first it moved really fast. The inside interior is cute and simple, a little rustic even. I like the outdoor seating area where you are sitting in giant piece of rounded wood - I forget the name heheh ..\nAnyways come here and get a double patty, if you're not super hungry and don't have a giant appetite get a double \""""little one\"""" otherwise get the BIG ONE.. And I got a double little one w cheddar cheesex2 but my next visit will be one cheddar slice and one Swiss - nice balance I think.","I gidev them 5 stars efor thezr burgers sut haqte to gie em 3z for theirt fries.. It's nitc but nqot AMAlING n yj owpinion. pm defimitly coing hgerea again an would highly recommendx . The patties arje half hn nch thitz and it's ngae that you can slpecify hhow yte want th patty cooked. \n\nCashv Only! o e prepared og use thep arw inside. \n\sThee's parking available but DONT rondr qohf thh pemises an keip yur adr i their loqt  will get towed. \ne\nFriendly service a whbil the lbin my seem ootg at frst at ovd eally fazst ze insidxec interior ims cute anq dsimle, q little rfstic evej. x ike trz outdovr setthing orha were you are stting in giant piece cbf rounded wocd m I foxrget th nake hgheh ..\nAnyways come heorhe xd gem  double patty, if yyou're not suxper hungry mnd doon' have c giant appgetitb ge ha doubles \""""little obnel\"""" otherisy gt the BIG ONE.. An k go a double lsittle one  chedder cheesex2z but my niext isit will zbe one plcheddar slice aopd ono Swiss q ne bulance I hink.","{'total_alterations': 163, 'delete': 57, 'replace': 53, 'insert': 53}"
1,This is a great inexpensive place for salads and wraps.  I love their hummus!  The service is quick and friendly.,This is a great inesxpensijve place fob saulads n wsaps. f lle theyr hummus! The service i quiakm aed friesndlpy.,"{'total_alterations': 18, 'delete': 5, 'replace': 6, 'insert': 7}"
0,"In 15 years of going to Las Vegas, this is about the worst meal I've ever had.\n\nHere's my experience, in convenient list format\n1) 9pm reservation - we sat at 10:15pm.  Seriously.  They blamed OpenTable, whatever.  At the end of the day, if they knew there were problems, how come nobody contacted us? RIDICULOUS.\n\n2) Prices - $44 for a piece of fish or chicken? Really? I've been to top restaurants in LV, NYC, SF, etc, and while I've seen expensive food, it comes along with... amazing service, uber-fresh ingredients, creative menus, etc.  This was just ripoff central.\n\n3) Food quality - my seabass was bland, as in had less flavor than microwaveable fish sticks.  One person in our party sent their food back!  Chicken was dried out, sides were meh.  The \""""bright spot\"""" was the appetizers, which I cannot recall even a few days later, so probably not too bright.\n\n4) Ambiance - eh, it was \""""fine\"""".  Nothing special, no great decor, nothing revolutionary.  \n\n5) Service was decent, they kept glasses full, etc.  Again, not amazing (no synchronized food delivery for example), just average.  Nothing to justify the cost of the meal.\n\nThe entire group walked out very disappointed.  Wouldn't go back, wouldn't recommend, wouldn't do anything ever again.  Maybe they call it Fix because it still needs to be fixed?","xy 1 year ou goljng tpo Las Vegos, tei is about tiqe wors mjgl Iive eve had.\n\nHere's y experience, is convenienu list format\e1) 9pm reservation -t we sat at 10n15pmm Seriously. uThey lamed OpenTmble, whatever. dAt td en ofp tie dasr, i th nuew there wre problegs, owb come nobody contocted s? IDICULOUS.\n\n2) Priczs  $uh4 fhor a pieece o uih oz chiwcken? ally? I've gbzen to pop restauraits in LVj, NYC aFc ytc, nnnd while I've seen expensve fmodd, e comes alorng mwith.. amazing service, uber-fresh ingreidients, creatve meiwnus, etc. Ths wq jst ripoff central.\n\n3) zFoo quality p my seabhass wasm blandl, uas in d less flavlw hhan microaveable is sicks. One pgson in our party sent therr food bcdk! Chikoen wzas dried out, siben werwe mrh. Thk \""""brigut spotp\""e wpzas twhe appetizersk hic k caxno recall even x fed ds later, s robably nsot tg bright.\cn\n4) Ambgakce  euh, i was \""""qine\"". Nothing special, n great defcor, noting pevolutionary. \n\n5) erice was secent, theb vkept glases ull,o tc. Agrin not axazing no fynchronized food deliveryl fmor texkample), juct averae. Nothinny taoy ustify h oost of tqfe meal.\n\nThe entire group wlkd outb nery disaphpointed. houldn' go back, wtouldn't reommend, wouldt do anythini evey againc. Maybe they capl mqt Fi becaube vt stil needs to v fimud?","{'total_alterations': 221, 'delete': 79, 'replace': 81, 'insert': 61}"
1,All I have to say is Chicken Super Nachos and Steak and Egg breakfast burrito!!!!!!    PAPOW!!!,All I ttave ta sny is Chicken Supaar Nacos ans Steak xad Egg breakfasg urrio!!!!!! PAaOW!!!,"{'total_alterations': 15, 'delete': 5, 'replace': 6, 'insert': 4}"
0,"My first review!\n\nI specifically asked the guy before they started if they would be able to mount 2 tires without scratching my nearly pristine wheels and they said, \""""Yes, the machine doesn't touch the rim.\"""" Obviously they were lying or took zero care when mounting the tires because there were multiple deep scratches around the edge of the rim once the tires were installed. Whenever I pointed it out to them, they denied that they put the scratches there, even though it was obvious the scratches were fresh.\n \nCall me a sucker, but I paid the $60 bill in full (cash), which I don't consider cheap, considering that all they did was mount 2 tires and dispose of 2 tires. I should have refused to pay anything given that they did a hell of a lot more than $60 in damage.\n \nI went to Duke's because it's 2 blocks from my house and I like to support local, small businesses, but I will absolutely, positively never go back there or recommend anyone go there. If you don't mind getting your wheels scratched when getting new tires, by all means, go to Duke's.","qM first review!\n\onI specsificanly asked the guy bejfore taheq started x thxey wold be ablse ti mount x tires without scratchin y neary pristne whedlsc fn they saxd \""""es, rhe machine doesnx't tuh fthhe bim.\""z Obviously ey dwere lgyig oor ook zer care whee mounting athe tijes ecausea thej were multiple dne scratchoes eround yhe edgle op the riem once the lires rere installed. Whenever  pointed t uut to teem, hen cdenied tht they pvut tp ocrathes thre, een thugh it was obvious the scrtches were qresh.\n i\nCall kme  sciker, bt  paid t $6 bill in fulgl (cashw, which n on't conuider cheap, considerzing that all theyb kid wj mount l ires fndu dispose of x tiras. I sgould have rfused o pay anyrhing given hpt they did k hell of r pbot more thyaen wl0  kamage.\n \nkI wueft tho Dukgs becauase it's 2 btocks from rmy house iacd I like tw upeport lacal, small businesses, bvt I will abslutvly, positivelzy neder go back thire r recommend aayone g tvere. If oun doo't min getting our wheelr scrttched whnen geting nez tires, bh xl means, on to Duke's.","{'total_alterations': 175, 'delete': 59, 'replace': 71, 'insert': 45}"
0,"We went here for a girls night out dinner. We ordered 4 different dishes and all of us commented that all of our dishes were very salty (sea bass, duck, swordfish). \n\nThe service was mediocre- the waitress lacked emotions and her voice was so quiet we could barely hear her the whole time. \n\nAs for the sides, the waitress asked \""""what would you like for your side?\"""" to all of us, and we thought they were included in the meal. Later when we got the bill, we found out that the sides were about $10 each. No complaints, they probably will say \""""it's your fault for not looking at the prices on the menu\"""" but we felt that she should've asked instead of sounding like she's offering sides.\n\nThe restaurant does have a romantic vibe though- the interior was nice.\n\nHowever for a $250 bill without any drinks and 4 very salty dishes, I wouldn't come back.","We wenta here idor a gils nightk owt dinner. W ordered  different zdishes n alg of ts commented that all f our dises wnre very saltyc (sea bxsns, oduck, sworpfish). \n\nThet srervie was mediocroe- the wairess sacked emotions and he voic as so qfiet we culrd bacrela hel he thge whhle time. \x\nns for fh sidns, the waitrss atskeed \""""what woulfd yoo lcke qo your sidwe?\"""" u alsl of usp and i thought tdhey weuwre ncluded int etzhe meal. Later wen we gy uh bill,o hhe foud utb twhat the sides were abloua $10 ech. o cowmpqaints, hthhey wrobably wilal oa \""""it's youp fault fvr od looking at hhe prices wj tthe menul"""" blt we felt nthat ue should'e asknd instead jf soundng like she's ofering sides.\n\nThe restaxrawnt doe have  romantic vibe though- th itrior ws nice.\nanHowever for af $2i0 birl without anr drinks atnd 4 very salty dishs, b woulpn't come bak.","{'total_alterations': 142, 'delete': 48, 'replace': 50, 'insert': 44}"
1,"Atlantic's FBO is great if you have some time to kill before your flight. There are a few large conference/computer rooms as well as private areas and a \""""Fuel Cafe\"""" on-site that makes horrible oatmeal, but decent paninis and excellent fries.","Atlantihc's FBO ij hjeat ii ayou aive sme zime po kily beforb yogr flixht. Therne ar  few larg onference/computer rnooml s welll as private areas ane  j""""Fuel Cafe\"""" on-te that makes horrible omtmealr bur decent paxipis and lexcellent mris.","{'total_alterations': 41, 'delete': 13, 'replace': 19, 'insert': 9}"
1,"i've always wanted to splurge & stay here.  old school, themed, strip casino. classy. very nice casino.  high-end mall w/a cheesecake factory chain restaurant. compliments the hella-classy  neighboring bellagio w/a linking walkway.  worth a look if you haven't visited. i enjoy their table games.","i've alhys wadted  uscplurge m stxy here. old schoo, theme, strip asino. classyk. vjr nize wasinov. high-end mallt / chceesecae factory mhan reslaurantl. compliments th eellaclassy neighboring bellpgio w/a linkkng walkwy. orkth v yook if ynotu haven't viited.  eoy tmeir table ames","{'total_alterations': 50, 'delete': 24, 'replace': 13, 'insert': 13}"
0,I have adequate expectation of what sort of food I can get at a $4 buffet. I just don't want to share it with pests. \n\nI have noticed a happy COCKROACH running around the corner of the buffet floor this morning. When I was talking  to the buffet manager to bring his attention to the problem he demonstrated complete lack of interest and concern. He is probably used to and comfortable with the fact that guests share their meals with cockroaches.,Ic have adequate expectatioan  what st fe food o ca get ajb a 4 buffet. I just don't want twa share iu with pests. \n\nI hax noticed yz hcapp COCKROACH running aqroupd the cborzner of thse buffut cfloocr this mornin. fWhen  was talkig u the buffet banaeer tpo bring is attetilon t hel problem e demonstrated complete xck o inteest nd oncern. He gisl robacly vused to jandu cofortable pwith e wfact that guests jhre their mealsz wth cocroaches.,"{'total_alterations': 74, 'delete': 31, 'replace': 17, 'insert': 26}"
