label,original_text,attacked_text,status
1,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ",n linteresting sttory wi eb pehrtineot iu cinemaztbcally unqe fu message p wtol jaairly wls a schomred ef pernfetion j sm goud myhselzf steruggling hro pfwt mvz finer on hat eusive  mtissingq thinzg rg af',"{'total_alterations': 65, 'delete': 20, 'replace': 17, 'insert': 28}"
0,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",tlx msyn rqm elyseia fieldazs ie a crolnd w btbss-less wzr tnhat grons aovg thinkig ictaself some bimortant commin n kox gifhe tqows ws eoie beguxiling cvurves z,"{'total_alterations': 52, 'delete': 15, 'replace': 19, 'insert': 18}"
0,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","peceeptive ipe t visxn f nascent induystralized worln politicn ansz s qqew adrtj fm , blp at oou alunky a didactic an saddleh bawith gcenes tnar seom simplsyh an i fi o ulhis moguie of.","{'total_alterations': 60, 'delete': 20, 'replace': 19, 'insert': 21}"
0,it made me want to wrench my eyes out of my head and toss them at the screen . ,it mve wme wht to wrench my euys out ief ym ean d tfkoss they ja the ceen .,"{'total_alterations': 24, 'delete': 11, 'replace': 5, 'insert': 8}"
1,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",va luzt-see fpor thec dadvd aet entusias alnk foxc anone fhc apprecigtos intellignzt k stlsh hovimaking .,"{'total_alterations': 34, 'delete': 12, 'replace': 13, 'insert': 9}"
1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",lhe weirtght ohfm khee piecgs wl zthe unerrnkg rofessioalism  zthe chil producrion x anub jth kfacination embleded vinc re lurp mtoic prvel recommondatfon enbopugh u,"{'total_alterations': 52, 'delete': 17, 'replace': 12, 'insert': 23}"
1,puts a human face on a land most westerners are unfamiliar with . ,uutp a hsman acc k ba lanm moshtb wegteners hiare unfamxliar ithp g,"{'total_alterations': 21, 'delete': 5, 'replace': 9, 'insert': 7}"
1,"minority report is exactly what the title indicates , a report . ",minority repjrt nas aexacly whan tlhve kijle indicateso v t rporjt xq,"{'total_alterations': 21, 'delete': 6, 'replace': 4, 'insert': 11}"
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","god caw chayeb c, geam fgt sceges h af  istinvctive bend q enuropeqan ,r amerian aenl asbivan imfuences n.g","{'total_alterations': 36, 'delete': 13, 'replace': 11, 'insert': 12}"
1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","w gogeous n hih-spirited usisal fm indgca qhata exquissitely bwlens dmsic z dnch ,qc son  npd wagh draiman q","{'total_alterations': 36, 'delete': 14, 'replace': 9, 'insert': 13}"
0,"not only unfunny , but downright repellent . ",noh onl unfuqnn  hbutc downkigt rspellenb u,"{'total_alterations': 15, 'delete': 5, 'replace': 6, 'insert': 4}"
1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","i lrswrence jwounces o)r ral verd ha sage n,d dancing c dunning j sceating rj maping hiol aceb a sgenesally displabyinv he wcpy talenms teat brotughht himu faaep n btie firmst pliee .","{'total_alterations': 57, 'delete': 12, 'replace': 24, 'insert': 21}"
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",dne n'tfo hffer mur besides gli soulsalessness p raunchyb lanuageb anbcd  srips owf blupal sreo hpioces .v qtht aisb tw bnakr o sthyized tscreend violencer c,"{'total_alterations': 50, 'delete': 15, 'replace': 14, 'insert': 21}"
1,"a poignant , artfully crafted meditation on mortality . ",l pofiginant ds urtfvully crafte medition gog momrptality y.y,"{'total_alterations': 18, 'delete': 4, 'replace': 4, 'insert': 10}"
0,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","l h chick lcks yy bg m hhis unu z praettiy iseratble n,z rzsortirg toez snring-pulling ratur xhan lagitimpate dharater deselopmbent yd intelyigentx pllottin .","{'total_alterations': 50, 'delete': 16, 'replace': 15, 'insert': 19}"
1,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,t 'h oonc heck oqa a charcte suy x--i noh d hearsw c daiess but d th unmiqe reqlvationship beween qheg ,"{'total_alterations': 35, 'delete': 15, 'replace': 10, 'insert': 10}"
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,ht 's hampnred y el qlifetime-channel kynd df cplt and  serd amtressj whm iga jut t lger exepth t,"{'total_alterations': 30, 'delete': 8, 'replace': 11, 'insert': 11}"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",hrt i sureprisirng aibout ul fruonal ls th dslite ps oer sely-awareness b varts w tce mwovier toll mang nqto breoa paspvt je adtifuce od phoroughls engmgx yd c.,"{'total_alterations': 56, 'delete': 23, 'replace': 17, 'insert': 16}"
1,i just loved every minute of this film . , jubgst lobed evyey miule ofa thise filmr .y,"{'total_alterations': 13, 'delete': 3, 'replace': 3, 'insert': 7}"
1,a woman 's pic directed with resonance by ilya chaiken . ,af wma 'ex qpi ydirected wxth rpsonanc da ilyx chakene l,"{'total_alterations': 18, 'delete': 5, 'replace': 8, 'insert': 5}"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,p by-tge-umbers paientdoctor pix stht coerys fll wte uua rund,"{'total_alterations': 20, 'delete': 11, 'replace': 5, 'insert': 4}"
1,michael gerbosi 's script is economically packed with telling scenes . ,iivchael gergjosi zws hcsript il ecfonomicamlly pakejd witm pellbng sceneals x,"{'total_alterations': 22, 'delete': 3, 'replace': 8, 'insert': 11}"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","tnhqre 's somethpig auspicios eu anv danring , tho v ajbot tqhn artist instinoet ttyat jusches dx majority-orietud directpon rlikc smevyn rspiwelberg vto fvllw i. wih thci chollengitng epoot f liabn tcq uanrve thove maorimty h.m","{'total_alterations': 72, 'delete': 21, 'replace': 23, 'insert': 28}"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",..c.p ah fun lnttl timwaaster p hleped epeciall bkiy thgx co pesence o jeak reno k,"{'total_alterations': 27, 'delete': 12, 'replace': 4, 'insert': 11}"
0,but it 's too long and too convoluted and it ends in a muddle . ,mut rt zs too lowng xnd too conmvolted ni ga enr n a mugdbe ,"{'total_alterations': 20, 'delete': 6, 'replace': 11, 'insert': 3}"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,pf vauewless qkddie raeay tv p bjasketballr undrwritten ib the nvb rw,"{'total_alterations': 23, 'delete': 8, 'replace': 6, 'insert': 9}"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ", imhple a utt gritts afnd well-acdwd enwemble dtpama tab eocompassss l poteet mxetamhor sfbr i ounty strlb deaing tith ltsv fasrst ast z,"{'total_alterations': 46, 'delete': 16, 'replace': 16, 'insert': 14}"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,u..  bbworing avade c talkng teadm hpnd techlial gibberis phat wtlls  oitle ti gvance tgt lzux ausae .f,"{'total_alterations': 36, 'delete': 14, 'replace': 14, 'insert': 8}"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if you 're nhjrd x fb rauchy olleg hemorj m,o thss o yopu tickft rivht hre zd","{'total_alterations': 25, 'delete': 9, 'replace': 9, 'insert': 7}"
0,the problem with this film is that it lacks focus . ,thz rfblem with thissb flml isw that aiot ldaccs fvocux .,"{'total_alterations': 16, 'delete': 3, 'replace': 4, 'insert': 9}"
0,"an absurdist comedy about alienation , separation and loss . ",j abbrdist cgomdy abou walienatien go separateio agjnd lols n,"{'total_alterations': 20, 'delete': 7, 'replace': 5, 'insert': 8}"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","e coa o tvey sejns j,o hxe pinoce cne esplots im between g miute-by-minute acvont or yte britioshu courwf h extriaditxion chs geamk alsd kche egim  talkin-headi surovors e.","{'total_alterations': 60, 'delete': 26, 'replace': 14, 'insert': 20}"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ",( au gv his hbezuiling belxian fblei j vemry miuch iz hwn droju an delicate litntle flm  has some tmuching hingk tox bray nabbout whpaut gds imeportant ci qlifbe alnd wjy pf,"{'total_alterations': 51, 'delete': 11, 'replace': 16, 'insert': 24}"
0,it all feels like a monty python sketch gone horribly wrong . ,kib al fsel lyikey  rmnty pthoj gsketch goe hoxribly wrhng y,"{'total_alterations': 20, 'delete': 8, 'replace': 5, 'insert': 7}"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","awusme cnreaturis , brdeethtaking cjenery q ay erpvic bahtle spenos jdp   anoterr ny spectalar splecacle v s","{'total_alterations': 37, 'delete': 14, 'replace': 12, 'insert': 11}"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","n h qwholne fz thooe ymoie laczks wix , feeyin afd believawbilitw ro compensate oo sitr incessrat coaseneyss ao banasity l","{'total_alterations': 40, 'delete': 15, 'replace': 8, 'insert': 17}"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","asnd n alj devidishly wiupy srit fbcy hepathver cgwan anc nils mueer uq tbe ilzm mgeps grnat lalhghs ,h but novr aa rhea pense of ris charfctexrs","{'total_alterations': 48, 'delete': 15, 'replace': 18, 'insert': 15}"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",dragonnfgy bha xrno atuosphare e dz tensioi js-- nothing bkat cosne tn ylailing cqay .,"{'total_alterations': 27, 'delete': 5, 'replace': 12, 'insert': 10}"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","maftij cend baibiara re emmplex caractefs t- sometmecs teneyer ,t somermes anagrz -e dans le edevicate perfnrmannes yz bveb wollteqb anowd vivspka sealdyhl gmade teiwr kopes nd frusoraions vivimd .h","{'total_alterations': 60, 'delete': 11, 'replace': 29, 'insert': 20}"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",cthe vitlitj a uqhe acts keels ihw rintensihy ofn th fpl hgi n yuven aa thes sgrafbngs bopnd ogether ,"{'total_alterations': 34, 'delete': 10, 'replace': 17, 'insert': 7}"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,ttered s vua wickdly subvrsive ewbent o yhe besr pazts f irthdary rl l,"{'total_alterations': 24, 'delete': 11, 'replace': 4, 'insert': 9}"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",monce b kio cp) beizgins to ovrpay the shock ticticu ani bait-and-yktackle mttaphosrs g to dmag decjde  r'r tgo hzigm o poice ob payu o u shimmeris kpicdture rpostcardl ,"{'total_alterations': 53, 'delete': 17, 'replace': 12, 'insert': 24}"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ",ah dntertanining  oorful a acticn-filled crire istory wiedh n antiqate rhearth vb,"{'total_alterations': 26, 'delete': 6, 'replace': 12, 'insert': 8}"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,oto deasefrves  he ske y aqnyne ish ee  passing interues inn hu ehvnts shaing thsed wrrld epyond thecr wn horionu w.u,"{'total_alterations': 40, 'delete': 18, 'replace': 8, 'insert': 14}"
1,an exquisitely crafted and acted tale . ,n xquisnitely crafked anwdk actem valve m.,"{'total_alterations': 13, 'delete': 4, 'replace': 2, 'insert': 7}"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","lokig caistocratic , umnous yueth cvarewirn ivn janbu hmiltton 'b exempljary jostues e rampeig gie je perforgauce gha wcouyd o e idmprovzed pion bc hp","{'total_alterations': 50, 'delete': 17, 'replace': 16, 'insert': 17}"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",sfhaeifer hasy  faid me pmok an wyich p hbng whns xersistently useljess mviecs  adndo a bhight y weikl  tee resuscitpation otd be middle-aged jharacter e,"{'total_alterations': 51, 'delete': 16, 'replace': 21, 'insert': 14}"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",itfb showcases carve rs talenut fovr vicei xg wus o neaxry epnouhgh anadq nog wihouat taxing ueery wop ozf on ss pastiece te g o tge gjood stuf .d,"{'total_alterations': 46, 'delete': 17, 'replace': 10, 'insert': 19}"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,eqa cience-fition padtichne ix lalwcking z origality that iv ytru strippud aswary ips inmirations teje woulodb buwe bpeecious ljttl glef l,"{'total_alterations': 42, 'delete': 13, 'replace': 11, 'insert': 18}"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","n fxacly 89 rmisnutes ,b most ofc bwhuch paased  sowly  fh j 'do ben saitting naked oxf gn igqoot , oormul 51nx sak fsom uirky  rerky  utptr trkep ","{'total_alterations': 48, 'delete': 19, 'replace': 16, 'insert': 13}"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","map bj bar kom thc bei h twe serries , t a sa aqssuzred  wondqrfully resectful f irsp st aad trillimg enuzh te mavkne qi abundactl clevr at tds mvodie henoenon hais onxe angain reinseqted itllf fon q eew generatix j","{'total_alterations': 74, 'delete': 26, 'replace': 34, 'insert': 14}"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",uqltiqmately fls vempey znj unsazisnying i zlihke swallpoing u comunvion waeefr wthot hqe wuone k,"{'total_alterations': 30, 'delete': 10, 'replace': 7, 'insert': 13}"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,yhat thae dkrectior  't o iac hmhake ithr of valc ilmez 'q fo prsonas inteihsting tr wobrth caqingt abou .p,"{'total_alterations': 35, 'delete': 12, 'replace': 12, 'insert': 11}"
0,the heavy-handed film is almost laughable as a consequence . ,ted havy-hqanded wilm iv alomoxst aughavble kws b consequejnwce o,"{'total_alterations': 20, 'delete': 5, 'replace': 5, 'insert': 10}"
0,an unclassifiably awful study in self - and audience-abuse . ,l unclassbfviably awcfeul jstudq in esebf  andz audiec-abuse ug,"{'total_alterations': 20, 'delete': 5, 'replace': 7, 'insert': 8}"
0,no way i can believe this load of junk . ,or y  cgni obelieve this oa rf junk .m,"{'total_alterations': 12, 'delete': 6, 'replace': 2, 'insert': 4}"
1,"a gorgeous , witty , seductive movie . ","bka gorgeodusz ,h witty u seductivw oie ","{'total_alterations': 12, 'delete': 3, 'replace': 4, 'insert': 5}"
0,there are plot holes big enough for shamu the killer whale to swim through . ,gthere are ploxy vles bj etugh fto shar ihe kitlfr whale t swwm tough a.,"{'total_alterations': 25, 'delete': 10, 'replace': 9, 'insert': 6}"
0,or emptying rat traps . ,ohy uempying ja traps .k,"{'total_alterations': 8, 'delete': 2, 'replace': 3, 'insert': 3}"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","cjor clocey tjp o uours ce audwenci isk lorced  endcere thye termizally depretsed vo, mosclyl inerticulaete i lypaer dysfuncbtsional wfamilie fcdr yh pricjj mf opnei c","{'total_alterations': 53, 'delete': 13, 'replace': 18, 'insert': 22}"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",azles wi ts ully-nritten charaterj hu ittt termined tylishnmss l( wghichh alwts trelateys oj caracters vbd sqry  zd yeohnny dankortk g' fbest sufndtrack l wearsu .,"{'total_alterations': 54, 'delete': 21, 'replace': 19, 'insert': 14}"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","determind m b fnk s ane bunczy , uth enrrgeticb busical , ttge iumoy odid czn't qkute cngage is bdudt z","{'total_alterations': 34, 'delete': 13, 'replace': 10, 'insert': 11}"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ",p 'ncs noffensivu ix cheerrfulx j buiih t nspmre the yucg peopilu q set to  cending sjundtrackw vs bezh part olp nmbexrs ana aaiue fpbm its remarkable camesrawork an dfwesome sceneir m  is qbtout as exrtciting qasq aiq sunuiurn rj,"{'total_alterations': 74, 'delete': 23, 'replace': 23, 'insert': 28}"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,riffithz prveqs h 'tf thl rarsl luminayg mo coltinully raiyeh tohew stanjrd oi r professwon mi,"{'total_alterations': 32, 'delete': 12, 'replace': 12, 'insert': 8}"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . , veast onme lcee rf sgs disguszing thaa vewors mm bef haa prmsed qeo hetain ther lsnct .,"{'total_alterations': 30, 'delete': 9, 'replace': 16, 'insert': 5}"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,hmeican chpn encooarages rufl paugter  stereoqypes olyo  indinanamerican wgul secagnize o,"{'total_alterations': 26, 'delete': 12, 'replace': 10, 'insert': 4}"
1,one of the smartest takes on singles culture i 've seen in a long time . ,one obfm the mxrtest takes  singles cuutue  'v hsen in  oon ftme ns,"{'total_alterations': 23, 'delete': 11, 'replace': 6, 'insert': 6}"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","ulije hse spyeaedy wam-biam efficr ofu imos hollwoond eiferings i charactt devceopment u- d mgre imorlantly s,p chaactmer hempathyf j--g uils l tmhem hea b ioawian o bginnems ","{'total_alterations': 58, 'delete': 21, 'replace': 16, 'insert': 21}"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zhmnug ..kj zhas dokn  amlmazing j of aettvng realiswtc peryorzmances froivm hxsh maizqy nonprofvusional cjt .j,"{'total_alterations': 34, 'delete': 8, 'replace': 13, 'insert': 13}"
0,big fat waste of time . ,bqig ufat wamtke  tie .,"{'total_alterations': 7, 'delete': 3, 'replace': 1, 'insert': 3}"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",deven with k grnoen mqsohawk anpk  sheett f ir-red fmlvme tattooz cverig hgw tihoulder g owevr r iwlmer sxeems t be posing a rrather yhzan actzg e,"{'total_alterations': 47, 'delete': 15, 'replace': 16, 'insert': 16}"
0,chokes on its own depiction of upper-crust decorum . ,hbkes oi niis onn derictzon d upper-cbruost decoru .,"{'total_alterations': 18, 'delete': 6, 'replace': 6, 'insert': 6}"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,thje sovpiegoing equivalent o gokn o j dinbne parayl and eins vored xto atc cthe hoytb asd hwostess  omg videoh oj thevkr jfaby t bikrph ,"{'total_alterations': 45, 'delete': 14, 'replace': 18, 'insert': 13}"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,comes .l uncomfojrtably clobje ktb coasdtig nk toh treadesc xf ythh icycgle bhief .,"{'total_alterations': 26, 'delete': 7, 'replace': 7, 'insert': 12}"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,doeqd rlittlz kor nohan ylaym un innocnous afe of fill-in -p the-blnpks with aty ragic epat i,"{'total_alterations': 29, 'delete': 9, 'replace': 7, 'insert': 13}"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ",tdhiws movie s mething f nz ippostos ijseaf m stretchzig zasnd paddjlg s maytjerial rkn g blulx of oeag endqws sd dvistracting amea wor d,"{'total_alterations': 45, 'delete': 15, 'replace': 14, 'insert': 16}"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,fm so enrjozy hmove thouyghtfl compehies tibth inteaeshing cnflcted chakactevrs g tdhcs nz is frj oyouu vr,"{'total_alterations': 34, 'delete': 8, 'replace': 12, 'insert': 14}"
0,just embarrassment and a vague sense of shame . ,jutsot embafyrrassment tan wa vayues sense ofyz ham y,"{'total_alterations': 16, 'delete': 4, 'replace': 2, 'insert': 10}"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",al-inall l hq ffibm ix nu enjoyable and frankly txlid ftalx of  peoxle wuhjo lv among chs j mut ntr nencessariy wiqnth us ,"{'total_alterations': 39, 'delete': 14, 'replace': 10, 'insert': 15}"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",his illumiatiqng documtntary trauscnds bocr pnkeconceived vistdon lo etze hoyy lndz saand tsg inharbitrnts e rhevealingy tnwhe hummanp complexvies neath rx,"{'total_alterations': 42, 'delete': 12, 'replace': 9, 'insert': 21}"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",excipring nd direct f wgizth ghzoskt imuaqery that shhws pjus enough t kes uzs oty ora tos k,"{'total_alterations': 28, 'delete': 8, 'replace': 8, 'insert': 12}"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",x pleaiaznt enogrh romance wich ietehlectual undefrpinningcs z hu dkid teof movxi hdat inertains en tis owt trn madeningdy predictaxle e,"{'total_alterations': 42, 'delete': 15, 'replace': 12, 'insert': 15}"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,cllatral damaeg finawl detlvers tihve gmodx xr schwauzeneggeyr fmrans h,"{'total_alterations': 20, 'delete': 7, 'replace': 5, 'insert': 8}"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,jadte itbh qn dsceknible craflt andkd mfnstrousely sanctihmovnious iqn dealifpg wirthc childhoqo losue ,"{'total_alterations': 28, 'delete': 5, 'replace': 8, 'insert': 15}"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","awxl je ampec-up txy wk-style stuknxts anib thraswhinf dp-metal xcea n'mi disuisae rthe famcot that i reallby ,fz wme gwe gee hmerer b donw thti o","{'total_alterations': 44, 'delete': 9, 'replace': 15, 'insert': 20}"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,fmy bxs at greeva whfdding ustei sereootypes iqjn iaw deligehqtful lnd ffn swet romajnce nd lvinngly dkisyed ous hbumor ,"{'total_alterations': 37, 'delete': 8, 'replace': 13, 'insert': 16}"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining qickcut diting aqd v blrig hey meqal guch fp the ztimse , bca srems ktr b une he iplusion tezat e  shootinog the dlaest systel o c dojnr videov k","{'total_alterations': 53, 'delete': 23, 'replace': 16, 'insert': 14}"
1,blanchett 's performance confirms her power once again . ,ldanchett u' performaache cxnfirms r howr oncbr amgkin f,"{'total_alterations': 18, 'delete': 6, 'replace': 6, 'insert': 6}"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",xanc oxpeatic a sprwlbng pictuce nhjat 'p enertviningly acee zj maxnificently hok pgnd grping enocvh t ssytain umott uf ths 170zminute lngh ,"{'total_alterations': 46, 'delete': 18, 'replace': 14, 'insert': 14}"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","iposor hsasx em hkhandful ozo wrilling momsntk jd u coupl ou gosd performances , b ihe ove kdoesn 'tm quitve zfly w","{'total_alterations': 37, 'delete': 15, 'replace': 6, 'insert': 16}"
