label,original_text,attacked_text,status
0,too much of the humor falls flat . ,too much of he humor falls flat .,"{'total_alterations': 1, 'delete': 1, 'replace': 0, 'insert': 0}"
1,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,it s a wohrk by an artist so in control of both his medium and his message thata he an improvise like a jazzman .,"{'total_alterations': 4, 'delete': 2, 'replace': 0, 'insert': 2}"
0,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","it 's not original , yand , robbed o the elemen of surprise , it does n't have any huoe laughs in its story of irresponsible cops wwho lve to play pranks .","{'total_alterations': 6, 'delete': 3, 'replace': 1, 'insert': 2}"
1,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","a swashbuckring tale cf love , betrayal , revenge and above cll , faith .","{'total_alterations': 3, 'delete': 0, 'replace': 3, 'insert': 0}"
1,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","an interesting qstory bwith a pertinent ( cinematically unique ) message , told fairls well ad scored to perfection , i found myself struggling to hput y finoer on that eluive `` missing thing . ''","{'total_alterations': 8, 'delete': 3, 'replace': 2, 'insert': 3}"
0,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the maa ffrom elysian fiolds is  ocold , bliss-less work that groans among thinking itself some important comment on how life throws us some beguilindg curves .","{'total_alterations': 7, 'delete': 1, 'replace': 3, 'insert': 3}"
0,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptive in its isin of nascent industrialized world politics as a new art formx , but far too clunkz , didactic and saddled with scees that seem simply an ill fit fr thisf movie ","{'total_alterations': 8, 'delete': 5, 'replace': 1, 'insert': 2}"
0,it made me want to wrench my eyes out of my head and toss them at the screen . ,it fmade me wanth to wrench my eyes out of my head and toss them at the screen .,"{'total_alterations': 3, 'delete': 0, 'replace': 1, 'insert': 2}"
1,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","a must-sve for the david mamet enthuhiast and fou anyone who appreciates intelligent , stylish moviemaking ","{'total_alterations': 5, 'delete': 1, 'replace': 4, 'insert': 0}"
1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","the weight oe the iece , the unerring professionalism o the clhilly production , and the fascination ebedded in vthe lurid topic prove recommendation enough .","{'total_alterations': 7, 'delete': 3, 'replace': 2, 'insert': 2}"
1,puts a human face on a land most westerners are unfamiliar with . ,puts a human faqce on a land most westerners ae unfamiliar wijh .,"{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
1,"minority report is exactly what the title indicates , a report . ","miuority rebort is exactly what the title ndicates , a report .","{'total_alterations': 3, 'delete': 1, 'replace': 2, 'insert': 0}"
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","good car chases  great fight scenes , ad a distinctive blend of european , american and asaan influences .","{'total_alterations': 4, 'delete': 3, 'replace': 0, 'insert': 1}"
1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","a orgeous , high-spinited musical from india that exquisitely blends music  dance , song , and high draea .","{'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0}"
0,"not only unfunny , but downright repellent . ","not only funffunny , but downright repellent .","{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","( lawrence bounces ) all over phe stage , dancing , running , sweating m moppin his face and generally displaying hez wcky talent that brought him fame in the first place .","{'total_alterations': 7, 'delete': 4, 'replace': 1, 'insert': 2}"
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","dos n't offer muxh besides glbb soullessness , raunchy language and a series of brutal set piecks ... that raise the bar on stylized scree volence .","{'total_alterations': 6, 'delete': 3, 'replace': 3, 'insert': 0}"
1,"a poignant , artfully crafted meditation on mortality . ","qa poignant , artfully crafted meditation ion mortality .","{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
0,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","as ` chick flicks ' go , this one ns pretty miserable , resoring to string-pulling rather tlhan legitimate caracter development atwd intelligent plottingj .","{'total_alterations': 7, 'delete': 2, 'replace': 2, 'insert': 3}"
1,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,t 's one heck of a character study -- not ov hearst or daviues but of the unique relationhip between them .,"{'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1}"
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,it 's hamvpeed by a lifetime-channel kvnd of plot nd a lead actress who is out of her depth .,"{'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1}"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what 's surprising about fll frontal is hat despite its overt self-awareness , partg of ohe movie still manage to break past them artifice and thoroughly engage you y.","{'total_alterations': 7, 'delete': 3, 'replace': 1, 'insert': 3}"
1,i just loved every minute of this film . ,i just loved every minute of this fil d,"{'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0}"
1,a woman 's pic directed with resonance by ilya chaiken . ,a woman 's pic directed with resonance br ilya chaiken y,"{'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0}"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,a by-the-numbers patient/doctor pic thyat covers all theo uiual ground,"{'total_alterations': 3, 'delete': 0, 'replace': 1, 'insert': 2}"
1,michael gerbosi 's script is economically packed with telling scenes . ,michael gerbosi 's scipt is economically packed wih tlling scenes .,"{'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0}"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 'sm something auspicious , and daring , too , about the artistic instinyt twa pushes a majority-oriented director likre steven spielbbrg to follow a.i. with this challenging report so lible to unnerve the majpority .","{'total_alterations': 9, 'delete': 3, 'replace': 2, 'insert': 4}"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","c..v a fun little timewaster , helped especially by the cool presence oef jean reno .","{'total_alterations': 3, 'delete': 0, 'replace': 1, 'insert': 2}"
0,but it 's too long and too convoluted and it ends in a muddle . ,bt it 's too long and too convoluted and it endf in a muddle .,"{'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0}"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,a valueless kiddie payan tao pro basketall underwritten by the nba .,"{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","e sgimple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for o country still dealing with it fascist pat h","{'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1}"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,... a boring pjsrade of talkiwg heads and technical gibberish that will co little to advance the linux cause .,"{'total_alterations': 4, 'delete': 0, 'replace': 3, 'insert': 1}"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","if yvu 're hard up for raunchy colleg humor z, this is your ticket right here .","{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
0,the problem with this film is that it lacks focus . ,thed problem with this film i that it lacks focus .,"{'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1}"
0,"an absurdist comedy about alienation , separation and loss . ","an absurdist comedq about alienatiyn , separationo and loss .","{'total_alterations': 3, 'delete': 0, 'replace': 2, 'insert': 1}"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",a coda in every sense z the pinochet cyasw splits tie between a minute-by-minute accoumt ok the british court 's extradition chess game and the regime 's tlking-head survivors .,"{'total_alterations': 7, 'delete': 2, 'replace': 4, 'insert': 1}"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","(  ) his beguiling belgian fable , very much its own droll and delicate litrtleo film c has some touching things to sal about whvat is important in life and why .","{'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3}"
0,it all feels like a monty python sketch gone horribly wrong . ,it all feels like a mojnty pythkon sketch gone horribly wrong .,"{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","awesome creatures , breathtaking scenery , axn epic battl scenes add up to another ` spectacular spectacle g. 'd","{'total_alterations': 5, 'delete': 2, 'replace': 0, 'insert': 3}"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole , he movi laks wit , feeling and believability to compensate for its incessant corseness and banality .d","{'total_alterations': 5, 'delete': 4, 'replace': 0, 'insert': 1}"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","baspd on a devilishly wictty script by heathe mcgowan and niels mueller e the iilm ets great laughs , but never at the expense of its characters","{'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1}"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","dragonfly has no atmospohere , no tensiot -- nothing but costner , flailing away j","{'total_alterations': 3, 'delete': 0, 'replace': 2, 'insert': 1}"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",martin and brbara are complex characters -v sometimes tender  sometimes angry -- anp he delicate performances y yven wollter and viveka seldah make their hopes and frustrations vivid .,"{'total_alterations': 8, 'delete': 5, 'replace': 3, 'insert': 0}"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","the vitality o the actorse keeps thh intensity ofs the film high , even as the strafings blend together .","{'total_alterations': 4, 'delete': 1, 'replace': 1, 'insert': 2}"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,there 's a wickedly subvqersive bent to th best partjs of birthday girl .,"{'total_alterations': 3, 'delete': 1, 'replace': 0, 'insert': 2}"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once (t kim ) begins to overplay the sock tactics and bait-and-tackle metaphors , you may decide tt 's too hifh ya price to pa for a shimmering picture postcard y.","{'total_alterations': 7, 'delete': 2, 'replace': 2, 'insert': 3}"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","an entertaining , colorful , action-filled crime stkry with ac inimate heart .","{'total_alterations': 3, 'delete': 1, 'replace': 2, 'insert': 0}"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,it deserves to be seen by anyone with even a pasjin interest vin the evnts shaping the world beyond their own horizonsb .,"{'total_alterations': 5, 'delete': 2, 'replace': 1, 'insert': 2}"
1,an exquisitely crafted and acted tale . ,an exquisiteyy crafted and acted tale b,"{'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0}"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","looking aristocratic  luminous yet careworn in jane hamioton 's exemplary costumes , rampling gives g performance tha could njot be improved upon . '","{'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1}"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has to find soyme hook onx wmich tp hang his persistently useless movies p, and it might as well be the resuscitatin of the middle-aged character .","{'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3}"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","it showcases carvey 's talent for voices , but note nearlhy enough and not wikhout taxing very droop of one 's patience to get to thze good stuff .","{'total_alterations': 6, 'delete': 1, 'replace': 1, 'insert': 4}"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,a science-fiction pastiche sdo lackkng in originality that if you strippmed away its inspirations there would xbe precious litble left .b,"{'total_alterations': 6, 'delete': 0, 'replace': 2, 'insert': 4}"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exactly u9 minutes , most of which passed cs slowly as if i 'd been sitting naked onc an igloo , formula 51 sanrk frvm quirky to jerky to utkter turkey .","{'total_alterations': 6, 'delete': 0, 'replace': 3, 'insert': 3}"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be ar from the best oa the series , but t 's assured , wonderfulvy respectful of ies past and thrilling enough to make it abundantly clearw that this movie phenomenon has once again reinvented itself fr a npew geneation .","{'total_alterations': 9, 'delete': 4, 'replace': 3, 'insert': 2}"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","ultimately fesls empty and unsatiwfying , like swallowing a communion wafr without the wine ","{'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0}"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,what the director ca n't do is make eigher o val kilmer h'j two personas interesting or worth caring about .,"{'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1}"
0,the heavy-handed film is almost laughable as a consequence . ,thej heavy-handed film ih almos laughable as a consequence .,"{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
0,an unclassifiably awful study in self - and audience-abuse . ,an unclassifibably awful suudy sin self - and audience-abuse .,"{'total_alterations': 3, 'delete': 0, 'replace': 1, 'insert': 2}"
0,no way i can believe this load of junk . ,no way i can believe jgthis load of junk .,"{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
1,"a gorgeous , witty , seductive movie . ","a gorgeous ,q witty ,p seductive movie .","{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
0,there are plot holes big enough for shamu the killer whale to swim through . ,there are pvlot holes big enough for shamu the killer whale to wm through .,"{'total_alterations': 3, 'delete': 2, 'replace': 0, 'insert': 1}"
0,or emptying rat traps . ,or emptying rat trapls .,"{'total_alterations': 1, 'delete': 0, 'replace': 0, 'insert': 1}"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","for close ito two hours the audience is forced to endure three termidnally depressed , mostly inarticulate  hyper dsfunctkional families osr the price of one .","{'total_alterations': 7, 'delete': 3, 'replace': 0, 'insert': 4}"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazzles wit its fully-wrtten charavters , its determined stylishness ( which always relates o characters and story ) annd johnny dankuworth 's best soundtranck in years .","{'total_alterations': 7, 'delete': 3, 'replace': 1, 'insert': 3}"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","determined to be fun , and bouncy v, with energetic musicals  the humor did n't quite engage this adblt ","{'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1}"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 's inoffensive d cheerful , built to inspire the young people , set to an unending soeundtrack of beach party opa numbers anl aside from its remarkable camerawork nd awesome scenery , it 's about s excting as a sunburn b","{'total_alterations': 9, 'delete': 4, 'replace': 3, 'insert': 2}"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,griffths proves she 's that rare luminary fho cvontinuall raises the standard of her profession .,"{'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1}"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,at leastq one stene is so disgusting that viewers may be hard pressed po retasin their lunch .,"{'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2}"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,american cac encourages rueful baughter at stereotypes onlvy an indian-american would recognize .,"{'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1}"
1,one of the smartest takes on singles culture i 've seen in a long time . ,one of th smartest takes on singles culture i 've seon in a ong time .,"{'total_alterations': 3, 'delete': 2, 'replace': 1, 'insert': 0}"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlike the speedy wham-am effect of most hollywood offerings , character development -- and more importantly , character empathy -- is ct the heart of italian fxr beginnex ","{'total_alterations': 7, 'delete': 4, 'replace': 2, 'insert': 1}"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zhang ... as done an amazing job of getting realistic perforlmances fromb his mainlby nonprofessional cast .,"{'total_alterations': 4, 'delete': 1, 'replace': 0, 'insert': 3}"
0,big fat waste of time . ,big fat wadte of time .,"{'total_alterations': 1, 'delete': 0, 'replace': 1, 'insert': 0}"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","even with a green mohawk and a sheet of fire-red flame tattodos covering his shoulder  however , kvlmer seems to bae posing , rther than acting .","{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
0,chokes on its own depiction of upper-crust decorum . ,chokes on is own depiction ef upper-crust decorum .,"{'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0}"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,the moviegoing eqfuivalent of going to a dinner party and beintg forced to watch tje host and hostess es home video of their cabn 's birth .,"{'total_alterations': 6, 'delete': 0, 'replace': 4, 'insert': 2}"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,comes ... uncomfortably close to coasting in yte treads of the bicycle ihief .,"{'total_alterations': 3, 'delete': 0, 'replace': 3, 'insert': 0}"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,does little more tha play an innocuous game of fill-in - the-blanks awith a tragic past h,"{'total_alterations': 4, 'delete': 2, 'replace': 0, 'insert': 2}"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","this movie is something of an impstor itself , tretching and padding qts material in ea blur ocf dead ends and distracting camera work ","{'total_alterations': 6, 'delete': 3, 'replace': 1, 'insert': 2}"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,kf you enjoy mofe thoughtful comedies with interesting conflicted characters ; this none ij for you .,"{'total_alterations': 4, 'delete': 0, 'replace': 3, 'insert': 1}"
0,just embarrassment and a vague sense of shame . ,just embarrassment and a vague sense nof shcame .,"{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","all-in-all , the film is an enjoyable and frankly tkold tale of a people who live amlng us m but not necessarily with use ","{'total_alterations': 5, 'delete': 1, 'replace': 2, 'insert': 2}"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","this illuminating documentary transcends our preconceived vsion o the holy land and its inhabitants ,v revealing the human complexitkes beneath c","{'total_alterations': 6, 'delete': 3, 'replace': 1, 'insert': 2}"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting ad dirct , with ghost imagery that shqws just enough to keep us on ozr toes .","{'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0}"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","a pleasant tnough romance with intellectual underpinings , the kind of movie that entertains evenu as t turnsb maddeningly predictsble .","{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,collateral damage finaly delivers the qgoods for schwarzenegge fans .,"{'total_alterations': 3, 'delete': 2, 'replace': 0, 'insert': 1}"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made with no discernible crvft and monstrously sanctimoqnious in delin with childhood loss .,"{'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1}"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","all the amped-up tony hawku-style stunts and thrashing rap-metal ca n' disguise the fact that , really ,i we 've bedn here t donee that .","{'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3}"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,my big ft greek wedding uses stereotypes in a delghtful blendw of sweet lomance and lovingly dishe out humor .,"{'total_alterations': 5, 'delete': 3, 'replace': 1, 'insert': 1}"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combining quick-cut editint and a blaring heavy metal mfch of nthe timez , beck sceems to be under qthe illusion that hge 's shooting the latest system of a down video .","{'total_alterations': 7, 'delete': 0, 'replace': 2, 'insert': 5}"
1,blanchett 's performance confirms her power once again . ,blanchett 's performance confirms herh poower once again .,"{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","an operaric , sprawlindg picture that i'o entertainingly acted ,f magnificently shot and gripping enough to sustain mos of its 170-minute length .","{'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3}"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","impostor has oa handful of thrilling moments and n cuple of goobd permormances , but the movie does n't quite fly .","{'total_alterations': 5, 'delete': 1, 'replace': 2, 'insert': 2}"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","not oly are the special kffects anzd narrative flow muh improved , and daniel radcliffe ore emotionally assertive this time around as harry , but the film conjres the magic cof author j.k. rowling 's bookqs .","{'total_alterations': 9, 'delete': 4, 'replace': 2, 'insert': 3}"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,yoh wonder why enotugh was n't just c music video rather than a full-length movie .,"{'total_alterations': 3, 'delete': 0, 'replace': 2, 'insert': 1}"
1,... a magnificent drama well worth tracking down . ,... a agnificent drama well worh tracking down .,"{'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0}"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,tbe magic of the film qies not in the mysterious spring bu in the richness of its performarces .,"{'total_alterations': 4, 'delete': 1, 'replace': 3, 'insert': 0}"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","his couedy premises are often hackneywed or just plain crude , clculated to provoke shocked laughter , without following up oi a deeper evel e","{'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1}"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","mcconaughey k's fun to watch , the dragons are okay , not much fire n che script .","{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,the chateau cleverly robes th cross-cultural differences between gauls and zanks .,"{'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0}"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","a psychological thriller with a genuinely spooky premise and an aboveaverage casx , acto bilkl paxton 's directing debut is a creepy slice of gothic xural amercana .","{'total_alterations': 7, 'delete': 3, 'replace': 3, 'insert': 1}"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","moody , heartbreaking , and filmed in a natural , unforced styie that makes xts characters seem entirely convincing ewven cwhen iq script is not .","{'total_alterations': 6, 'delete': 1, 'replace': 3, 'insert': 2}"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","delivers the same old same otld , talrted up with latin flava tand turned ut by hollywood playas .","{'total_alterations': 4, 'delete': 1, 'replace': 0, 'insert': 3}"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","thiqs piece of channel 5l grade trash is  quite frankly , an insult toe the inteluigence of the true genre enthusiast .","{'total_alterations': 5, 'delete': 1, 'replace': 1, 'insert': 3}"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in a way , the film feels like ta bregath of fresh iair , but only to those that allow it in .","{'total_alterations': 3, 'delete': 0, 'replace': 0, 'insert': 3}"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","one of thvose eergetic surprises , an original that pleases almost everyoner who sees i .","{'total_alterations': 4, 'delete': 2, 'replace': 0, 'insert': 2}"
0,like you could n't smell this turkey rotting from miles away . ,like you could n't swmell ghis turkey rotting from miles away z.,"{'total_alterations': 3, 'delete': 0, 'replace': 1, 'insert': 2}"
1,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","featuoing a dangerously seductive performancce from the great daniel auteuil , `` sadqe ''c covels the same period as kaufmann 's `` quills '' with mtor unsettlingly realistic reults .","{'total_alterations': 8, 'delete': 2, 'replace': 2, 'insert': 4}"
0,"if the first men in black was money , the second is small change . ","if the firsut men in black das money , he second is small change .","{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
