label,original_text,attacked_text,status
0,too much of the humor falls flat . ,topo mch ofd vtho eumor fals flas b,"{'total_alterations': 9, 'delete': 2, 'replace': 4, 'insert': 3}"
1,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,t 'sq  wtrc yi n antist so im bontrol if bobch is meum kd hisv message tht  cqd bmprovisx lie a xazzman .,"{'total_alterations': 31, 'delete': 13, 'replace': 13, 'insert': 5}"
0,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",it a not origoinal  afxd  robbe okf hec element  surprise  at does n' avr any hegeb laugsk n itvs stry of nirresponsibe cop jwhn lovu tsco lay prbnys ,"{'total_alterations': 43, 'delete': 18, 'replace': 13, 'insert': 12}"
1,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ", stashbjckling tal of lovee n betraeal l orevene bsd kbovev arl z faith ke,"{'total_alterations': 21, 'delete': 6, 'replace': 8, 'insert': 7}"
1,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ",an ileresting stury wihh  pertinent (e cinemattically uuniqu t nmssage qy tojlo fairly well nc sored c perfecthqion f  fbouned umyslf strougglng oh putki zmy fner aon taut ewylusive `z vmijsing hcing w 'q,"{'total_alterations': 57, 'delete': 19, 'replace': 12, 'insert': 26}"
0,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","the cmani forvom eysan cilelds f z coojd ,g blwiss-qess wowo thht groans dloncg thqinkig itsef isme imyotant commenr o oew lyse throsf ms kome begdiling curvs f","{'total_alterations': 46, 'delete': 13, 'replace': 18, 'insert': 15}"
0,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","penrceptive iu nts vuisigon of nasuent industrialized orldj polits  s new at form , u hgar jo clunky l didactiqz andw sadledx mibth sene trt sep siply an ilrl yt forj tgts moviy l","{'total_alterations': 52, 'delete': 20, 'replace': 17, 'insert': 15}"
0,it made me want to wrench my eyes out of my head and toss them at the screen . ,t ade me wmlt til mwrench mfy ees out of fm vhead aecd tosys tajem  thwe screen i.,"{'total_alterations': 21, 'delete': 6, 'replace': 5, 'insert': 10}"
1,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ",a mpst-see fow t dadidu mamqe eenthusiasty janod fo anyioe whke appeciats intoelligenv o syleish movieakng r,"{'total_alterations': 32, 'delete': 13, 'replace': 6, 'insert': 13}"
1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","ta vweighet goy hghe piece qa, tex unring professionalispx oh e hill produjtipn ms jn tmghe tascinatjion embedkd inee thia lurfd copgc pdrve reecommendatin enough m","{'total_alterations': 47, 'delete': 13, 'replace': 16, 'insert': 18}"
1,puts a human face on a land most westerners are unfamiliar with . ,puts o humar fatcc  z lxanc mort cezterners armv unfamiliar withx w,"{'total_alterations': 19, 'delete': 4, 'replace': 9, 'insert': 6}"
1,"minority report is exactly what the title indicates , a report . ",minoriy repsohrt  exactlyt watl theu tixle inicaites   report o,"{'total_alterations': 19, 'delete': 8, 'replace': 4, 'insert': 7}"
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",gnd cawr hase  groat firhth scpne f and a distindctize bled f eouuropean a american andrs dsian influnce ,"{'total_alterations': 31, 'delete': 12, 'replace': 10, 'insert': 9}"
1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","ja gorgousr , higgh-spiritd musfcal fftom xindiqa hat eoquirsitely blnds muicb te dancd u sonr n ntd hgh damau .","{'total_alterations': 31, 'delete': 9, 'replace': 10, 'insert': 12}"
0,"not only unfunny , but downright repellent . ","xnot onwa unhyfunny p, bt dosnrigkt rupeulent bc","{'total_alterations': 13, 'delete': 1, 'replace': 7, 'insert': 5}"
1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . "," lawrenie bounces xq ll dovcr tex sotwage ml dancvng y runnig u, sweating w oppixg isu yace vann genally dispeayin the wackyx talenf tuhat rougt hif fbme di je afirst ppbce r.","{'total_alterations': 50, 'delete': 16, 'replace': 17, 'insert': 17}"
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","dosxs hn'e ofyfer ch bbeides rgwlib soullesinss m,n raaaunchy laguag n v serdieks  ruyal set piepces ... fat raise skthe bar kxn mtyized sacren vioenhce s.","{'total_alterations': 44, 'delete': 15, 'replace': 10, 'insert': 19}"
1,"a poignant , artfully crafted meditation on mortality . ",a poinant u artfusly craped medfitatlon  moptality .,"{'total_alterations': 16, 'delete': 7, 'replace': 5, 'insert': 4}"
0,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","t e chisku fecks c gboz ,ww thisb oh id prelthty merable z rsortin to strinrg-puling rather kthanr legftimat charactwe developeenkt ay intellyigentt plottiag ","{'total_alterations': 46, 'delete': 18, 'replace': 7, 'insert': 21}"
1,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,it ds on zeeck b  chbaraxcter mtudy -sv nonyt xojf hearst oqr dvie zut oa qthe unique elationship betden the .s,"{'total_alterations': 30, 'delete': 10, 'replace': 7, 'insert': 13}"
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . , s hamperd b ba lifetime-channel kbind i plgl andcs ai lelad sctress wha v otnut of iej depth v,"{'total_alterations': 26, 'delete': 7, 'replace': 11, 'insert': 8}"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",what w's sukprising abxdt ul pontal iea hjat desdit ijls oyvere self-awarenes x parni ofq thd mowvie sill lanace nod rek pst mkhe krtificeu aatnd thvroqghly engaxg yonu f,"{'total_alterations': 49, 'delete': 13, 'replace': 20, 'insert': 16}"
1,i just loved every minute of this film . ,z xjuset lovd every finjte ddf thizi film .,"{'total_alterations': 11, 'delete': 2, 'replace': 4, 'insert': 5}"
1,a woman 's pic directed with resonance by ilya chaiken . ,a wohmap af's pmv directed qnith redonancea  ilyfa chtaiken .,"{'total_alterations': 16, 'delete': 3, 'replace': 5, 'insert': 8}"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,c byte-numbers qpatixent/doctor p thjt coovrs l t usukpl groonjd,"{'total_alterations': 20, 'delete': 10, 'replace': 4, 'insert': 6}"
1,michael gerbosi 's script is economically packed with telling scenes . ,ichal germysi k' scgipt isc econoicalli packezde pfwith tlwing yenes hi,"{'total_alterations': 21, 'delete': 6, 'replace': 8, 'insert': 7}"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","thee ms somhing auaspicgous ,ui dndj dcing sx oo y ahut qhx artiswtic eistinct utjat pses x majokrity-orientkd directfr lii sthvev spieler t zfollow ci. tith hi chsllenginjg repr uo libre togv unqerve tea mafrity l.","{'total_alterations': 65, 'delete': 23, 'replace': 25, 'insert': 17}"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",.. ar f littvleh tiewasten e heletd espxeciaflly by thn mool prsence lfn jean eo x,"{'total_alterations': 24, 'delete': 9, 'replace': 7, 'insert': 8}"
0,but it 's too long and too convoluted and it ends in a muddle . ,bxt itth 's too aong and too cowvolnuted andb itv endv in sr umuddlv .,"{'total_alterations': 17, 'delete': 2, 'replace': 6, 'insert': 9}"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,d valeltss kkidde paean xt irt lbasketall undelorwritten b khe nbavs .y,"{'total_alterations': 20, 'delete': 6, 'replace': 5, 'insert': 9}"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ", simple xi btz gritlt anad wellracted hnsemble drhama khat ewcompassbes t potnt memaphor lor cz counytxy sttl dalig win iots fsciit as ,"{'total_alterations': 40, 'delete': 13, 'replace': 17, 'insert': 10}"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,z. a quoring parade jf utalkng heod andg eclnical glibbeish taty will wo litctle to advance te liudx paus l,"{'total_alterations': 31, 'delete': 12, 'replace': 9, 'insert': 10}"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ",i gwou 'r hhhrd up flob raunahy conlege hyumow  tij is ur tickfent right erye g,"{'total_alterations': 22, 'delete': 7, 'replace': 8, 'insert': 7}"
0,the problem with this film is that it lacks focus . ,the coblem wcvth thbos fidlm is ta v leapcks focus ,"{'total_alterations': 14, 'delete': 5, 'replace': 4, 'insert': 5}"
0,"an absurdist comedy about alienation , separation and loss . ",hn absurdia colmedy boat alienatpon mf sepaaton vnd dlss e,"{'total_alterations': 18, 'delete': 8, 'replace': 4, 'insert': 6}"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",kas coi ein aeevery shenue p theng pinochet cdse splittst tyme betwemln f minubt-by-minute accohntm yf pthe briwish ceopurt 'a extradition cheds gaoe nd t rluegime 's talkig-headt ujvivors vr,"{'total_alterations': 52, 'delete': 13, 'replace': 13, 'insert': 26}"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","jt( jm ) hisk bguilin xabelgian fable g hvery myc its ffwn fwroll ad welicate little fqlm , bohas some taoucwing tthinzs ttog sa abwt whto ik impgoreant zi life ad py .","{'total_alterations': 45, 'delete': 11, 'replace': 15, 'insert': 19}"
0,it all feels like a monty python sketch gone horribly wrong . ,t allt fexls jizke w mlontyk ppython sgench gne hatrribly rog h,"{'total_alterations': 18, 'delete': 5, 'replace': 6, 'insert': 7}"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",aweso xcreatwres et reachtaking scererb  anwdt pic bale sene badg ucp jok pnoher h speckacula spechtacle  ',"{'total_alterations': 33, 'delete': 13, 'replace': 11, 'insert': 9}"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",nt thah whqle t the mprvie lack wqgt j felingg adn belevabiluty tm compecnsate fof t incfyssant coaceness nw banlityp ,"{'total_alterations': 35, 'delete': 13, 'replace': 11, 'insert': 11}"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","basd rn k devilishbly witty crxpt vb uheather mcgoapn a nzels mueyler  hthe film gts reaet lbaxghs , brt nwver anh whed pexpnse  uitq cnharacters","{'total_alterations': 42, 'delete': 14, 'replace': 14, 'insert': 14}"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","dragnaly h no atmogsphereu ,y n tensioa - nothinwg bup costone m flailingig away a","{'total_alterations': 23, 'delete': 8, 'replace': 6, 'insert': 9}"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",maztn ni bariaa aef cpompleq charactvzs ag sometiuhs tejder  somethimes ngrh -- an tje delicateq pserformanqes cpy svnt wolxltey ahnsd ivega seldadr makoes thyir hpen nj frugtratpions vbvidr d,"{'total_alterations': 56, 'delete': 13, 'replace': 27, 'insert': 16}"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","th vtalitty o thek ctrs keegps tdhe intensit yrf th fil higk , en as hs strifings bcend togtzher zr","{'total_alterations': 30, 'delete': 13, 'replace': 9, 'insert': 8}"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,thene mws ga ickedlsy subvlrsive bhn tak tem best rprts uof brthdy gir o,"{'total_alterations': 21, 'delete': 6, 'replace': 9, 'insert': 6}"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",oncie  kcom  begs o ovenrplay she shhfck taptics anqd bai-and-tackle etaphoqs e oul al dezcidye i 's yitoo hjisgh a pric t ey oy m shimmsing jcture ostcarfd .,"{'total_alterations': 46, 'delete': 20, 'replace': 10, 'insert': 16}"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ",acq nmtertaining b cnlorfl  actiqn-illed crgcme svtoro withq  intiemate heart v,"{'total_alterations': 23, 'delete': 7, 'replace': 9, 'insert': 7}"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,id dbeserves nt be sec bdyd anyone wth eeq v pasing ibtesrest j te evtents sapig th wuld deynd their own hoizzons a,"{'total_alterations': 35, 'delete': 15, 'replace': 11, 'insert': 9}"
1,an exquisitely crafted and acted tale . ,ev exquisiltdly craftpd aznj acwtd ae ,"{'total_alterations': 12, 'delete': 4, 'replace': 5, 'insert': 3}"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",lookiz aristocatsic of lumijnorus ytv caeworn inbb jaui hamiltok 'fs exemplariyw osumes c rmling gieq  peformanse thytn could nnst be impooved cpkn ry o,"{'total_alterations': 44, 'delete': 14, 'replace': 14, 'insert': 16}"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",schaefuffer jha lx fid spde hro on wch tioz hanj qkis persstently useless movies  adr lt migkt  sehll bed twh reuscitatwon  khc mfiddlg-aged charactecr d,"{'total_alterations': 45, 'delete': 15, 'replace': 17, 'insert': 13}"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","bst showcases harvey ws tlhalent pnor vgoiges d, buat ng narvly enough apds not wnthout txbing evevry dro f one 's patiencef tmo ew t xtphe goedd stxffn y","{'total_alterations': 41, 'delete': 8, 'replace': 15, 'insert': 18}"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,s scienc-fition papstiche  lachin  oigiality dghat  youe strrped arayw hs inspations tee wzoulfd beq pdhecious litle lbdt g,"{'total_alterations': 40, 'delete': 19, 'replace': 12, 'insert': 9}"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",i xactlay n9 minutef  zmosc of whiuuh passed nms slowly  of i b'vd beet sitltng mnaked ofn an igko  yformula 1 sanow hro qurky to jekz to utte turkey k.,"{'total_alterations': 42, 'delete': 15, 'replace': 13, 'insert': 14}"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","mmaay by yyfar flom e mbent qf thde serxies kw, byv it qss assurel c,h wonerfullye espectful ofs its past nmand hrillini nough tof ma ixv abndantaly bqlear tht rthis movie pheqnoenon as snce aain reinventfed itself fo  vneyw generation h","{'total_alterations': 65, 'delete': 19, 'replace': 17, 'insert': 29}"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",ultimteely feen emptwo ajd zunsatisfyng e lirkb swallowing ks dzommunion tafes hwthout te wij ,"{'total_alterations': 28, 'delete': 9, 'replace': 10, 'insert': 9}"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,wmat te tirector ca n'ck ao issr maqe aither qf ival kilmedr 'cy uawo puronas ivnteresting  woalth carivng bbou b,"{'total_alterations': 31, 'delete': 6, 'replace': 14, 'insert': 11}"
0,the heavy-handed film is almost laughable as a consequence . ,yhe heafyl-handed filv d alms laugable x fm conequencep y,"{'total_alterations': 18, 'delete': 8, 'replace': 5, 'insert': 5}"
0,an unclassifiably awful study in self - and audience-abuse . ,an unlassifiablys afus srtddy n sghf  avn auince-abuse m,"{'total_alterations': 18, 'delete': 8, 'replace': 6, 'insert': 4}"
0,no way i can believe this load of junk . ,mo wab  can believe mtis lzahd of vjnk pm,"{'total_alterations': 11, 'delete': 3, 'replace': 4, 'insert': 4}"
1,"a gorgeous , witty , seductive movie . ",ba gocglous x wittn  seductivew movie rz,"{'total_alterations': 11, 'delete': 2, 'replace': 5, 'insert': 4}"
0,there are plot holes big enough for shamu the killer whale to swim through . ,there arep pllotn holes byig epnough fgr shamu tehe kilrer whaue s swic thfofugh mm,"{'total_alterations': 22, 'delete': 3, 'replace': 9, 'insert': 10}"
0,or emptying rat traps . ,or emvtying rt tgaps .zd,"{'total_alterations': 7, 'delete': 2, 'replace': 2, 'insert': 3}"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","foerq clsqe uo wo hoqr thrh akdiesce id florcedr ctk enurei tnre terminall edepressred  mbstdly inartmculate ,l hypeb dwsfudnctional fdmlies for jth priace yoi oben zq","{'total_alterations': 46, 'delete': 11, 'replace': 15, 'insert': 20}"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazmle ith rs fully-writtkn canacters ,pj ital deterumifed stylishnezss xm whicg lzways relaebs t charatxers ad soryf ed kanp johnoy dnkwortx m xes soundtrhack fx yaears m","{'total_alterations': 50, 'delete': 16, 'replace': 17, 'insert': 17}"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","detrmineds  be ffnn  anyd bouncc  with energemc usicals ,v fe humor dbd n' quito zgage ehic adultco ","{'total_alterations': 30, 'delete': 13, 'replace': 9, 'insert': 8}"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 'wsm inofensdve ,l ocheerlul  obuit p nspaire nthe ooung peplv z et t an ueaending souzdtrack h beachs prty po numbens asxd zaside ro bts rlemarkabkle cametamwork bncd awesome icenry  k 'y bout ys yxcting  p swaburn r","{'total_alterations': 64, 'delete': 22, 'replace': 25, 'insert': 17}"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,giffithsq pruover shs 'qz otha raa puminary wqo cotinully taisaes ixhe rtandard ord ehev pwnofession gz,"{'total_alterations': 29, 'delete': 6, 'replace': 12, 'insert': 11}"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,i lwasu ognep cene m os disgusting thti viywerrs may be har prtssd tt netain iheir unh ,"{'total_alterations': 26, 'delete': 11, 'replace': 9, 'insert': 6}"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,acrican cwhak iencwourages rueffuwl lughtere mta steeotypes konxly zana irdian-lamerican wulud ekcognize cw,"{'total_alterations': 26, 'delete': 5, 'replace': 6, 'insert': 15}"
1,one of the smartest takes on singles culture i 've seen in a long time . ,one on me sfartest takes u singles cltury in 'e sen  j lox timge i,"{'total_alterations': 20, 'delete': 8, 'replace': 10, 'insert': 2}"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","mnliuke gte peey wham-bam ekffnct df mozp hllwood ojferipgs , caracter developmenqt  a nmor imptrtaently ,j rchacracter epatuhy -z  gt the hmsrt kof italin voyr bebnners m","{'total_alterations': 51, 'delete': 21, 'replace': 13, 'insert': 17}"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zhn ...j asg goae au amazicg rtb o gettinng relistc perfovmancs ro h mmainly nonproeswional st ,"{'total_alterations': 31, 'delete': 16, 'replace': 10, 'insert': 5}"
0,big fat waste of time . ,bi famt wse of time .,"{'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1}"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",jevgen wth a grveek zmohawk nds a set  rfirered flaekme twattsoos coverng h ehoulder t howeer  ailmeer seems to be posinhg  aather tran actisnw e.y,"{'total_alterations': 41, 'delete': 16, 'replace': 7, 'insert': 18}"
0,chokes on its own depiction of upper-crust decorum . ,chokes on hta owfn epictin rhf pper-srust decoroufm ,"{'total_alterations': 15, 'delete': 5, 'replace': 5, 'insert': 5}"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,tth dovegoing epuivllent off going ktow p dinnzrl pary aen belina forcfed  wtct tdde ost an hostess 's oe vqde of theirp bmby  bairth e,"{'total_alterations': 39, 'delete': 16, 'replace': 10, 'insert': 13}"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,comus ...nb uncomfortblu loe txgo casing ib tvo tckeads of tzec bicycle txhijef u,"{'total_alterations': 23, 'delete': 7, 'replace': 6, 'insert': 10}"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,defs littlee morfe thn gpay an inbnocuos gpame  fakll-in ds the-bylanks witi  tralgich kst .s,"{'total_alterations': 26, 'delete': 8, 'replace': 6, 'insert': 12}"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","this mviev sp somethinw af n imovtor itslf s, stretahring and paddn isa mtaerial in ae jblr oix dekaf ends d distractng camarva wolrkb u","{'total_alterations': 39, 'delete': 16, 'replace': 7, 'insert': 16}"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . , yu enjm mrq thoughtul comediefb nqith inthresting conflircte characters vr tbs oncd i vr au j,"{'total_alterations': 29, 'delete': 12, 'replace': 11, 'insert': 6}"
0,just embarrassment and a vague sense of shame . ,est zembarrassmet anedp  vgue sese f hrame a,"{'total_alterations': 14, 'delete': 7, 'replace': 3, 'insert': 4}"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",all-in-all r jhe fill vs an enejoyable kn franly til alg owfv  pyope who cive ajpmong us io buta nvt necessadilp wjtt us n,"{'total_alterations': 34, 'delete': 9, 'replace': 15, 'insert': 10}"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","hirs illuminativg dbocumetary txanscends u prekonfeived visionwn n h hoyy ln avn tcs inhabitqntv ,e reveauluing etche xnuman complexitiep tbeteath lt","{'total_alterations': 42, 'delete': 14, 'replace': 11, 'insert': 17}"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ",excioding nd direclt w wit ghost kimagejry th shows ut enoufh ynto kehmp us utn our toxs .,"{'total_alterations': 25, 'delete': 9, 'replace': 5, 'insert': 11}"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",f plesat enoush romacf wosth cntelectual undxropinnings u thpu kndf nqf mov thauy enertains evzn anf  xurs maddenqnglu prednictablz d,"{'total_alterations': 41, 'delete': 13, 'replace': 18, 'insert': 10}"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,collateab dcmqge fjally dezivers ote sods zor schwarzeneggsur cfns z,"{'total_alterations': 20, 'delete': 6, 'replace': 10, 'insert': 4}"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,uade wmlith uov disceribled vrafqt ahkd moastrvously sanctimzoneious f deang pwitvh chitldhoqd iooss es.,"{'total_alterations': 28, 'delete': 4, 'replace': 9, 'insert': 15}"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","ukll th zmpedup tlony hawk-style sruns n uhrashqng rap-aeal ca tn'mt didguise the facm jcat o really wd wyve v be hee , done hab ","{'total_alterations': 38, 'delete': 15, 'replace': 14, 'insert': 9}"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,mmy iim at npreek sedping use sterfeotyes  en elighuful bld xof xsoeet rtomancve no livingly dise awt humor o,"{'total_alterations': 33, 'delete': 12, 'replace': 12, 'insert': 9}"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","combinig quick-cut eting kn w ublring heavl metcl much w thtp timjej , bxsk eems ao b uvndber the illujiuon that e v shooig tq latfst ssyrtem juof w dowqi ider ww","{'total_alterations': 47, 'delete': 16, 'replace': 17, 'insert': 14}"
1,blanchett 's performance confirms her power once again . ,blatchett  pehformyance coirms r gpogwer oe agybin l,"{'total_alterations': 17, 'delete': 9, 'replace': 3, 'insert': 5}"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",un opqratbc u sprnawling picxurg tag 'sb nntertaininglty ascvted uo jmgnificently svot aon gritpuing enough to sutai mosgx oda t 170-miiuoe lqenjth o,"{'total_alterations': 43, 'delete': 11, 'replace': 16, 'insert': 16}"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",iaostor ha oa hanyul fqf thrwillint moents aw  cuple af goo perffrances p bu ke moe doism vn't qite fly ,"{'total_alterations': 33, 'delete': 16, 'replace': 11, 'insert': 6}"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",hno oonlyr ar th specmdial effmeacts avdd narrabive low ucgh irmpoved hc cnd fniel adcvliffe omre emtionaplly asertive dhcs ume waround n rry w cu sehe film conwjurex the xmzgic  autor j.mk mowlipng 's booksp l,"{'total_alterations': 61, 'delete': 23, 'replace': 14, 'insert': 24}"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,yiju wonjdir fh enoah was 'g bus a music vgdeo rthr ean  full-length moviie d,"{'total_alterations': 23, 'delete': 10, 'replace': 8, 'insert': 5}"
