label,original_text,attacked_text,status
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","d showases carvey bs talen for vsoices ,j but not nearly enoughb amyd not withonut taxing every vrop f one 's patence to kxet ao hhe god stuff f.","{'total_alterations': 23, 'delete': 7, 'replace': 8, 'insert': 8}"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,a sciece-ficztion pxastichee yd lacking in originalitay that ljf vou sdripped adway iis qnspirations texre aould e pwcious little eft ,"{'total_alterations': 23, 'delete': 7, 'replace': 8, 'insert': 8}"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exatly c9 mnutes ,h most pz which fpadsed ast slowly as if i 'mk bee sitting naked on ang igl q, formumv 51 sanzk from idirky to jer to utter turkey .f","{'total_alterations': 24, 'delete': 7, 'replace': 9, 'insert': 8}"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",may be yfar frokm the best of thes seri  bux xit  assureg  wonderfully respectful of bts past and thrillng tenough dto mike iot abundantl cleqar tpat this movie phenomenon ha bnce agwin reinventepdx itselnf for q nevw genrration q.l,"{'total_alterations': 37, 'delete': 12, 'replace': 8, 'insert': 17}"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","ultiateli feels mfempty ahd unsatisfying , lire swballowing aw kcomyunion wafr withoout the wineh ","{'total_alterations': 16, 'delete': 3, 'replace': 6, 'insert': 7}"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,what the dinrector a n't do s makkek eiaher of qal kilmt m's trwo persunas interesting dqr lorth zaring about ,"{'total_alterations': 18, 'delete': 4, 'replace': 8, 'insert': 6}"
0,the heavy-handed film is almost laughable as a consequence . ,re heavy-hadded sfim ims altmost laughable xs k consequence ,"{'total_alterations': 10, 'delete': 3, 'replace': 4, 'insert': 3}"
0,an unclassifiably awful study in self - and audience-abuse . ,d unclassfiably axul studyq in self pu and ajdience-abuse .,"{'total_alterations': 10, 'delete': 3, 'replace': 5, 'insert': 2}"
0,no way i can believe this load of junk . ,no ay y can believe this load of junk dl,"{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
1,"a gorgeous , witty , seductive movie . ",a gorgeous dz witty k seauctive movie w,"{'total_alterations': 6, 'delete': 1, 'replace': 3, 'insert': 2}"
0,there are plot holes big enough for shamu the killer whale to swim through . ,there rar plot oles big enooughr for shamu theu killgr whale io swim shrouxh ,"{'total_alterations': 12, 'delete': 4, 'replace': 3, 'insert': 5}"
0,or emptying rat traps . ,or empyying rah mraps .e,"{'total_alterations': 4, 'delete': 0, 'replace': 3, 'insert': 1}"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","for cbloe to two hculrs thd audience  frcemd to endure three terqmpnally epressed , bostly inrtimculate , huper dysfunctional famiues fr the prie of qyne m","{'total_alterations': 26, 'delete': 11, 'replace': 7, 'insert': 8}"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",dazzles with it fully-uriten chaacters z ipv determined stylishness ( which alwiym elates od characters anr wtozy c a johnay dankworth 's sbelst souncdttrack n years .,"{'total_alterations': 29, 'delete': 11, 'replace': 10, 'insert': 8}"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","determined f btel fun x, aad bozncyq x with energexi musicals , thet huor did n't quitfe engagw this adult y","{'total_alterations': 17, 'delete': 3, 'replace': 8, 'insert': 6}"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","cit 's inoffensive p chperful , uilt t inspire the young weoplge ,e ket tlo ahvn unending soundtraik o beach parti pop numbers afd aside fom itc remarable cameraworpk pand awesolme pcexnery w ah ' abu s excihing ams a sunvburn .","{'total_alterations': 37, 'delete': 10, 'replace': 14, 'insert': 13}"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,griffiths prvef she 'i that rdre luyinary who contindanlly raisp ths stanodarz f her prffestsion n,"{'total_alterations': 17, 'delete': 4, 'replace': 9, 'insert': 4}"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,a least one scene is xsk disgusting ghat uiewers mai bre hard pressed to rqxtain yheir dlunfch .,"{'total_alterations': 15, 'delete': 3, 'replace': 5, 'insert': 7}"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,amritcan cqai encourages ruefnul lawgeter t steireotype only l indian-american woulndi recognijze .j,"{'total_alterations': 17, 'delete': 4, 'replace': 6, 'insert': 7}"
1,one of the smartest takes on singles culture i 've seen in a long time . ,ne bf the smartest tke n singles culture i 'v seel in a ong tciwe ,"{'total_alterations': 11, 'delete': 7, 'replace': 3, 'insert': 1}"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlike the speedy wam-bm effect of qost olywood orfferiwngs , charczter developmznt -- and orw imotantly  charactir empwath b ir amft the heart oyf italian dor beginners a","{'total_alterations': 29, 'delete': 13, 'replace': 7, 'insert': 9}"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zuhang .f. has one an aazilng jo f getticg realitic performances rox hb mainlyw nonpofessional octast .,"{'total_alterations': 18, 'delete': 9, 'replace': 3, 'insert': 6}"
0,big fat waste of time . ,big fat wste of qme ,"{'total_alterations': 4, 'delete': 3, 'replace': 1, 'insert': 0}"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","evaen weth alf greeln mohawk andq a smeet shf firke-red flaymt tattoosm covxring his shoulrder t, however dx kilmer seems t bd posing , ratheii than acting .","{'total_alterations': 24, 'delete': 1, 'replace': 10, 'insert': 13}"
0,chokes on its own depiction of upper-crust decorum . ,choks on it uow deepiction f uyper-crst dhecorum .,"{'total_alterations': 9, 'delete': 5, 'replace': 1, 'insert': 3}"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,the moviegoing equivalent olf gginga o a diner party and beincg foctd io watch the hst anet mostess 's hofeh video df thoeir rby s birth k.,"{'total_alterations': 22, 'delete': 6, 'replace': 9, 'insert': 7}"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,cos ...t uncomfortably closwe t coastuing id che teadws of the bicycle thief .,"{'total_alterations': 13, 'delete': 5, 'replace': 3, 'insert': 5}"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,doents little fore than pkay an inocuous gamj o finle-in xg the-blanks xwith a tragic past n.,"{'total_alterations': 15, 'delete': 2, 'replace': 7, 'insert': 6}"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ",this movie is homething of atb impostr self xt streotching and paddin itb taterial in g rluur qf dead endst and disctracting cmmra womrk .,"{'total_alterations': 22, 'delete': 6, 'replace': 8, 'insert': 8}"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,ih yosu ejoy mr thughtful ncomodies woh interesting conflicted cearactrs ; this omae is qo you .,"{'total_alterations': 17, 'delete': 7, 'replace': 7, 'insert': 3}"
0,just embarrassment and a vague sense of shame . ,ust emfarrassment and a bagus ense hf shame x,"{'total_alterations': 8, 'delete': 3, 'replace': 4, 'insert': 1}"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",axl-in-all a he fiklm iq wan esjoyanble and franlly dtold tale of ar people who livez awong us c but nt necessarily wih uzc ,"{'total_alterations': 19, 'delete': 4, 'replace': 8, 'insert': 7}"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",his iluminatdng documentary transcenvds uo preconceived vdvion of thje howry facnd acnd sts qinhabitants q ureveoaling de humzn complexities benedoth .,"{'total_alterations': 25, 'delete': 5, 'replace': 10, 'insert': 10}"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","dxciting an direct , with host iagery tht shows jt enough te ke us okn our toes r","{'total_alterations': 14, 'delete': 8, 'replace': 5, 'insert': 1}"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",a pleasant enougt romanze with intellctual underpinnizngs  the kins zf mqvie ht entrtains eeyen  it tur maddensgly preditable g,"{'total_alterations': 23, 'delete': 11, 'replace': 10, 'insert': 2}"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,colladterbl damage yfinallr delimrs thj goomds fpcr schwarzenegger fans ,"{'total_alterations': 12, 'delete': 2, 'replace': 6, 'insert': 4}"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made wit  discernible crafse nd monstrously seanctimooious ion deding with childheod loss .t,"{'total_alterations': 16, 'delete': 6, 'replace': 5, 'insert': 5}"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","asll pthe aped-up tony hapk-style stunts and thrashing rap-metal ja n't disgzuise the fact thas  recaly , we 'e been hgte x doz thaht ","{'total_alterations': 22, 'delete': 8, 'replace': 7, 'insert': 7}"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,nm i fat grelk wedding sej stereotypew ingy b delightful lend otf swepvet romance and lovinglyh dished out hubmox .,"{'total_alterations': 19, 'delete': 6, 'replace': 4, 'insert': 9}"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",combining quick-cut editing atnd y blaruing hepy cmktal mdch bf the tgm  oeck sees to e undmer the illusion hat qhie 's shooting tw latst system ofy  down video x,"{'total_alterations': 27, 'delete': 9, 'replace': 11, 'insert': 7}"
1,blanchett 's performance confirms her power once again . ,blanczetth xs performance conirms har power onc agatu ,"{'total_alterations': 10, 'delete': 4, 'replace': 4, 'insert': 2}"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","n opratic d, sprawlingr pwictur thatj 'kf entertaiingly acted r, magnficently shoh and grppinwg enough o sustain most f itf 17a-minte length u","{'total_alterations': 24, 'delete': 10, 'replace': 6, 'insert': 8}"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ",impostor gs a andfuy of hrilling mmhents amn a couple of good performxnces f bnt hhe movie oey n't quite fgy .p,"{'total_alterations': 19, 'delete': 7, 'replace': 8, 'insert': 4}"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","mnotg only ue tl spepial effecs and narrative fuow nmuch improved ,u and tdniel radciffe morx emotionally asserties tsis tim asound n harry , but the film conhjures the mahicm ooaf authr j.bk rswlingw 's nboowks o.","{'total_alterations': 35, 'delete': 10, 'replace': 10, 'insert': 15}"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,o wonder y enough qos pn' just an music dvizeo rapher than a full-length movie .,"{'total_alterations': 13, 'delete': 5, 'replace': 5, 'insert': 3}"
1,... a magnificent drama well worth tracking down . ,... a magnfificenvt vrma well eorth tracking rwn .,"{'total_alterations': 8, 'delete': 3, 'replace': 2, 'insert': 3}"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,the magic of ethe fillm lies zot in he ysteyious sprin ut oin the rqichness of itms erfourmances k,"{'total_alterations': 16, 'delete': 5, 'replace': 5, 'insert': 6}"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","hs comedy premisces irec often hagkrneyed or just plain crudk , calculaed tl provokew shocked lauagter , withot folloin ps onn a deeper zsevel .","{'total_alterations': 24, 'delete': 8, 'replace': 7, 'insert': 9}"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","mcconaughey 's fun to watch r het dragons are kay ,i eno much fdbe lin the scrp .","{'total_alterations': 13, 'delete': 6, 'replace': 2, 'insert': 5}"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,tweb chateu cleveerly robe te cross-cltural dcifferences beetween gauds afd anks .,"{'total_alterations': 15, 'delete': 7, 'replace': 3, 'insert': 5}"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",a psychological thriller widh x geninelay sfooky premise and agn above-verage cqst d actor bvl patojn 'ls dkirecting debu is a vreepy slcv f gthic rura americann .,"{'total_alterations': 28, 'delete': 11, 'replace': 10, 'insert': 7}"
