label,original_text,attacked_text,status
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,iut 's hampered by e lifetime-channel kind of plot and sa lead actres wh i outm odf her depth .,"{'total_alterations': 8, 'delete': 3, 'replace': 1, 'insert': 4}"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","what us syrprisingr about ful bfrontl is that despite its ovleut selq-awareness ,r pfrts of the movie still manage tso obreak pxast the artifice and thoroughly engage you .","{'total_alterations': 14, 'delete': 2, 'replace': 5, 'insert': 7}"
1,i just loved every minute of this film . ,i just loed every minute of this iclm .,"{'total_alterations': 3, 'delete': 2, 'replace': 0, 'insert': 1}"
1,a woman 's pic directed with resonance by ilya chaiken . ,a woman 's pic directd with resonance bj ilya chwiken .o,"{'total_alterations': 5, 'delete': 2, 'replace': 1, 'insert': 2}"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,aj by-the-numbers patient/doutor phy th covers all the usual ground,"{'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1}"
1,michael gerbosi 's script is economically packed with telling scenes . ,micaee gerboxsi 's script is economically pcked with teilliqng scenes .,"{'total_alterations': 6, 'delete': 2, 'replace': 1, 'insert': 3}"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","there 's somepthing auspicious , iand daring  too v,d about the artistic instinct thtw vpushes d majority-oriented director eike steven spielbecrg to fobow a.is ithl this challenging report so lixable tb unnerve the majorty .","{'total_alterations': 19, 'delete': 4, 'replace': 7, 'insert': 8}"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",".. a fsun little timewastear , hkelped especiallgy eby the cool presence of jean rno .","{'total_alterations': 7, 'delete': 2, 'replace': 0, 'insert': 5}"
0,but it 's too long and too convoluted and it ends in a muddle . ,st et 's too long ad too convoluted nd it ends in a muddle .,"{'total_alterations': 5, 'delete': 3, 'replace': 2, 'insert': 0}"
0,a valueless kiddie paean to pro basketball underwritten by the nba . , valueless kiddie xpaean to pro basketball underqritten y th nua .,"{'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1}"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","a simple , but gritty and well-acted ensemble dramr that eecompasses ac potent metahor kork a counry still dealing uith ints fascist cpas .","{'total_alterations': 12, 'delete': 3, 'replace': 5, 'insert': 4}"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,... a nboring pazradv ov talking heads and technical gibbedish that widll do littlbe to dvance the linux cvuse .,"{'total_alterations': 9, 'delete': 1, 'replace': 4, 'insert': 4}"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","ia you 'mre hard up fr raunchy college humrr , teis is our ticket right here .","{'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1}"
0,the problem with this film is that it lacks focus . ,the prfoblem with this filmt is tlat it lacks ocus .,"{'total_alterations': 4, 'delete': 1, 'replace': 1, 'insert': 2}"
0,"an absurdist comedy about alienation , separation and loss . ","an absurdit comedy about alienapion , separation and hos g","{'total_alterations': 5, 'delete': 2, 'replace': 3, 'insert': 0}"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","a coda ix evfry sense , he pinochqt case plits time between qa minute-by-minjte accousnt eof the briticsh court 's extradition chess game and te regwime 's talkinag-head survivors d","{'total_alterations': 15, 'delete': 3, 'replace': 6, 'insert': 6}"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","( t ) his bqguilig belgian fable , very much its own doll and delicate litle film , has someb toucheing tings toe say about what is important  lifeo and why ","{'total_alterations': 13, 'delete': 7, 'replace': 2, 'insert': 4}"
0,it all feels like a monty python sketch gone horribly wrong . ,it all feels like  monty python oketch gone oorriboy wron .,"{'total_alterations': 5, 'delete': 2, 'replace': 3, 'insert': 0}"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","awesome creatcures b breatwhtaking scenery , and epiqc battle scvnes d up o another ` spectacular spectlcle . '","{'total_alterations': 9, 'delete': 3, 'replace': 3, 'insert': 3}"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","on the whole v the movie lacks wcit , felizg uangd believabilty o lompensate for its incessant coarseness and banaliy .","{'total_alterations': 10, 'delete': 4, 'replace': 3, 'insert': 3}"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","based on a devilishly witt script by heather mcgwan and niels wueller f thh fiyh gets grceat lauhs , but never at the expense of itsb chracter","{'total_alterations': 12, 'delete': 5, 'replace': 5, 'insert': 2}"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","dragonfly kazs no atmosphere , nbo tmnsion -- nothing but costner , flailin away ","{'total_alterations': 7, 'delete': 2, 'replace': 3, 'insert': 2}"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",martin an barbara are coplex characters --x sometimes tender h sometimes angr -- and the delicate performancee my qven yollter and viveka seldahl make their dopes uand frustratioms viid y.,"{'total_alterations': 16, 'delete': 5, 'replace': 7, 'insert': 4}"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","the kvitaluty of thee actors keepso the intensity of the film ighh , even s che strafings blend together .","{'total_alterations': 8, 'delete': 2, 'replace': 2, 'insert': 4}"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,there 's a wickedly subersipe ubnt poo the best parts of birthday girl .,"{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once ( rim ) beginzs to overplay the chock actics aod bait-and-tackle metaphors , ou may decide it 's twoo high q prici to pay afr a shimmerinng picture postcard .","{'total_alterations': 13, 'delete': 3, 'replace': 6, 'insert': 4}"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","aqn entertaining ,l colorlful  action-filled tcrime storey wiuh an intimate heart .","{'total_alterations': 7, 'delete': 1, 'replace': 1, 'insert': 5}"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,it deserves to e seen bdyu anyone with etven ag passing interest iin the eventk shaping the wold beyond their own hrrizons .,"{'total_alterations': 10, 'delete': 3, 'replace': 1, 'insert': 6}"
1,an exquisitely crafted and acted tale . ,an exqzuisitely crafted an actee tale .,"{'total_alterations': 3, 'delete': 1, 'replace': 1, 'insert': 1}"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","looking aristocratic s luminous der carworn in jane hamilton 's exemplaoy costumesj ,q reampling gives a peformance tyat could jnot be imyroved upon . '","{'total_alterations': 13, 'delete': 3, 'replace': 5, 'insert': 5}"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","schaeffer has t find somer hook on which to hang his persistently seless mkvies , an it miht a weu b the resusciation omf the middle-aged acharacter .","{'total_alterations': 13, 'delete': 8, 'replace': 2, 'insert': 3}"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",it showcass carvoey  taent for voices  but not nearly enough andh not without taxping every drop of onej 's patience to et to the good stsuff ,"{'total_alterations': 12, 'delete': 7, 'replace': 0, 'insert': 5}"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,a science-fiction pastiche so lackngp in origcnality that if you stripped awrbay it insprations there would e pecious little eft .,"{'total_alterations': 11, 'delete': 6, 'replace': 2, 'insert': 3}"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","in exuctly g9 minutes , most of which passed as slowlt as if i 'dp been sitting naked on lnw igfloo ws formula 51 snk frsom quirky to jerky o utter turkey .","{'total_alterations': 12, 'delete': 2, 'replace': 5, 'insert': 5}"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","may be fa from the besu of the serik , but it 's assured , wonderfully resgpectful j itsk past and thrilling enoughx to make jit abundaqntly clear that thris mfie phenomenon has once agai reinvented itself for a wnew generation .t","{'total_alterations': 19, 'delete': 5, 'replace': 6, 'insert': 8}"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","ultimately feels empty ad uusatisfying v, like swalkowing a ommunion wuafer without th wine ","{'total_alterations': 8, 'delete': 4, 'replace': 2, 'insert': 2}"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,what nhe director ca n't mdo is make either of v kilmer 's two prsonas inteesting or wqrth carin about .,"{'total_alterations': 9, 'delete': 6, 'replace': 1, 'insert': 2}"
0,the heavy-handed film is almost laughable as a consequence . ,the hevy-handed film i xalmost laughablev ms a consequence .,"{'total_alterations': 5, 'delete': 2, 'replace': 1, 'insert': 2}"
0,an unclassifiably awful study in self - and audience-abuse . ,n unclassifiably awful study in vself - njd audience-abuse i.,"{'total_alterations': 5, 'delete': 2, 'replace': 0, 'insert': 3}"
0,no way i can believe this load of junk . ,no mly i can believe this load of juwnk .,"{'total_alterations': 3, 'delete': 0, 'replace': 2, 'insert': 1}"
1,"a gorgeous , witty , seductive movie . ","a gorgeous , wtty , seductive movyie ","{'total_alterations': 3, 'delete': 2, 'replace': 0, 'insert': 1}"
0,there are plot holes big enough for shamu the killer whale to swim through . ,there ar plot holezs big enouh for shamu tyhe killer whale to swim through f,"{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
0,or emptying rat traps . ,or emptyincg ratd traps .,"{'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2}"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","xor clxse tubo two houss the nudience is forced yo endure three terainmlly depressed , mostly onarticulate , hyper dysfunctional famililes for the price of one .","{'total_alterations': 13, 'delete': 1, 'replace': 8, 'insert': 4}"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazzles hith its fully-written characters , it eetermined stylishness n( which always relates to chargctenrs and sxtory h an johnny dankworth hs best zsoundtack ih years .","{'total_alterations': 14, 'delete': 4, 'replace': 5, 'insert': 5}"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","determined to be fun , andh bouncy  with energeti musicals , the lumor didn n't quite engage tuhis adult .w","{'total_alterations': 8, 'delete': 2, 'replace': 2, 'insert': 4}"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","it 's inoffensive , cheerful , builtp to inspire th young people x ret to an uending soundtrack of gbeach pakroty pop numbers aod aside from ts remarkable cramerawork and awsomte scenery , it 'i aboht as excitingg gs a sunburn .","{'total_alterations': 18, 'delete': 5, 'replace': 5, 'insert': 8}"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,griffiths vroeves she 's thaft rare luminary whv continually raises t standard of er profession f,"{'total_alterations': 8, 'delete': 3, 'replace': 3, 'insert': 2}"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,a least one scene is o disgusting tat viawers may be har pressed to retain thei lunchn q,"{'total_alterations': 8, 'delete': 5, 'replace': 2, 'insert': 1}"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,americn chai encourages ueful llaughter at uteweotypes only n indian-americln wouldy recognize .,"{'total_alterations': 8, 'delete': 3, 'replace': 3, 'insert': 2}"
1,one of the smartest takes on singles culture i 've seen in a long time . ,pone oi the hsmartest takes on singlesi culture i 've seen in a losg time .,"{'total_alterations': 6, 'delete': 1, 'replace': 1, 'insert': 4}"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","unlieke the spzeedy wkam-bam effect ofm most hiollywnod offerinpgs  character development -- and more importantly ,b character empathvy --m is at the eart oc italian for beginners y","{'total_alterations': 15, 'delete': 3, 'replace': 3, 'insert': 9}"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,zhag ... hm doe x amazing job of getting realistic performances from is mainly nonpdofensional cast .,"{'total_alterations': 9, 'delete': 5, 'replace': 4, 'insert': 0}"
0,big fat waste of time . ,bsig fat waste of tim .,"{'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1}"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","even with a green mohw ad a shetet ff fire-red flazme tattoos covering hst shoulder ,i however , kilmer eems to be poing , rather than acting ","{'total_alterations': 12, 'delete': 7, 'replace': 1, 'insert': 4}"
0,chokes on its own depiction of upper-crust decorum . ,chokes on itjs own depiction f upper-rust deckorum .,"{'total_alterations': 4, 'delete': 2, 'replace': 0, 'insert': 2}"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,the moviewgoing equivavlent of going to w dnner party and being forced tr watch thes hot and hostess v's home video of thecr baby 'w dirth .,"{'total_alterations': 11, 'delete': 2, 'replace': 5, 'insert': 4}"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,cmes ... sncomfortably close to coastidng in the treasds of they bicycle thef .,"{'total_alterations': 6, 'delete': 2, 'replace': 1, 'insert': 3}"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,does little mre thak play an innocpous gamo of fill-in - the-blaks with a tragic pas ,"{'total_alterations': 7, 'delete': 4, 'replace': 3, 'insert': 0}"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","vthis movie s somethinfg of anh impostor itself s, stretching ahd padding uts matgrial in a bur of dead endss and xistracting camera work .","{'total_alterations': 11, 'delete': 2, 'replace': 4, 'insert': 5}"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,if you endjoy mor thoughtful cometdies with ineresting conflicted characters ; tti ond is for you .t,"{'total_alterations': 8, 'delete': 3, 'replace': 2, 'insert': 3}"
0,just embarrassment and a vague sense of shame . ,just embarrassment ajw a vague sensme on shame .,"{'total_alterations': 4, 'delete': 0, 'replace': 3, 'insert': 1}"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","allmin-all , the film i nr enjoyable and frnkly told tale of a people who live mong un , bt not necessapily with us ","{'total_alterations': 10, 'delete': 6, 'replace': 3, 'insert': 1}"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",this illuminriting documentary transcends ozur preconceived xvision o thre hoy land and its inhabitants y revealing ethe human complexities btweath .b,"{'total_alterations': 13, 'delete': 3, 'replace': 3, 'insert': 7}"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","exciting and direci , wyhith ghost imagery that shows just enough tk keup uus on our toes .","{'total_alterations': 7, 'delete': 0, 'replace': 4, 'insert': 3}"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . "," pleasant enough romanco wifth intellectual underpinnings , e kind sf movie that entertains evcg ba it turgs mddeningly predictable .","{'total_alterations': 12, 'delete': 5, 'replace': 5, 'insert': 2}"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,collxteral dmge finally dwlivers the goowds for schwarzenegger afans .,"{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,made dwith mo discernible craft aed mounstrgusly sanctimonious in dealing ith chldhood loss .,"{'total_alterations': 8, 'delete': 2, 'replace': 4, 'insert': 2}"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","all the amyped-up onl hawk-style stunts ang trasying rap-metal ca n't disguise the fct that , lreally , we 've been here  zone that .m","{'total_alterations': 11, 'delete': 4, 'replace': 4, 'insert': 3}"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,my big fa greek wedding uses tereotypes in a delightful blen of sweey romcnfe and laovingly dished iut huor .,"{'total_alterations': 9, 'delete': 4, 'replace': 4, 'insert': 1}"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","fcombining quick-cut editing and b blaring heavy kmetab much of the time , breck seems t beu under the ildusion jhat he 's shooing the latest system of a down video .f","{'total_alterations': 13, 'delete': 3, 'replace': 4, 'insert': 6}"
1,blanchett 's performance confirms her power once again . ,hblanceett s prformance confirms her power once algain .,"{'total_alterations': 5, 'delete': 2, 'replace': 1, 'insert': 2}"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","as operatic ,y sprawling picture rthat 'sy mentertainingly acted o mgnificenty shoy and gripping enough to sustain most ff its 170-minute length .h","{'total_alterations': 12, 'delete': 3, 'replace': 3, 'insert': 6}"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","imposoxr has u handful of thrilling moments ed  coupe of good performances , but the mooie does n't quite kfly .","{'total_alterations': 9, 'delete': 4, 'replace': 3, 'insert': 2}"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","not onlry ae hhe special effects nd narrative flow mch imprwoved , an daniel radcliffe more emotionally assertive ths cme acound as varry , but thk film conjures tde magic of author j.k. rowling os boos .","{'total_alterations': 17, 'delete': 8, 'replace': 6, 'insert': 3}"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,ou wonder wh ednough ws n't just a amusic video rather sthan a full-length zmovie .,"{'total_alterations': 7, 'delete': 3, 'replace': 0, 'insert': 4}"
1,... a magnificent drama well worth tracking down . ,.f a magnificent drama well worh trackipng down .,"{'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1}"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,the magh of the fulm lies not in he mysteriops spring ul in the richness of its perforzmances .,"{'total_alterations': 8, 'delete': 3, 'replace': 4, 'insert': 1}"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","hibs comedy premises re ozten hacneed or jusl ylain crude , calculated to provoke shocked lapfhter , without following up on a deepser leveal .","{'total_alterations': 12, 'delete': 3, 'replace': 6, 'insert': 3}"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","mcconaughgy s fun to wztclh , the draons are okay  not much fire in the script .","{'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1}"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,the chatemu cleverly pmobes the crss-culural differences between gauls ad yanks .uz,"{'total_alterations': 7, 'delete': 3, 'replace': 2, 'insert': 2}"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . "," psychologicnl thriller with a genuinemlym spooky premise and aen aolve-average past , actor bill paxton 's directing debut s e creepy slce of gothic ural ameriocana f.","{'total_alterations': 14, 'delete': 5, 'replace': 3, 'insert': 6}"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","mtody , heartbreaking  and filmed in a natural  unfrced style hat akesi ts characters seem ekntirely convincing evewn when ts script is not f.","{'total_alterations': 12, 'delete': 7, 'replace': 1, 'insert': 4}"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ",delivers the same o same pld  tarted up withp latin lava and turned out bc hollywood pblayas .,"{'total_alterations': 8, 'delete': 4, 'replace': 2, 'insert': 2}"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","this piece of channel 5 grade trash ms y quite frankly ,y arb insult to the intelligence of he true glnre enthusisast v","{'total_alterations': 10, 'delete': 1, 'replace': 6, 'insert': 3}"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","in g way ,f the feilm feels like a breath cof fresh aik , but only to those that allow i in ","{'total_alterations': 7, 'delete': 2, 'replace': 2, 'insert': 3}"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ",one of those energetilc sdrprises  an original zhat pleases almost everyone who se it b,"{'total_alterations': 7, 'delete': 3, 'replace': 3, 'insert': 1}"
